Iteration,Median Score,Average Score,Median Time,Average Time,
0,70551.7064398828,70551.7064398828,38.571,38.571
1,69013.0729227298,69013.0729227298,254.35,254.35
2,68885.4878979764,68885.4878979764,508.782,508.782
3,67461.4464474496,67461.4464474496,1249.517,1249.517
4,67767.3419944328,67767.3419944328,1626.766,1626.766
5,66667.9731545,66667.9731545,3011.507,3011.507
6,66438.7922166783,66438.7922166783,4366.059,4366.059
7,66397.381771014,66397.381771014,5761.938,5761.938
8,66178.974229882,66178.974229882,7630.142,7630.142
9,65783.166465793,65783.166465793,9327.514,9327.514
