State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
Initial,0.00497273764688933,1.37915507491752E-05,1.02905537435962E-11,0.0199908525606738,4.09955254466155E-07,0.126476325033464,0.29199823516925,0.119237863169,4.08303893797212E-13,5.38620432359824E-07,3.3803140863544E-07,9.7558182067918E-14,8.71683251128094E-09,0.345624849190187,1.00076813849226E-15,3.11742530257323E-08,0.000168218139945747,0.0915110941764828,6.55601822672218E-39,4.70685438042447E-06,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,0.525087695188802,0.00150669349378623,0.00827228584768624,0.222356754076965,0.0522426755241275,0.0107496645730638,0.0100550372027065,0.026684171526451,0.0550724077487543,0.0145890835161121,0.00699524016369568,0.0142048377248388,0.0630603054096158,0.000966379350353289,0.0126338969005981,0.0284102023563313,0.0320077811715432,0.000280414602174733,0.00276922967100021,0.0232097645765802,
1,0.022890526318769,0.0569245840399561,0.0340318437269414,0.0107769800649493,0.00758226568834384,0.105624028559686,0.431636144469384,0.0786475530212721,0.182591862218425,0.0356458248174456,0.0698549750978972,0.206501757429647,0.0123393720158774,0.00179996121240879,0.143034609340749,0.000261712249077941,0.021938472055168,0.00222024888834532,0.0161051299579847,0.0866635074187993,
2,0.00160614128299696,0.0522689713412259,0.0214401944462429,0.026517239543997,0.112831966591233,0.114522922503236,8.62125565519607E-05,0.0608177547497485,0.000823704559087102,0.115018282407333,0.0195574301885547,0.0105599082600868,0.0178659747701438,0.000106903643062756,0.00212899603531644,0.135279620432327,0.0269588799343369,0.046886828600218,0.00800441125374723,0.0329927625005924,
3,0.0080527740763415,0.0298776109760331,0.00917325367990705,0.000407382888286094,0.0659517199691651,0.0037369708783227,1.42824128934808E-05,0.00126346246442903,0.138755350672194,0.0112064009791343,0.000537211586320288,0.0241716019918573,0.0937542992590524,4.62833901243476E-06,0.00391085436563955,0.289583610689193,0.00136150280862652,0.000438368110409915,0.0302129596483609,0.0189807364267628,
4,0.00926182781397671,0.000193146478386658,0.0104428427229768,0.00337650059697638,0.0118535868024313,0.0348813461920715,0.0435850825426785,0.112910432154007,0.260241661215748,0.104751791003345,0.0183877015690188,0.00369833324748556,0.0227599492771987,0.000225214655346039,0.00196189905396211,0.0573576545220627,0.0240963896966187,0.0290330589440338,0.295484050965342,0.0099837050321179,
5,0.00362147645062497,0.0732869202786234,0.00602920066684588,0.0310164972813394,0.0641102436517016,0.226568466375653,5.76400623026051E-05,0.0191555395906955,0.0141020647585612,0.0454251410195489,0.00241766674245313,0.000458558316536518,0.0188950526390165,0.000115040019111285,0.00967884362890842,0.0263916720964841,0.00997443687185083,0.10010567699188,0.0515701642386406,0.0400373494518009,
6,0.00408634886932688,5.72336987806235E-05,0.00677875935631906,0.00596484355363293,0.0039081063824334,0.0185496436843712,2.64907695206973E-07,0.00276920593876104,3.170968683287E-06,0.000619489552588865,0.174657207099503,0.00378769903757429,0.00450852801220117,1.77436278697545E-10,0.0576901862671136,0.0389810865204411,0.000973055040228192,0.00192527829969829,0.0148485614341664,3.30770480872683E-05,
7,0.00832976849640269,0.192156458799911,0.0635740841497413,0.133880127788039,0.0430382210706256,0.0262768787862611,7.24661786092213E-05,0.000896419096882084,0.0381503835763028,0.0095379271299161,0.0407868699307814,0.0357413635911719,0.0138942412412298,0.0111270740230691,0.0101958254046164,0.0108224563598826,0.0131956597131344,0.0388233500466873,0.0144656622939986,0.00221147168364914,
8,0.00132162853832823,0.0316477377010014,0.0051654370748219,0.00133900165952781,0.0119713619070139,0.00369115379394006,0.478217856878212,0.012308113130778,0.00528598783934296,0.0270170728363822,0.0366392982619601,0.0453185948645275,0.0115027676361758,0.00173750606510955,0.0123629512360035,0.00230318730657279,0.00694659323244554,0.0231154208854055,0.000717765762791439,0.176357143629827,
9,0.00736571251649115,0.00130704194223016,0.0698386315819189,0.0701862998761737,0.0296281947123603,0.0166994793305588,0.000398581685020173,0.025771476527881,0.00832976364291907,0.012332046871749,0.0724538296912314,0.00566531563355312,0.0124290758635203,0.0324459832230064,0.124311139543882,0.0246450180830873,0.422883650765841,0.36127472314732,0.0172333427363421,0.110607913458633,
10,0.0229130934862213,0.151922489674273,0.174708657725839,0.0100159523706301,0.0744782560946046,0.169793875308838,1.68438088069634E-06,0.0156738004714646,0.00190469581966867,0.014000082267404,0.02444661696301,0.0486379426636385,0.0563370330554057,9.36201718601795E-05,0.0629791010146348,0.0603228659640528,0.0094527923701834,0.00713291513687162,0.0075663223683655,0.00610623213763498,
11,0.000657910683376028,0.00759913306739332,0.118570857209739,9.51734020601438E-05,0.103418996738366,0.0284364582090718,9.04784669548133E-05,0.112728328763784,0.00402578945392785,0.136138942467568,0.0197870994454709,0.0109968919692055,0.202904769283033,2.36886395254967E-05,0.242955773885744,0.0627357511167187,0.0640345791949413,0.0173220241652221,0.0235988853922719,0.254423494228523,
12,0.0283949393755434,0.0130524053507657,0.0301274281093625,0.00624934894812796,0.030383758516771,0.0946079090532849,0.0019741067518087,0.21195169488891,0.070848429453423,0.0159958011205183,0.0121781658589868,0.00988148986462714,0.0107292659004415,0.000914779924164657,0.00422913893582278,0.0612335824310292,0.0359454701815285,0.0226994464893257,0.039728854313891,0.0191244106938993,
13,0.0149748675958837,0.000644442706608499,0.000438539971477422,0.00010136512703141,0.00187394196183185,0.00230062235286149,3.20872920690695E-06,0.00731007389664142,0.000275858300670786,0.00747019302878507,0.0138573533349407,0.00569839523266386,0.00840359471476402,2.14298104017526E-09,6.24501017840805E-05,0.00120057675872497,9.50097317218641E-05,0.00936641185005982,0.00774451449208663,0.000247988611844403,
14,0.00307791197324441,0.123488529021973,0.116177261486708,0.0479526100265037,0.0662352421214487,0.044953115683528,0.000941879359720847,0.0413650527514815,0.000399813784280951,0.11660381102139,0.000102063289089084,0.122118301677685,0.084047623712966,0.000926475945058172,0.0291391884420459,0.0447763071175807,0.059654330277935,0.00147592791530237,0.00141491107981646,0.0235224241953884,
15,0.274199464603378,0.000406942998713334,0.000326491059352484,0.00344150342774336,0.00515515595426421,0.0177661699459238,0.0190021080601063,0.214770607500656,0.0768976868909951,0.187058894361077,0.0762675868741979,0.0234359942593148,0.0869733512118027,7.07649165726195E-05,0.000253820488880871,0.00539988293154199,0.00373541157221433,0.0864559820625231,0.039818673777062,0.0130163056684006,
16,0.0143619659434798,0.0240555548804121,0.02920571922054,0.00749222994258565,0.0257814280280231,0.000537748575485225,8.99114922806591E-05,0.0013640607678963,0.107748680704252,0.0770746911923199,0.0245027809186901,0.00288020809713893,0.01989496573828,0.000330760160764476,0.0210061232995996,0.0136992236300677,0.0555867944308205,0.0197365770193296,0.144615798947336,0.045918066665839,
17,0.00143296874938035,0.0884349237246515,0.0828071281629653,0.0069743930229805,0.276217800975731,0.0327455444978517,7.20348549630479E-06,0.00112913924490829,0.000780199030648917,0.000482204355149901,0.136492806675112,0.344084990609884,0.110241854714385,0.0146764533016109,0.000830826917214859,0.0144246923132704,0.000182164849950734,0.00964127421200217,0.0160534779948899,0.0104449942732986,
18,1.12545663837035E-05,0.151009719600104,0.0651688811567971,0.272567052298829,0.000323183596507061,0.00373962821475178,0.00583949630493378,0.020242039754807,4.80944534160625E-05,0.00905138994948083,0.13757049635166,0.0569204621743823,0.0819249736900172,0.934109253399206,0.03276546723805,0.0336486206650382,0.0979957817392091,0.162754591936049,5.35481828071061E-05,0.00898381299041506,
19,0.04835172347105,0.000159460225178121,0.147722502643813,0.139288744103607,0.0130138937130195,0.0438183734812349,0.00792635407256081,0.032241073758547,0.0337143949087095,0.0599809301027479,0.112507599957424,0.0252373533541721,0.0675330018548777,0.000325510690332411,0.22786890789944,0.0885222764565129,0.112981244361697,0.0593114806971402,0.267993735489097,0.1171348393079,
Emissions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,0.000936744032053523,0.000711524641072657,0.280676759470298,0.109996005006255,0.00772821848823675,0.642809788880306,0.194965251206783,0.226683784528106,0.000159040161759431,0.045704968152731,0.042029340647056,0.000367316439873514,0.0288980753556992,0.37850350343554,0.341348639512401,0.00224370732996629,0.161605739947055,0.093245737114091,0.000754796497087132,0.000849039219776286,
1,0.00878486001871797,0.000363178102378892,0.0225269161373327,0.0460993813070764,0.214811209161556,0.00168273861992713,0.136155680198619,0.00191241413158262,0.00601421392150853,0.00864563352841792,0.0119849606513204,0.00425302220073619,0.252314377930645,0.562630275278177,0.026411531873062,0.819902225539115,0.0529370683018234,0.00212282397638513,0.00161800681025156,0.0269318984478761,
2,0.0597001123195254,0.00185849332316502,0.0234127577011352,0.548212773625015,0.00344674685921157,8.99686745212274E-05,3.26728656529087E-08,0.000128967210941528,0.762402750989226,0.00657113296888692,0.00511502705465709,0.189137116477043,0.00422702860405577,0.011736900982096,0.0117012613961175,0.00136336984963308,0.0133716542679962,0.0406404478047742,0.00161123063711528,0.00265554641929843,
3,1.51441767222981E-05,0.0175490448634016,0.345786423164769,0.00103314851652811,0.00121063434296713,2.18178540157013E-09,3.03906061462167E-38,8.54866263919801E-09,0.0120513761236457,0.223301551866548,0.110746074833487,0.131526680259278,0.0721582444249194,3.36852706249827E-28,0.552836914120097,0.00071499262515691,0.0116370050740381,3.82549704218374E-09,0.758227592650377,0.0881222743261596,
