State,0,1,2,3,4,5,6,7,8,9,
Initial,0.508443036237843,3.21951384305906E-07,3.09917632735864E-13,5.28811020178363E-06,3.16405024560857E-07,0.315022141551227,1.25186715305832E-07,7.17622333635037E-07,0.00540559988711216,0.171122453047848,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.00122752269431216,0.031400508914139,0.0148385433750276,0.045551985894397,0.0254761970685408,0.0118607233138323,0.00748892917301272,0.0192082620327923,0.0137111705832285,0.0662519311939327,
1,0.0754801436369749,0.325819661100514,0.295076951168234,0.000169963073934845,0.0481466714352948,0.0053810919090703,0.0422987073202049,0.0138577698117857,0.108503336502049,0.305159245124882,
2,0.745791929673367,0.0349610534046452,0.00936885163713612,0.026800223101068,0.131258970241584,0.0143348773972361,0.106239758885958,0.00776492599279174,0.0609080235261898,0.126285404400246,
3,0.00582638611166568,0.114973456692376,0.192399915350951,0.102500741710813,0.0835677500448843,2.02512756542287E-05,0.04440779921592,0.181000612077229,0.00144410104510188,0.210147850829456,
4,0.0183888389175172,0.0166354476860298,0.0278746434205203,0.157063021080824,0.161896568955093,0.170706419454913,0.18942642777743,0.241251413821606,0.180372119512708,0.0576047663879465,
5,0.0173651910352962,0.00492301036713336,0.131983716697156,0.0617795775259362,0.0479820870149509,0.033512433775968,0.0233084708130075,0.132494959230378,0.15105573653565,0.1178891339015,
6,0.0629740306825011,0.156188539371654,0.0165080810868919,0.138247728054132,0.00779224877185996,0.672822395030941,0.145831132177269,0.183457843137095,0.0409835152751918,0.0246343929930541,
7,0.00669755838586589,0.209869744240643,0.054868271180389,0.131627165426982,0.233831614093231,0.00450741757099397,0.0856935451679269,0.0691676775030749,0.160825390780433,0.0620095733931447,
8,0.0567791251763324,0.0748654626242143,0.206979975855455,0.0925261855419613,0.00920922072590444,0.0772741409339347,0.105741956133131,0.0140191949667601,0.171310988798352,0.0288911431741042,
9,0.00946927368616173,0.0303631155986422,0.0501010502282345,0.243733408589954,0.250838671648657,0.00958024933746151,0.249563273336132,0.137777341426476,0.110885617441092,0.00112655860172782,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.430426676949741,0.0254557611288938,0.0389171480922947,0.0108135690121486,0.044752806602019,0.164504010061897,0.00349403268862176,0.0774899541529309,0.35210565263502,0.152399118351053,
1,0.426458737368512,0.00384058852725351,0.00210812445794086,0.311764128145294,0.0644802259551642,0.0518016464239973,0.0667780231912036,0.0812275248605248,0.09098240048663,0.0346245923992815,
2,0.0142548402188805,0.0103820981461651,0.0550935077735524,0.00259881538948785,0.0617203116114094,0.00213733928612082,0.350083623978278,0.0197032166993863,0.0349704339079398,0.066592645444347,
3,1.70110676670881E-12,0.24120747571021,0.662638816011462,0.0683590305686684,0.0825245882657264,9.0931020539503E-05,0.0276257012104454,0.214814244460714,0.0216957328576604,0.000403036101081389,
4,0.0180850216927866,0.684105011260129,0.0141820021329503,0.299067533947139,0.0220101498648875,0.637317260677525,0.0887271784056909,0.117635229232708,0.315694874284072,0.0356626117703998,
5,0.0926988981366078,0.019262953361878,0.0539816669117202,0.0351761987955452,0.0752975261579074,0.0137660809885689,0.000708186830357948,0.0231739486343309,0.0428743234435351,0.680620501959694,
6,0.0116276162968686,0.0114595471736661,0.168605726951524,0.0176313472165521,0.208220624620195,0.000661127170172515,0.336739088602652,0.00593192863769203,0.12863948536338,0.00503020877241354,
7,0.0064482093349181,0.00428656469179884,0.00447300766857113,0.254589376925169,0.440993766922687,0.129721604371175,0.125844165092744,0.460023953321702,0.0130370970217682,0.0246672852017232,
