State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,
Initial,2.02123992919475E-32,2.44646734339102E-11,4.38297168301604E-16,1.73601072481573E-15,5.1724414709211E-61,5.73365413626995E-08,2.95664037027066E-09,1.15623854968142E-10,4.14747900161616E-11,0.0146001302152538,3.98255454156147E-26,1.71779542632484E-09,5.09416360882346E-13,5.21692760665173E-05,2.02922338489154E-33,4.89047801407972E-20,8.2939774062023E-14,1.42807809574487E-08,0.00173744535200243,0.0309295817333528,2.53034812585899E-74,0.00312829959332438,8.22401371970201E-16,5.4409530968145E-19,1.10696354671326E-06,7.76750991917545E-134,3.97877155949952E-11,3.05478181909277E-07,0.00163326214190563,1.35182366999299E-11,1.49156174264003E-25,0.059312875548416,6.93663062381306E-14,7.5711263618923E-30,0.0787969062982189,6.23834764777797E-09,1.07469317506993E-05,7.74088034296885E-22,7.83844646283897E-29,0.348856276954545,0.000499166906800753,4.73021785331546E-24,1.93083275523045E-06,7.78083172375434E-27,0.000291874323278801,7.81039079496049E-11,7.69544668839876E-08,1.54729388139573E-29,3.2208652937435E-14,2.32438728592883E-30,1.48151216138696E-07,0.0613126640178409,2.69130917765153E-13,2.26935269193719E-08,4.24276928257156E-26,2.1433573591183E-07,0.182398093881729,0.129674455302226,0.0482728013719565,6.72166328142166E-10,2.61336149340376E-06,1.01950090907095E-11,7.86338884123702E-23,0.00457115612726432,0.00128978833376153,2.41841743071513E-12,2.77735771482543E-94,2.96157598816196E-07,3.25266815631029E-13,2.56827626835122E-30,0.000691721067201074,9.19808043670424E-24,4.63534427947417E-09,2.37396606831215E-06,5.18613761316166E-14,1.24993343626107E-09,0.0319265798869169,4.8264052870319E-06,2.18342066814482E-11,1.15496969233479E-55,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,
0,1.04065452631363E-08,0.00156848236569675,0.000153378419303731,3.21372531066193E-06,9.34535034081002E-08,0.000132332830312086,0.000250583270225569,1.13699022474367E-08,0.000800327019404088,0.0044957748650971,9.09976618171393E-07,3.77585753656908E-05,0.00100568132477468,0.000943977134215809,1.54448035704853E-08,1.66622426501641E-05,8.31289391323495E-05,6.88759563620414E-05,0.000310361385476711,0.182845242609432,0.000543002430480309,0.0404102447057516,5.56890454522208E-06,0.000322166980281606,0.0419644084739854,2.41554338082181E-08,0.000683918823129776,0.00540914349222701,0.0545520571901289,7.65412493174595E-07,2.87109505977479E-07,0.0731499892823931,0.00168664097964672,0.017649251434612,0.000239905610207375,0.000163610324477715,0.000114910499928523,4.13227894394703E-08,0.000617002311805252,0.201757698660519,0.00104681105674005,0.0082724315033948,0.0379386556393094,0.000571488389150511,0.0532776223204821,3.13072430674606E-05,8.90505923516205E-05,0.000336047708673585,5.3139275216759E-10,0.000281738680858711,4.73641607228885E-06,3.57023688681281E-06,0.000688369943528172,5.62152129059061E-06,0.000209426361606085,8.97726231220338E-07,2.03858686588004E-06,0.00362747267714376,0.000330156375879477,0.000217992152649078,0.0178041911406151,3.43672605440989E-07,0.000330379375445304,0.000583175194824773,0.0068612402888211,0.00023259052299227,0.00249632892143034,0.0292746040192333,6.04768448231124E-05,0.00024185907323426,0.00159508974250638,0.00421750733519206,0.00139217500612047,0.00704616611257541,9.02972331685219E-06,0.000768610374599931,0.0956543871852715,0.000171653839543865,0.000783524750878948,0.00410474072879776,
1,1.37342982827339E-05,0.00120398063032418,1.04116934352918E-06,8.66429251816288E-05,0.00040396566527148,0.000692940890697673,0.00170760212209747,0.0127092324665199,0.00117332363286983,0.06283864265624,8.98999320173216E-08,0.0377137081153951,0.00300868061314353,0.012507336961173,0.000350621395529631,0.000462545144065879,0.0294596108119009,0.00190459702403956,0.0273550908460704,0.00898339775067338,5.5721281664676E-05,0.00625661731784247,3.61016649840154E-05,0.00807966341399212,0.00237194737744896,0.0012746668043702,0.00338910146604046,5.78055512722383E-05,0.00612050641779472,3.35188196376095E-05,0.00887319503860306,0.354809764979122,0.000739331404109818,0.00127490471036729,2.83469551354807E-06,3.95979531615843E-07,5.7495504162877E-05,0.00495352637199125,3.3748293412361E-06,2.27122975924319E-09,0.300182445356424,0.00288616131628823,0.00212672682071906,4.03158053324876E-06,0.0437979867853986,0.000906352430131784,0.00214054336331089,0.000802754030644933,0.00102417443793212,0.00197847282456954,0.00314378578455788,2.54069037816853E-06,0.000879426566865372,0.00906869314847498,0.000841370826834494,4.37172374169455E-05,6.43118467171401E-07,0.000333867813877321,2.39835012623261E-07,0.00216555480992853,0.000574953205246549,1.19344453695406E-05,0.000109389427090121,0.00181372019130313,0.0176262171517656,0.00140247462797969,0.000765154609157726,0.00111285056377536,0.00295283510587601,4.03947843905861E-05,0.00217515937784542,0.00241048113414152,0.0105200827968846,0.0107924805856186,4.27331501773719E-06,0.00693064323908431,0.0457444247182063,0.00931996524410349,0.000104236674630874,0.000400774026496535,
2,5.54430929595514E-10,5.14909034706125E-10,0.000652527947697865,2.63631177174293E-09,0.00330524856751852,9.02362410569553E-05,1.8093631045127E-05,0.0185110830095726,0.165531132558611,2.5090568866564E-08,0.000121316126824563,0.027499519808133,0.29953802311538,0.000146374805450573,2.69982939745063E-09,1.0801131513366E-10,0.024469959932556,0.00175765804975333,0.00624568190956427,3.79862822266551E-06,0.00308581112713095,2.83728508696733E-06,1.49934553569023E-07,0.00686955084743134,5.07650394507048E-06,0.00349893313553835,1.79386329542457E-05,0.000107746677373917,0.000247584238125259,7.11436520491237E-08,0.000243888838606656,6.67402384449193E-08,4.52903094522667E-05,0.0158161989203447,0.0437297967219327,1.2455258563278E-05,0.00035671319779685,0.0160415684080829,0.0188918625913709,0.00214383365963045,2.01688562072186E-11,0.000301017276283464,2.3178825864506E-07,0.0282494957063696,1.34065663160136E-06,0.0157116432531997,0.0232977937395791,0.0252994614114058,2.23710160527498E-06,2.56264154163383E-08,0.0103965381726252,0.0963998244602873,2.1707995290101E-06,0.000158141058236055,4.00916466048177E-05,0.00176874921618196,0.253162774356212,1.69145984642173E-05,1.7039722867046E-05,0.00144318038289051,0.000368647794725596,3.15966260921381E-10,0.00152837523081512,1.09743987054801E-05,3.79847451743738E-06,7.56439682422304E-09,0.00138363290884419,1.19810569708253E-05,0.00738172121748757,0.00660007114130162,6.28068717466646E-05,0.0718866889212626,0.0092454431917029,0.000105464925765617,8.87007831778818E-08,0.000469445040798649,7.69197887183532E-07,0.000377808856442203,3.13273679589516E-05,0.0250538133328875,
3,9.84108982644488E-07,5.2531376182956E-05,6.72358503554048E-06,2.55687236461076E-06,4.98150261733489E-05,0.0197988609684579,0.00236024060498209,1.42761795532231E-05,0.00324555693656121,0.000101223436988521,0.000389921552736802,2.13678076885989E-05,0.00105458639985077,0.0012273412927606,3.38241388118771E-06,0.00967982572069537,0.00046148270549569,0.000159953189530082,3.81885091441664E-05,0.0013683239441895,0.00861690683530726,0.000904817701547985,8.81963818261815E-05,0.00160676456907778,0.0291771693963443,3.92930145288641E-05,0.0239116133971179,0.000851891499658987,0.00807616471953566,2.10568734955093E-05,0.0489824691851805,0.0204876488515433,0.00223882836310663,0.00960034842509055,0.00288431891749834,1.17531094246697E-06,0.00101655319041346,0.00302805692136299,4.77137226795211E-05,1.72412956739612E-07,0.000128772707109991,0.00208350859479281,0.00125527947901214,1.34540046085707E-05,0.00311148111350791,2.64832041925289E-05,0.00108819220248151,0.0298505050267269,1.32015953566388E-05,0.00350792311607389,0.000187330173992239,0.000125388462292918,0.00377927126784908,0.00591875707457011,0.000303733619034158,3.13304778736438E-08,1.46845859054287E-05,0.328197653856286,0.000237403829335299,0.109953447427679,0.00743551489781431,1.39432562854091E-06,0.0117195217948561,0.0123593791886828,0.00724340155507679,1.99960341046297E-06,0.00430061036108586,0.0728982494336601,0.000145525306141659,0.0122027081807337,0.000341657036548762,0.00161888280883371,0.00113612464874161,0.0185129011913817,0.00360526067314253,0.0091942347543878,0.00114355721129178,3.05524189465252E-05,0.00171385493821757,0.0148167220636527,
4,1.50712481864294E-05,2.14398417216117E-05,0.143841390579773,5.63239527236496E-06,0.00344851339001085,2.08487229919044E-06,2.51787160943178E-09,3.85962453002457E-06,0.000121794491400336,0.000341760925920812,0.00514507899632042,8.57474186410134E-06,0.183952287933518,0.0515151389440039,6.69129130305055E-08,0.00245825047346803,0.000162020833554969,1.29380003722834E-05,2.70553866532885E-05,0.000117128107248193,0.0318548158497352,0.0176937439116799,7.09752080481416E-10,0.000184275669433859,7.95089765652533E-06,0.00252935688837145,8.38047089181688E-06,3.791291516039E-06,0.0399438402762839,9.05617333467197E-05,0.45474900779955,0.000180764793728563,8.55599063396666E-05,0.00351061299869235,3.37272202947596E-07,0.0185575354362563,8.82556927630971E-06,1.64117556194344E-07,7.8910392666308E-06,0.464671679373992,0.0140940716349623,0.00151064642407192,0.000449249132985849,0.0202305313129237,0.0380812925959251,6.32720007098091E-07,2.2942299563306E-05,0.00108405872991759,2.01872877592987E-12,2.34370559653135E-09,0.000300968699844555,4.78376287075719E-09,3.36461663645359E-06,1.09129554840231E-05,0.00205681460188407,1.2016922989043E-05,2.66303821533695E-07,0.000246667511505676,0.0337048083662956,0.00358488476165155,1.05201328764225E-05,1.0004604694384E-08,0.00157819590625664,0.0297001521345693,1.1431810811098E-05,4.97334729940253E-06,0.000670320656462216,6.91265920951782E-05,0.00266585981284597,0.00721887312808178,0.031477001516704,0.247172569933788,4.72643558826866E-07,2.00192693446568E-06,0.031976893732829,5.12050378261628E-06,0.00669146471551938,1.24924208369264E-05,0.0051075898051769,0.0025551741305377,
5,0.000180250045713731,0.000835637562920131,0.00212445244903803,0.014885285568265,0.0953956234997796,3.37340587621449E-06,0.008284300567278,6.10483376648509E-07,1.62955539735583E-05,0.00435654343611322,1.31989443743151E-06,6.63935957276046E-07,0.00286784767739666,0.00446490114797339,5.46485650229355E-06,0.00644650086046352,1.31627888547112E-05,0.115614924356024,0.00654034592336686,7.85581483466483E-05,4.2103024267045E-09,0.0950902507966965,0.000585810415080057,0.00210109922688734,0.000156875120937622,0.0047105250185146,0.000357421883141886,9.65051911731281E-05,0.0143221021899939,0.00553006353304451,0.000133637839071316,0.00488739785830025,0.000592687668531695,0.0249082476366426,3.18148346389584E-05,0.00285237248512137,1.28354096957115E-05,9.61813821030126E-05,3.88269621632869E-05,1.91845090627644E-11,2.30036539029853E-05,0.00326733731162562,0.00606770268648404,0.000415475755418949,0.0124785379829764,0.00123485479557875,0.00608382955569598,0.000123930102576236,0.0403908666268235,6.69931400239609E-05,0.000405196414719397,9.1439241241733E-06,0.000120015173101013,6.77731312507975E-05,0.000433481482118075,5.78191963624688E-11,1.32817481279486E-07,5.98382160597592E-05,0.00011754615616158,0.000159683950115481,0.00157028248244342,4.82047794931371E-06,0.016014482937991,0.000153669814595421,0.000981307521082749,0.00347771303250895,6.23556671659905E-05,0.0027250674714914,1.72937492592686E-05,1.83810964840529E-05,0.00607714016241038,0.0115137492191369,0.00011481218574126,0.000615444985291274,2.52258857604566E-05,0.042700591494982,0.0435402582578359,0.00506372529306628,0.00419044438080834,0.000758270760507037,
6,0.041186843525099,0.00598274202925932,0.0312812876380549,1.79370460576021E-07,0.000734525614092177,0.000613886645504928,0.000149613635630217,0.000604506699104559,2.02001977538796E-05,0.000657932624170974,1.19964805750185E-05,0.00406220448568738,0.000106771597146191,0.00128076424836211,0.0188530099395629,1.41299205968301E-05,0.000728353196553802,0.0155874610316136,1.1622974585392E-05,0.000169855618090402,0.00108187103884009,0.000121224164630115,0.00305607807619299,0.00154094394913743,0.00211403593142368,0.00230260612923145,0.00020381597515657,0.000212608750286008,0.0174449850490338,5.20367226598216E-06,0.000382543989953422,0.000275151953018997,0.000182679972503635,0.00125725472896094,0.000237325212304874,0.00014170535831064,2.32163358505062E-05,0.00957539356408769,1.88526327219685E-06,8.11672559768376E-10,0.000107390456584902,0.014407571242601,9.37421604024098E-05,0.00805347547801831,0.00188489980731756,0.000633777324484032,0.000370154299495682,0.00121859958094172,0.179462339670182,0.00746125524624983,0.000290842197113105,9.62085795856361E-05,0.00318624741365007,1.91699427631491E-05,0.000289033410077624,0.000246174845903609,8.56628750791661E-07,9.58306707816833E-05,2.82678130146928E-08,0.000283133106534897,0.0331484196195579,0.00781992055641078,0.000673395157506413,0.000268050294754227,6.55333043127382E-05,0.000552015165730293,0.000362606707740055,0.0080769861570781,7.00196307419213E-05,0.000578629684763951,5.2902201601705E-06,0.000951039861649053,0.00548167185859373,0.00427811435258264,0.000123421143918355,0.0598236187978101,0.00146847383888719,0.000430535911289235,7.13314713606483E-05,3.19571665642591E-05,
7,0.00847648013889207,0.00937928667880828,0.00066196601191036,0.000712732837065311,1.32418938773303E-06,7.60131025412768E-05,0.000742828144984829,1.64640433641508E-08,6.84553434549743E-05,0.00896349914933081,9.78732869388054E-05,0.00628887260518576,8.23808296490264E-07,1.32321884728639E-06,0.00207660005844529,5.77697523876294E-10,1.45393673948333E-06,0.0450515291766382,4.52264330112574E-08,0.000413931845454017,0.00296570359766021,1.41785295038016E-08,0.00127548596843933,0.0176504053967682,0.000372597884822594,0.000170012096115505,0.00560237898854091,1.4511273073829E-05,0.000123846425643756,0.00424606844096629,3.4155281412431E-07,0.00368028015158082,0.00461740867013479,0.0205546346176777,3.49615729051783E-07,0.00981222202794581,0.000250335272336094,0.0215487220376541,9.19709661392596E-09,2.18251165237847E-11,0.00013867616631367,0.00838846601432146,1.25603142001121E-06,0.0721266874372648,1.58060891911502E-06,8.21080830570466E-06,0.000317302995440393,0.000525777309756105,0.0766754649123965,0.0203467974652066,3.32010192964091E-05,2.8803444341676E-06,0.014131851787732,2.43752526785593E-06,2.51090022373623E-06,0.284396543095346,1.04295109425395E-07,3.72614974349179E-07,4.2000172409717E-12,0.00176636070462057,0.0340787853359037,0.0014439099675571,0.000900869514042424,0.000102875153189332,2.10922603749259E-06,4.05457807929502E-06,0.0170888558540637,0.000740272020530626,1.70211014565345E-06,0.000108423663106766,2.06361620208932E-07,0.00324373972189031,0.000131482550834461,0.00159501818543199,5.55680986823144E-05,0.080850412598752,0.00283851827422598,9.03813100017145E-08,6.37014788907894E-05,0.00014117171105161,
