State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
Initial,0.00125566360356367,0.0272142286642603,0.0240963900367901,0.0148027182384623,0.0123399729878615,0.0274945769106807,0.00602311805721155,0.0338031025463605,0.00673269123234389,0.0171895882076428,0.0284727528752135,0.009822731864216,0.00620619969000489,0.00608876304052264,0.0035911129959949,0.0371060147420883,0.0139244490060571,0.0324240961378605,0.00575744647206186,0.0288502416712189,0.0366376741138449,0.00402509376970886,0.0496726812189306,0.0351670927562648,0.00265065885244508,1.79370151375019E-06,0.00435125723657226,0.00338655336826195,0.0270209055339038,0.00704725627948883,0.0108945800758716,0.00850623096783733,0.0132370246855815,0.0136965741475052,0.00470204378314328,0.0236001616744154,0.0125525387592464,0.0162292343186614,0.00114980639254686,0.00261954050919052,0.0370742136676545,0.00487227516458891,0.00975009740646315,0.0192065549906352,0.00322577685516907,0.00921771242876527,0.0012195015811834,0.0078376809441108,0.0267332036159991,0.0322998747482425,0.0208902232601404,0.0553641666696997,0.0102285393026652,0.00748372015072504,0.0139113124888826,0.0267665472880935,0.0157455429236655,0.0411828955050469,0.026042706293094,0.0106028935898249,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
0,0.0108945604780763,0.0206060661240397,0.026669636895423,0.0193022936391311,0.0163276661384962,0.00167947854571649,0.00499410928309175,0.018174967948637,0.0282119207978286,0.00750930605329141,0.0279300519875154,0.0266756843472141,0.0152806521265269,0.0138064583903593,0.0119164266551625,0.0169018672403396,0.0136079521758994,0.0275246329509574,0.0293712131039965,0.00895616371680647,0.0154969470134739,0.0252732829755598,0.00247794887064038,0.0209603125712198,0.00129501676725139,0.00604666736687601,0.01932017627901,0.00330893541494677,0.00333694309975086,0.0054025877674799,0.0298714655851079,0.0267759612043409,0.0325354458224364,0.0255316803387581,0.0279444666073429,0.00685475427393058,0.0227415324622527,0.00916172001269081,0.0139111785017956,0.0186427545741145,0.0304723485858068,0.0197495888840112,0.0021644967745214,0.0223635203074555,0.00220516366668861,0.000886066468039824,0.00918849456894931,0.0257421878356452,0.0329987519451507,0.0297500951141215,0.0264866275264938,0.0115291530296499,0.0307313204924281,0.0276772718230114,0.00871801230401314,0.0277495817358868,0.0199268392780242,0.0287362737059924,0.0343001803897916,0.00200629517072211,
1,0.00166244157214252,0.00359198552834541,0.0241703130672963,0.0260137501536927,0.00415838494672315,0.00438220641455104,0.0223193080125638,0.0272940829616188,0.0167396543588421,0.0101263636550446,0.0216351197177134,0.0165643972125107,0.00241572923973068,0.0177361321141253,0.00674215680347811,0.0226495287603219,0.0116583755588025,0.0164445505850624,0.027697955316931,0.0170178893413989,0.00899456302840126,0.0262482610559187,0.00237346202294289,0.0263599327187706,0.00416768053861248,0.00766663475200255,0.0021012046890429,0.0203484125650344,0.0256531653328957,0.0115997722353836,0.0222071972859518,0.00793154699823891,0.0255494012078871,0.00604931073714445,0.0235739616139189,0.0230361486599066,0.0111660979451136,0.00292668181375318,0.00463768977057574,0.0278411426489809,0.0283267357235682,0.026253944168164,0.029467165149011,0.0229856353747779,0.018464810719443,0.028263888167287,0.00623493971724032,0.0295131931142868,0.00627272157708367,0.0164864648609869,0.0198832456220655,0.0231101275238072,0.0319540151416308,0.0096024457071296,0.0175210486491829,0.00751511788520831,0.0148823429271548,0.0230142812213672,0.0239820088214161,0.0130567658911362,
2,0.00131872102771444,0.033819363411691,0.0333434602534243,0.0302726576606705,0.0296194605119341,0.0190404011232427,0.0111143173011324,0.00103735634629207,0.0205152850197335,0.0108613673527712,0.0119988943614375,0.0119175619372931,0.00245615432992772,0.0131852149957848,0.0146815748867625,0.0121076352712429,0.0181528665052855,0.000838629713682365,0.0296423957039116,0.0113868609697455,0.011926995893958,0.0140005429918826,0.0186458104900152,0.0184936920503624,0.00890825467509072,0.0277555397719584,0.0286148040826336,0.0260713048154678,0.00583433915545293,0.0175752128661379,0.0280940173361929,0.0312668703198878,0.0320286856420475,0.0222969678535919,0.0280475174312849,0.00925237125081163,0.0146187919093481,0.0128645327605932,0.0175918690669997,0.00605533824906294,0.0156183175533177,0.0284038167190437,0.0213780350722483,0.0246950795220138,0.0257790493766199,0.0294940022086954,0.0172551311181391,0.00112072785558841,0.0102515219420827,0.00893130355588889,0.00870979265470655,0.0271256852113409,0.00489800755859842,0.0234236915866056,0.029305692482756,0.016838743890693,0.0207229845209141,0.0169500324939929,0.0319525419444651,0.0287275160899369,
3,0.000119539437751507,0.0021822665984019,0.00517163348238491,0.0353289622960676,0.0244608884220632,0.00490282796009763,0.0139563077171428,0.0230923877030543,0.0314802848442652,0.0200239031862441,0.033709132482364,0.0269089789500573,0.0248612372604814,0.0039450038503952,0.0159188423643522,0.00096003352202542,0.0185385764063339,0.0222972506629643,0.0284177116097545,0.0112827893079649,0.0107749646018152,0.00870708810628534,0.0191072457959769,0.0303294899452273,0.031242914431839,0.0213772812073495,0.0281913639247327,0.0236548604335871,0.0233245000712277,0.00458591082963308,0.023192909744586,0.0364108094856326,0.0267937210880101,0.0365309493842458,0.0247325411614802,0.0165393987630229,0.0232485525604122,0.0381237569422793,0.0293246708490952,0.0341025143874312,0.0100673945300016,0.0282908530340415,0.0168042115595672,0.0181463330976661,0.0230487927460244,0.0337998835873565,0.0272441806304489,0.0272179205147997,0.00448855625837757,0.0353225684943496,0.011206938652842,0.00975249449509655,0.0240414880097284,0.000580340576134825,0.0306195004845132,0.0227799138422711,0.00809442579696905,0.00251234808848335,0.0220296467415302,0.0292937303741892,
4,0.00782599068433553,0.0132022117247827,0.0126874367576734,0.00993226686943047,0.0302376123288864,0.0226562827789078,0.0155055428332,0.0187550947270098,0.0159241566744,0.020255938337418,0.0111397889947433,0.019153445044995,0.00937411546951074,0.008043730811045,0.0126507762708338,0.0162146588021708,0.00542449830250246,0.0281022635184457,0.00149931106658773,0.000485831031514052,0.0290876161776468,0.029630692381568,0.00211407046776394,0.00293146755869,0.0119031299691962,0.0325085152492335,0.0249046797332767,0.0274785815091573,0.0161898865449009,0.0120869874796974,0.0109497114746928,0.0133071901305646,0.00150383633870198,0.0280188407271309,0.0177904883464861,0.0197100952935502,0.021558791938346,0.0337459896982302,0.0205911320346416,0.0306319361041214,0.0274209682405759,0.0069632954199144,0.027018743967967,0.0127413785239401,0.00371878638408704,0.0136257602617719,0.016594948107019,0.0148938313712641,0.0276616090783304,0.00413002004588912,0.0171752855658898,0.0099933156933136,0.0187206208270128,0.00523040693324135,0.0144701470150254,0.0040402551961158,0.013979956493453,0.0268595733862085,0.0100563838556526,0.0105959566532413,
5,0.0130290301122199,0.000633694205594735,0.0148424003347086,0.00161103532520909,0.0268833040025274,0.0203390949600754,0.0274297672208429,0.0026511173899759,0.0261541182367372,0.0152293793707088,0.0251955880351363,0.00352048639658449,0.0032500258268846,0.00718597388816218,0.0116208621009231,0.0108164366019605,0.00446299969391563,0.0199599761899749,0.0265291778826263,0.0108420403726072,0.0263174881111857,0.0170255235080575,0.0102204699821604,0.0237187762257434,0.0197716355436175,0.0116111177843881,0.0237483462710561,0.0141893856485505,0.0247773324256337,0.00284033704131542,0.0199102547691375,0.00231214986044,0.0287544557000134,0.00712997128458564,0.0167053998410794,0.00066670859805838,0.00810670283511427,0.00668885892066029,0.0191273791667852,0.00920939904287105,0.00181239478054582,0.0186489870560885,0.0222946479646993,0.00157829484165713,0.0167060264621141,0.00076981208620256,0.0116161193488656,0.0239003656375123,0.0170006330291414,0.00971244922644037,0.0165912032446534,0.0281926466605182,0.0117403011772204,0.00354668043674335,0.0158841092623091,0.0206758710272603,0.00285566722701988,0.0225110380921626,0.0190220733528693,0.000959828351415245,
6,0.0104059672160118,0.0307730722093775,0.0177675502290778,0.0193273558124292,0.00196497129250564,0.0195331040260899,0.00331974538010443,0.0249134772612526,0.0215718742818878,0.00341457070772238,0.0324940817106023,0.00759336760521548,0.00596755085517806,0.00323773885734069,0.0264199845355092,0.0285213489425167,0.0183934574311563,0.0025372410341714,0.00311470848011051,0.0161159960631952,0.00596887378949341,0.000984890543846515,0.0152263845696318,0.00111736013352508,0.00665138172180766,0.00658653367805939,0.0257075360430951,0.00173900247602596,0.0222344900368723,0.0220308909513888,0.0245063708884641,0.031319268148659,0.0307531921010203,0.00593362979991652,0.0186925590498301,0.0219840020787126,0.0203618528787641,0.029916987712725,0.0185385336437688,0.00398664032174356,0.00376683413729995,0.0177124671959834,0.0273141631585166,0.0168573581953443,0.00924349283804072,0.0321747180837914,0.00800340241674481,0.0183857557116197,0.0306453014827966,0.00344464451402691,0.0208877581034661,0.0242480607285153,0.00663867692360566,0.0282711273589323,0.026189133690591,0.0107297135014867,0.0238284761152517,0.0199155726834565,0.0182432219985755,0.0235988230391986,
7,0.0280925857582712,0.00841620075248069,0.00868593303740436,0.00533000405066047,0.0184582165966071,0.00522825672033787,0.0298407372663077,0.0288770412159221,0.00189469443558543,0.0157150645262863,0.00139763556059393,0.0033519635191423,0.00714204509467394,0.021111793689091,0.0102757407502254,0.0161787297322784,0.0166809890608822,0.00387436641368198,0.0117515391958964,0.00762406897750887,0.026434939876284,0.00962726327751437,0.00791244351657154,0.00232162042686087,0.0175480054128421,0.00475548304113787,0.029764297107017,0.0171683457881326,0.0101189153361454,0.0198266531158715,0.00153842265401564,0.0330103205505313,0.0185973288517124,0.0235089907387952,0.0236882729339993,0.0111813574184711,0.00515119863584708,0.00363402561336836,0.0130717684146808,0.0166028133147189,0.026081613406391,0.00587202380967953,0.0303678342456664,0.0215671424589551,0.0156375546704982,0.0134425366569347,0.0263725892572996,0.00287364935768403,0.0229076372045806,0.0305198857802109,0.0111161716386655,0.0134096657304125,0.0125682362451904,0.0279557061331653,0.0189375122632054,0.0228308207905212,0.0182897315510288,0.0304140612848607,0.034353753961889,0.0200758434703492,
