State,0,1,2,3,4,5,6,7,8,9,
Initial,0.0499489947880028,0.0678418222442143,0.13264074739998,0.141559230470884,0.235838782473909,0.0558519983346301,0.0366367618811592,0.1135653433182,0.0976209779036381,0.0684953411853829,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.196792404105779,0.126279264868452,0.0400538580943563,0.152669818850388,0.0995916028586788,0.0855124087481309,0.163631996584998,0.0543176109039255,0.0469782542866133,0.118334827147978,
1,0.0759430280801375,0.111152105922499,0.0310730212729678,0.146636551887214,0.0622317167667413,0.0744864565213621,0.114894372649199,0.128162453709752,0.150115110050611,0.144060221357724,
2,0.141565871215315,0.0274998810810106,0.100004787558474,0.0750989533176323,0.0385640160579511,0.108735071497649,0.0579782186858515,0.0300352573835855,0.102010831623294,0.0186648201306282,
3,0.0913533739113157,0.141829299377756,0.112105999726177,0.0367473268553222,0.230027041908102,0.0901163686591342,0.0209966150687981,0.0994122142541929,0.0841901471256869,0.0262569137215014,
4,0.0159788268377812,0.136183234569907,0.109661871983507,0.0697782276324011,0.100574407960142,0.0373699643199783,0.14227742094802,0.0966702496449042,0.0826685106096427,0.160823843458972,
5,0.149023177840378,0.0483117765507854,0.154438329820499,0.0820065971268288,0.188840663167531,0.121564298231497,0.14861083392795,0.122412428604353,0.0619892882752888,0.157206759743771,
6,0.064073243758979,0.186192706471109,0.251730109952575,0.187895941749196,0.0980098124542304,0.184655421108176,0.0353912511902611,0.149809165889555,0.0290552328987761,0.224935770258896,
7,0.0830142871925131,0.128728591411501,0.159756275677109,0.00645670673389505,0.00786271391167378,0.0419205712978633,0.167653625870584,0.0653804113077183,0.150016055569424,0.0105184782583522,
8,0.0341170526901889,0.0660937704989127,0.0292894763400227,0.114355070437962,0.00404175951355043,0.172732441301121,0.0680044625771827,0.150714817580244,0.170367491226757,0.00353228880847477,
9,0.148138734367614,0.0277293692480635,0.0118862695743113,0.128354805409143,0.170256265401389,0.0829069983150934,0.0805612024971577,0.103085390721772,0.122609078333907,0.135666077113702,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.0968640295947216,0.145250754570139,0.207912445727443,0.158115808220267,0.195439216417453,0.0361509880243784,0.124209031625883,0.10978551367428,0.0606002861087049,0.105219154308771,
1,0.116668143817471,0.124788259722662,0.27151965553007,0.17760191177762,0.242571815545848,0.0689309544499428,0.216494422998822,0.0243351090550796,0.217449075300508,0.12795738755071,
2,0.158897765184052,0.193904452959213,0.090586423223131,0.116237671633006,0.039414409596035,0.0815465673682479,0.146423769520286,0.184422215308505,0.139575951359711,0.0649154197417312,
3,0.0926468397802214,0.078460507529034,0.0930064477091019,0.015912051575799,0.315488833379293,0.12739564990475,0.00421156740857538,0.155303045960016,0.11349369407659,0.0692711926309487,
4,0.0458903942586685,0.0511713269460378,0.109487875369429,0.108244319414082,0.0566970329825651,0.211387312813804,0.0693616135115161,0.175248638212071,0.0165740761236257,0.134192054205082,
5,0.212268749319307,0.105519668109879,0.081431049819984,0.0121323462801018,0.0342535686105465,0.0400607717510427,0.158810014445378,0.063379140090125,0.0979387029092404,0.150340498744522,
6,0.0665728947820594,0.0743840095447118,0.0143833545092918,0.252190005483941,0.110490612031057,0.171967472746916,0.214668803482968,0.0864494234520496,0.201889000071865,0.19851815302364,
7,0.210191183263497,0.22652102061832,0.13167274811154,0.159565885615169,0.00564451143720028,0.262560282940923,0.0658207770065719,0.201076914247873,0.152479214049757,0.149586139794604,
