State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
Initial,0.00992651549506693,0.00368011309725433,0.0524347724416676,0.00574186026035497,0.0356098475908185,0.00216878017400102,0.0438208312894146,0.0219552238556911,0.0756054854335916,0.00420132113753842,0.0224794868202178,0.0187488060562451,0.0026983972603267,0.00140320191825376,0.0125308537828574,0.0189508165602068,0.0328363665431261,0.00185261976512974,0.00370969945690806,0.0208842725623368,0.0172632317056398,0.00319006579089266,0.0123284964490368,0.0021131808416273,0.0105480391327921,0.0108482567113364,0.0149093509176099,0.00581013048764028,0.0204817593019767,0.0139993008312294,0.0134540777207816,0.00150474659470086,0.00312718420904914,0.00971442024036069,0.00954132241472097,0.00638390579505273,0.00172150828846301,0.018331777409418,0.0437882999510663,0.0117620407283883,0.033476215537237,0.00446781682759748,0.0130263052231117,0.0182581193509674,0.00769789006785238,0.0214519599767304,0.0405411349147997,0.0177661620723856,0.0117686507502277,0.0240809115429496,0.0128427131911553,0.0264229921341558,0.00541463497149143,0.00834616212569845,0.015808685651487,0.00917372211848463,0.0159617815715113,0.0242268987476375,0.0275716543060669,0.0396352218956615,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
0,0.0294867097873944,0.0299628093201737,0.0268534399942764,0.00140679857907253,0.00354865506910182,0.0133388017305807,0.0182581802264873,0.0338150632230564,0.0317622284817177,0.0187490038294497,0.00239758707415346,0.0252374709933258,0.0275448038052141,0.0223411689395084,0.0112393518101672,0.0339220446036311,0.00696941183062543,0.0260053936787369,0.00143878042195173,0.0245827391980931,0.01409832646331,0.0373277839483092,0.0045828123111502,0.00165314883702223,0.0287313041355628,0.0228644823512559,0.0191524620816655,0.0147836484820295,0.00854849550835422,0.033066221167197,0.000521725398941964,0.00301236640474016,0.0241084754896038,0.0265898767139025,0.0200772063474391,0.00112106635087874,0.025108545661431,0.0313844809001598,0.0262515808806381,0.0116690997324251,0.00581573114299046,0.0155849948875087,0.0114437080046031,0.0319481047898253,0.0315074177374829,0.0093213784650653,0.0256553510305293,0.0240583614863232,0.00715281131644796,0.00128608012244664,0.00259704074498199,0.00821740317244425,0.0327715113763302,0.025266746673634,0.029842013793253,0.00139762277185131,0.0255232298597634,0.0340398065419839,0.00620047968111327,0.0131842789075279,
1,0.0184521676953773,0.0192344891755829,0.0222150810516655,0.0253767603550123,0.0169930521284809,0.017894143696243,0.00246294185568087,0.0231763958766898,0.0124680292811997,0.0116698228390372,0.0187884870769675,0.0187314748733304,0.00725049911524318,0.0190224731331196,0.0163046975429637,0.00293203611767134,0.0103025664041542,0.0085663665374447,0.0149578483767768,0.00651256435691299,0.0207220306064076,0.0268810135889828,0.0137460217721374,0.00707371103953152,0.024638981419085,0.00361953014348582,0.0207946263723721,0.0225595351819314,0.017467862276617,0.007071784994143,0.0225016192884566,0.0172588319463346,0.0303915205875521,0.00736679167694801,0.0173546456600425,0.029718687767633,0.0153435447071344,0.0205064156824255,0.000700391388823468,0.00392608206635773,0.0205144201871124,0.00793095240891154,0.0261798317163992,0.019073996229816,0.0220029729210198,0.00697909938836785,0.0144681049776492,0.0224687122905975,0.0171094009180438,0.0224755244405134,0.0226573819451575,0.000558514816978445,0.021409321949636,0.0212702188735328,0.0223401115136845,0.0168747373376416,0.00430414889706248,0.0261686259624457,0.000142623617212573,0.0197975501781347,
2,0.0278338159302587,0.00222967961932742,0.0100699496773782,0.0257058670483353,0.0327266473488428,0.00834452923903631,0.0204533794407962,0.0168274227560717,0.0212079023818849,0.00750336902890015,0.0348715837960489,0.00359360779253931,0.0254718134193725,0.0214560300276493,0.0283033109321828,0.0277237198966156,0.00888096261614067,0.00254248907694623,0.0136010503325905,0.0075322514216502,0.0153075849911148,0.0181427590191647,0.0254051876604701,0.0128987453674528,0.00951623293051344,0.00362885021621412,0.00145329590155345,0.0188707657495951,0.0212991524525946,0.00632960850560887,0.0239618033389788,0.0245604842863205,0.0187239776745534,0.0258657232437092,0.0217675955175011,0.0143020320456007,0.000988512066985597,0.00800880840103519,0.00510388288944528,0.0187822921899243,0.0256584327244231,0.024672302416923,0.00605649456087129,0.00388338120004132,0.00646838826958362,0.0351574635538236,0.00598642309669035,0.00210637148321034,0.0291385959970938,0.00350891207754254,0.0304181877144153,0.0141805300480754,0.0277188414620252,0.00620767989735885,0.0286872833428787,0.0277994248135877,0.00666985963742114,0.0075309440236777,0.000176225308978015,0.0150582756462485,
3,0.0182107231270051,0.00123484946223153,0.0274416592960645,0.00652906866944669,0.0226562287859088,0.0149850579066085,0.027855755531998,0.00168030757056387,0.0199334719241543,0.00517522760655303,0.017680440909993,0.0186587253097142,0.022649416140155,0.0129077758095173,0.0303339495995002,0.000625998563689367,0.0268940644394722,0.0242060310979804,0.0184700626999812,0.0157947535743848,0.00425913476478244,0.0078035655432528,0.0228440201481883,0.00862022437935019,0.0162982291069447,0.00315020954058943,0.0234843824610411,0.0246892728741829,0.00473858350982866,0.0156719875827878,0.0215659588632646,0.0348094647883532,0.0286801185762299,0.0147029332121618,0.0256286885666758,0.00188496767335647,0.00321740285212336,0.00654147697285498,0.027394771020727,0.0181808189375175,0.015698940748401,0.00726858415384921,0.0208757767340375,0.021038583874769,0.010332854371649,0.00649316112598363,0.0047617620073514,0.0254669234542765,0.00362695210129541,0.0282921843750343,0.0078432774008881,0.0255351102687315,0.0264929223188351,0.0258944187550817,0.032048070276623,0.02052001498824,0.0298152144972283,0.0205445830653559,0.00566380376645684,0.0111840896665812,
4,0.0290583643946149,0.0273857447765013,0.0188136658139262,0.00479687238043849,0.0219692578582963,0.0133882316024473,0.00971504244201496,0.028478297585068,0.0106057259238335,0.00859924865967872,0.0166283163621207,0.00762856878011344,0.0162342061243743,0.00952442452477376,0.0299475959092894,0.00767339051262002,0.00547227359848986,0.00908564414673784,0.0146788684716779,0.00259240932841606,0.00969467163308355,0.0291778031997863,0.0308694151759327,0.0174896423117206,0.00917487284086658,0.00537276818643587,0.0211329243915224,0.026348274799523,0.000941363431855062,0.0251063905960195,0.0245432019161026,0.00839367385242467,0.015046350885306,0.0256829889636981,0.0200343306155224,0.0225322648693599,0.0184445275247841,0.00647976573106064,0.0287343985242378,0.0263945869078097,0.0273791704055833,0.0220468997064832,0.0081394308706632,0.0121955366949099,0.0241217757710331,0.0153529201366163,0.0258068723203127,0.000416569389430184,0.0290861727828611,0.0237894575210603,0.0203659843366083,0.0264948761741307,0.00201782534481723,0.0205881173149503,0.0106262208271929,0.00927243005469416,0.00799040215638668,0.0283491684703474,0.0178162011055926,0.0100868240018754,
5,0.0250105541405236,0.0168536603573053,0.00691219084368416,0.0198943795187116,0.0199859734068168,0.00884673207246054,0.0129535654513564,0.00539865917566069,0.00742054177148297,0.0187233892202354,0.0133044166116366,0.0310971937465064,0.008539330924395,0.0243604616815592,0.0303912348846354,0.00852736693783159,0.00780765262509615,0.0138803063708816,0.0346025057638958,0.012783059292,0.0100176560970067,0.00748448342048041,0.00727147568849993,0.0237266218205952,0.0185265373622519,0.000814925033352179,0.0209609376654531,0.0255262077546598,0.0090043312962018,0.00790184802424274,0.0337305480730998,0.0272015342602509,0.00922499264079498,0.0343933719607268,0.0189365408087907,0.03548571089112,0.00520481644327633,0.0172204168115373,0.00225064529802624,0.0285718985957255,0.0024028902172941,0.0302123600673744,0.0275919906913355,0.0295410139306574,0.00233395570751042,0.0189377441269398,0.0064477956223465,0.00119596515139333,0.0116053363428233,0.00848364317097122,0.0113380884401969,0.00456970307487958,0.0127044184306802,0.014136660605796,0.0180352294701828,0.0262219204705868,0.0257262165059034,0.0229065446912093,0.032498402856233,0.00832470077865762,
6,0.0162599762133527,0.0283244055896262,0.0357065272863991,0.0152116493359536,0.0193935311810956,0.0297512684252276,0.00491590984715683,0.00860169668623787,0.0136255615989216,0.0279041336993992,0.00229501161623032,0.0137103333912775,0.0236989773389367,0.00234987257434508,0.0144554083515523,0.0278181353498263,0.0328901513269964,0.0125078557236678,0.00988784002246551,0.00852050343806249,0.0177167005695795,0.0127643407408964,0.0056638238588967,0.0114396156717517,0.0229035207363455,0.000628122817257876,0.00929350032195315,0.0107825961823921,0.0221216494210437,0.00886030968581379,0.022638698465036,0.00491589005058305,0.0292004234341279,0.00431500506256261,0.00311352881625136,0.00156768963973947,0.0153162145567827,0.0176671530312033,0.00770077925555559,0.0158641129983327,0.00405784112518392,0.0153724529472372,0.00798125981194981,0.0087601165659184,0.0295775986528375,0.0190421923837909,0.00270578406762966,0.0263045910413333,0.024355059280739,0.0171320112396234,0.00344327455862792,0.00415371270206418,0.00771223534375972,0.00254453472269964,0.0300915874822684,0.020573836052124,0.00213994159867797,0.0298447651098597,0.0294191454125686,0.0134608767407125,
7,0.0291412585663421,0.0039308734258063,0.0157879036750168,0.0219421209097702,0.0106279786218752,0.0243631346593887,0.0138071942945121,0.0186863457655901,0.0226972327904743,0.0115285315051312,0.00904691171178546,0.0317362598121829,0.00314517704806239,0.016547289526844,0.00302015612633544,0.00528799393290619,0.0280432133476722,0.0237286969036057,0.0224497460132903,0.0242386942911239,0.0092628836869287,0.00873125300937145,0.0245190779342759,0.026505162735927,0.0193035399661716,0.0166733868526228,0.0282040465232284,0.00577989870731643,0.0105358574197602,0.0202967215793225,0.0182092229289105,0.0166781644206741,0.00411805446323614,0.0242742010066374,0.0194197639246271,0.0152145843553464,0.0149498154008411,0.0177052489059185,0.0214127159889928,0.00376660333881691,0.0211046834084695,0.0271438242758868,0.00982567832604962,0.00566026095469038,0.0116068921172239,0.0303572043841507,0.00245781309126253,0.0182896780464641,0.000728352502291278,0.000167566575850468,0.0335112508884238,0.0101865908773821,0.0107530895325918,0.0322695520437844,0.0016091029545368,0.0152399216945636,0.0190761040342089,0.0166243326679544,0.0252705377296228,0.0115832472872082,
