State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
Initial,5.88354805849581E-13,4.39876223347013E-15,4.20733038602255E-242,7.13482455212374E-28,1.6664814416603E-12,5.37632835462104E-47,6.35853873834902E-155,3.39832624123708E-15,5.92868129842869E-11,4.49937175475521E-22,1.03475561185132E-21,9.13644509908732E-38,0.245875099385417,0.042427118809548,1.51271076908495E-13,0,1.97153493360432E-169,2.90155314270733E-133,6.09529738522371E-13,2.23513890685368E-13,8.33702144546233E-179,1.03735991378275E-20,3.40015775289825E-17,7.55273000038892E-21,1.10952238066293E-41,3.89346391438612E-06,6.5637756560768E-25,2.89557571308028E-16,1.89988225583881E-63,8.04899885697218E-11,3.78687925863398E-18,2.86052717077955E-84,9.08282334729581E-165,2.91686221239638E-188,3.06575287158338E-22,2.06654100362131E-24,0.00853561206316565,7.56684343565696E-203,2.79425028780495E-271,2.26129676742915E-09,2.77580706924944E-19,0.00188061226884866,1.42226263103343E-262,1.48071101728239E-202,1.22527029393568E-182,7.38103210131069E-142,0.00103088735322245,1.38215771793445E-161,2.41143130128696E-174,7.82623734385368E-59,1.07732981865057E-28,3.46152864035203E-08,8.57919858350563E-14,5.19459809327754E-21,9.32796215834679E-298,6.90584674857244E-33,8.19228717580773E-11,2.14152307597884E-13,4.99735718079213E-145,0.13750034785866,6.14609020765453E-138,6.7024733361118E-21,4.66500955145787E-22,0.562726479237181,1.99124582081231E-05,0,2.47946215447567E-51,4.79024040425574E-20,1.29788503994371E-25,2.89089885540144E-165,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
0,2.97150776420082E-11,3.04190628506494E-07,9.8123512468093E-22,1.36809557622773E-08,9.73024700659304E-05,1.46932504233444E-18,0.02035842065768,1.70614877935937E-14,0.0340213492193844,1.99824464542439E-08,4.66497324790966E-13,2.69993479313089E-21,1.68873909215754E-23,9.10247338927515E-20,4.13332900278185E-07,4.30129980950707E-23,7.88625088848459E-15,0.0486106124045229,7.5576101073206E-08,0.0779637917632184,0.00432935273915059,9.40295067038245E-09,1.7551505076687E-16,3.06357524733154E-13,1.17537179857738E-14,0.108507105759421,1.78175229528046E-12,6.21608198628534E-06,2.05089976440887E-35,0.00882512630060702,4.93632463365157E-07,0.000559908284391879,3.46844186603151E-05,3.53845542396311E-15,3.65505568689916E-08,3.39895915158187E-11,0.00872834280740108,9.28111977147195E-24,7.98759929007567E-17,0.000180981456032814,4.28713347320692E-08,3.33499128429364E-21,0.00398479079073871,5.4257390052317E-15,0.0151919252848312,6.32259046244691E-15,0.00317226716242032,1.07051266480429E-13,9.12373812470043E-23,9.4571764751354E-11,1.19518640274161E-09,0.00448046222386706,1.69685053098372E-23,4.82746298378503E-11,4.49610942793217E-73,6.997491381621E-17,0.00158527002311139,1.21416134140649E-06,4.91378052822323E-10,2.26740039611683E-23,4.00693211957811E-05,1.22100136715309E-11,2.55809486520996E-09,0.0461457824906523,1.88803897536439E-16,4.44429509870091E-42,0.00619737407598439,3.89802717093013E-17,2.08499840322782E-70,1.84830720469189E-32,
1,0.0124944968890155,5.27473352492043E-05,3.05836754868355E-17,2.42020431809174E-11,0.000563870548041662,4.67670049667925E-32,0.0206455822102149,0.15173321913386,0.00120203208851981,0.169841337211696,0.0488946755329899,4.1960925474752E-15,1.3498080379604E-18,2.11358151780816E-16,7.31534492391802E-06,5.29076162277075E-33,0.187644557221897,2.70091104945761E-24,8.4645766647475E-06,6.67206952607526E-11,4.40199057211391E-24,3.42656981375853E-11,0.0459494762051754,0.0619063783692855,2.66735412236123E-10,2.77250793349923E-07,0.190949181950079,0.00555178827063037,4.97521815875189E-38,0.00789811908589697,1.53599951867898E-05,7.00307302966476E-06,5.93513620378319E-08,0.086289766896333,0.256169180702829,0.321735518855609,2.16585285718566E-19,3.18253219067956E-16,3.39331378466574E-05,7.34048925085462E-05,4.10138527311683E-09,1.80304634932077E-13,3.45903653646681E-25,1.50728594230318E-16,3.97047754468866E-23,0.195923756192524,2.51547908363731E-16,0.0540524635020185,6.40607691620805E-17,1.27742867500507E-05,9.61240258714297E-14,8.02427082384285E-07,3.78757783580486E-13,0.147402070830629,4.00698619803812E-79,0.0317925280289692,0.00337815442302309,0.0551488639983293,1.49816437572681E-07,1.734092712409E-18,0.00190182536737877,0.072597314466947,0.0622735252188054,1.00756051139522E-22,0.122528176470434,6.21224414605935E-52,3.09508470675355E-16,0.0100010210880923,1.66648080411011E-62,3.51587781462122E-24,
2,6.25911559488323E-24,6.44792593178546E-26,7.04650345110845E-12,3.14951445165982E-26,7.93219885165473E-14,2.71814507640729E-05,2.13602144093758E-07,1.65175389504125E-32,2.52510572931156E-19,2.81853854450106E-16,1.66826989963965E-30,8.5060278936749E-27,4.59346644759183E-15,3.70661995727726E-14,2.15800334563751E-22,4.97150190925807E-56,1.97522773540149E-44,0.248796569356493,2.38554931913981E-29,4.50248558185542E-15,0.340823329331457,1.78132942160371E-39,1.00271536405489E-62,1.32413486923253E-27,4.89133807045484E-21,1.49783807186725E-16,8.16632091402897E-29,2.11228150995483E-21,4.21174793577078E-33,8.59796395329901E-12,2.90426573384353E-32,7.73957644921173E-08,2.02317979163977E-19,6.34139803473579E-39,5.61353885993198E-15,2.76616183170606E-23,0.0130379087799824,8.92532794964413E-11,1.09308585171685E-07,9.99763161499724E-19,6.5060085216936E-33,5.09845723359805E-17,7.64026041668209E-11,1.0197098657361E-12,0.343733667249563,2.22749951577767E-47,3.44188691240656E-09,1.0180705015279E-30,6.14810015513989E-28,0.00312720692036069,1.34203832140351E-36,1.15520148170127E-10,5.56987045904485E-15,1.27170724171751E-14,3.13997218919735E-55,1.04720696798467E-60,1.348554131472E-17,3.70834072290713E-09,7.90915394036406E-05,2.03425551703009E-16,1.89016307395658E-21,6.25322790110624E-24,7.89793091683471E-09,0.276402500108803,5.66579446432115E-45,2.59469701035671E-49,0.0104326732999429,1.79445904473111E-62,2.21747595279028E-69,3.36206317597739E-44,
3,8.3386423480062E-12,1.24968313639951E-08,0.0301681799669708,4.65097358186542E-23,2.04283287965187E-07,1.78824083992355E-40,2.30113789623316E-07,6.6824292626586E-12,9.59770955384182E-08,7.4297383974027E-12,6.21211873795704E-12,3.66217916362411E-20,0.000548364603119783,0.0649662292610578,7.32303333717549E-09,4.97385530589383E-37,5.33268495172985E-12,3.25508014677912E-14,9.73934236506826E-09,1.17247047247654E-11,4.19662216529229E-12,1.66387154817434E-20,3.55510339574027E-11,1.05760525747854E-11,0.019597912034508,1.89739348355055E-08,1.89631260584025E-11,2.92613465884361E-07,2.1797486404882E-19,4.85382245198445E-07,6.30483022421836E-11,2.40316242464389E-06,1.96871982254969E-10,8.34306695795298E-12,5.564619171971E-11,1.76692162886153E-10,2.58176778260912E-11,0.088471588158464,4.70224546068076E-20,2.49848216027006E-07,1.37372336916031E-14,0.0547236085903278,1.68848421821646E-12,0.241833675478583,1.68814022695251E-10,2.53350473464715E-11,3.29976822154158E-11,2.92941327349927E-07,3.91997212008322E-31,0.138157846164619,1.31984655639268E-24,7.77781225377517E-13,0.216466061246841,1.02724550799914E-09,9.34583530438998E-77,5.28099676586861E-12,1.53801166671026E-06,1.78000236857279E-10,4.05573401698343E-12,0.125967262866384,0.00135362292597023,3.69220136501754E-11,1.30072018653664E-11,2.46757978749547E-13,1.69743288847588E-09,6.35138908111695E-35,2.25697752611136E-06,3.25946090363255E-13,5.69404319022078E-52,7.67520805777119E-44,
4,0.0331174634592729,0.000384604380990507,1.17274247166086E-18,3.83242644570907E-10,0.000495362733511459,1.30189012325713E-29,0.00877327004333955,0.00656499331630743,0.000729832759196013,0.0456979390618843,0.00131845174115264,8.2216949948299E-15,1.14753500633824E-20,2.21697287117205E-18,0.000272762417605116,1.04576713853001E-28,0.000112651846637882,5.2550237487E-20,5.58954396809328E-05,1.12760834094257E-10,5.47751448171844E-20,7.62242118018187E-09,0.0139702416700463,0.0229909451884032,2.53725330629873E-09,1.81293342721983E-07,0.0100318851377453,0.0126765907098375,3.10612497440543E-38,0.00888986480516886,3.75815880812569E-05,0.000432421539167822,4.39280180574004E-06,0.000436394252124865,0.0999700320574153,0.00878098822983011,2.01522411061201E-17,1.15634620446096E-16,0.000758636196188816,0.00065584211846301,1.41373810798299E-07,3.69576250945043E-15,5.39718174573205E-21,2.77270829491837E-16,8.84787789418378E-20,0.024998499749325,2.05764703664934E-15,0.0127519398481851,1.27611416339594E-14,1.95631270704929E-06,2.48873350647033E-11,1.38236640975417E-06,2.48923755748402E-15,0.0336622334125415,2.09506796683797E-77,0.00482545438743609,0.00949348857268006,0.0324525922285742,2.12191907482294E-06,2.04829912521393E-19,0.00377730903509216,0.025246741199742,0.0334458136860709,3.31114338019748E-19,0.00817268452533011,2.70490807820882E-53,5.66814787334844E-20,0.000172961133496582,3.91170422453385E-63,2.58695445515846E-20,
5,1.48532987344733E-35,4.49896244551532E-15,4.92700114665155E-79,3.32820556634629E-37,1.8177933810971E-17,1.62092613591135E-49,1.24983477295756E-35,8.87365523195791E-40,1.22047448033707E-26,3.14418949873808E-32,6.30971399420522E-39,9.94465770111907E-29,8.28231015324488E-91,2.83286261840947E-82,5.29955694911875E-15,2.17972555689092E-37,1.3442971464592E-41,3.90958374074485E-139,1.24236727665389E-15,5.91968367973895E-39,5.8794829707785E-154,3.11531227634483E-34,3.53255537699638E-41,4.11131155024225E-38,8.19855968521373E-11,2.41558214932033E-27,2.08771534852302E-39,1.25294451646669E-17,5.2967296705284E-59,1.14082543115924E-20,2.3601274379601E-19,4.24700619652007E-08,1.94784927602337E-09,1.43208643587136E-41,2.26504051369224E-26,1.8660141865051E-37,1.25469113737225E-56,6.04012518447688E-67,1.42967471445898E-19,6.29322131122782E-17,9.20710997340355E-24,1.27295622341437E-66,7.24151279010812E-86,1.38753361774224E-147,1.79070729410596E-153,4.57544346133689E-40,6.40741531211803E-45,5.57196720519315E-42,0.560832860691054,3.3170602641531E-31,3.71355439762049E-40,1.43890591835612E-32,9.34847827759735E-46,1.04125227894704E-34,0.434267909440254,4.18807086976943E-37,5.17825705758349E-18,7.14136870009729E-31,1.97091264975426E-16,4.00282388729583E-82,5.28306227055129E-07,9.3447060324986E-38,3.6105644408279E-35,1.16610508521369E-65,4.35716420975464E-41,1.45399883456365E-136,4.63058296477825E-59,7.27028219027984E-41,0.452890350660585,0.387656138658834,
6,6.09366169972305E-32,4.89297890251856E-30,1.30440598410649E-17,3.23209378833132E-33,3.25420533757401E-13,1.66813825087527E-29,0.0451460508129737,9.43156182944428E-44,0.00143552216440514,1.70799937305074E-33,6.47058721416452E-42,7.4973715955644E-34,3.29883617411137E-40,1.00824568315831E-40,2.71904801810674E-29,1.79596834804391E-46,3.2726571658194E-36,0.131777319762544,4.97692534466786E-36,0.184926923116921,0.0415592220244542,3.38239398667649E-49,1.91211860291292E-63,6.27143800750446E-37,1.63486689905315E-31,0.00269566548256464,6.30338824086527E-36,1.65026222481137E-22,7.41784363715565E-57,5.55139747145982E-07,1.26171447475124E-31,7.10127308580711E-05,0.0403938991997925,2.89009368598997E-33,4.16707558708048E-15,4.54777243040568E-26,0.0598237238369614,5.68797482362649E-12,3.14430602079022E-07,1.04492439974044E-14,1.62166184291327E-40,2.69197753667805E-56,0.172327504056135,4.76065424877619E-37,0.0782293217017449,5.58060709823521E-35,0.144607467218956,1.70339650348E-30,3.14755046316098E-32,4.70927909788365E-13,6.27494951929382E-46,0.718793746289271,2.0668523837791E-41,7.64927122948088E-26,2.39265677422745E-45,6.69948053219634E-64,1.83966261106051E-10,1.1696765630567E-17,5.97748127551637E-07,9.90824530010012E-67,7.8422514933119E-10,6.48814037322668E-28,1.74159387744318E-22,0.052905846126993,3.6862160596585E-62,1.29984324672982E-59,0.0132053886377282,5.42543144612272E-64,2.8294150468641E-63,5.96430793419707E-44,
7,1.93317955690707E-10,7.25902376931946E-09,7.65973416101194E-18,6.0818776155227E-12,5.30162566083063E-06,8.76486468209189E-18,0.0745934136403378,3.90339757042061E-11,0.0294712588723381,1.88160379606619E-08,1.17528448973832E-10,2.42772823835066E-15,6.29242032059158E-18,3.93721813681092E-15,5.37291340896652E-09,3.16343362140549E-17,1.01042846018588E-11,0.259588370229777,1.70824568842281E-10,0.0141704078903831,0.125522224633818,7.03039235820394E-12,3.74674733895713E-11,2.64902519320514E-10,2.03848674166866E-11,0.0364244901104508,1.60643299110917E-10,2.37297200431385E-06,2.84210108068469E-33,0.0115949433797355,4.80698550757882E-09,0.00251676456600565,0.000208370182040859,3.50851051762165E-12,7.23691324038911E-07,1.41440842194121E-08,0.14708889920389,1.13062044545841E-18,6.6928747041809E-18,0.00014854538640709,9.733564601577E-11,2.08571731015902E-15,0.135725932856766,1.687319862567E-11,0.17697881138795,9.21154739901091E-11,0.0888326921102655,3.25166382307994E-10,1.53285110112917E-25,1.23512502164314E-12,6.81320923876502E-14,0.0171017365854249,1.05237454911491E-18,4.34057713280041E-08,1.54193519888088E-73,2.72702116459074E-11,0.000119621674237463,4.03289595964657E-06,1.33836559129088E-10,3.67363847181798E-18,5.62681650564636E-05,4.92176302119979E-10,3.54753572924287E-09,0.120245490152644,2.48998064575662E-11,1.27773716636597E-38,0.0256124080766895,1.36029686841385E-11,4.57325769782291E-66,5.8196608501438E-35,
