State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
Initial,7.50893153454016E-12,3.69518903443945E-25,1.24272643689594E-180,4.71277599184425E-11,6.39757506227831E-21,2.73084100929765E-141,4.0748460647539E-193,8.93274665061584E-06,3.64561524624483E-112,1.64404728766641E-19,2.87619627883919E-162,1.36019040130927E-28,3.31271654733885E-18,5.83997344360757E-05,2.77505809332199E-08,4.10720030114499E-18,9.08595225792805E-66,2.76098775178208E-20,2.26468144138642E-17,2.43352459831006E-18,1.38581906123012E-13,0.570012752356672,5.30210971014196E-15,0.0240636322363735,5.30451486839426E-09,3.12025041236334E-15,1.1497330050538E-23,1.4634460735672E-52,1.65893071711399E-12,1.70967473027771E-49,5.61478781401496E-13,1.11985356047207E-20,1.58476763354648E-41,4.44722973436247E-19,5.93375718329303E-10,4.09414613125474E-88,0.0882133580331483,1.34580961935265E-123,1.33569984698049E-13,5.71309724398573E-14,4.67395176141852E-103,2.59529407925388E-20,5.72955464728864E-11,2.99068787542223E-16,8.22539061387896E-12,3.43986756432227E-18,0.000181019284712501,7.47031805675885E-13,3.33258691865571E-149,4.26160637629679E-98,4.54298674538001E-27,4.44987960336647E-39,0.314905620944148,1.53405577576494E-05,9.93532498451811E-79,1.20741973992895E-09,2.01101703281372E-43,6.71505551978604E-19,2.46633500553415E-156,3.71629488689754E-13,1.59641076710908E-17,8.95141787546408E-16,1.20547289749134E-18,1.09328827393815E-09,5.75024358575438E-217,3.17857635116208E-05,6.74157450572918E-20,3.41159343192923E-61,1.25430111646223E-89,2.88136472934815E-15,3.41787531884565E-10,6.26172237655646E-116,0.0025091188169315,1.60026236006783E-09,6.96126176743816E-16,6.55689351259152E-16,7.73331047534534E-118,5.93087504394077E-16,2.47048036689401E-33,2.75475944776867E-178,6.25321183483816E-154,2.93868758386268E-93,1.51014709659706E-09,2.48615725753361E-26,1.11554461606863E-13,2.97334317678464E-22,9.0498716615297E-229,3.75189060795401E-16,3.31597712590487E-13,3.91306518970656E-43,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
0,3.04807476040233E-05,1.89240196169747E-11,1.75972329272088E-13,6.49587696907627E-06,1.34259492986217E-07,1.33341085879729E-27,5.30262640593629E-09,1.26903226129068E-09,0.0017098684327859,0.110880780772677,6.12767105874056E-14,6.3537158310693E-09,0.121798494565318,6.22429331899298E-09,5.43264533725994E-06,0.00201547298456125,1.13794893627794E-41,0.00138494281840592,0.207703804562145,0.0489805538351842,0.127782549448982,2.26450718121712E-13,0.0881247860104892,1.18775196410245E-07,0.00441238128531185,0.0273478171326027,1.02622036610627E-07,4.28539690795498E-16,2.72120076971966E-05,4.49280002223689E-10,1.31896750294139E-05,3.03125860819004E-10,6.52200246962676E-18,0.147884216489036,2.22152203626544E-05,1.14738248564574E-11,4.5706212984635E-08,9.08971961521925E-15,0.183185896566644,0.0571490088101616,1.19891295220521E-07,0.111084119146384,0.000160064030542416,9.03895461164854E-08,0.0014172766392108,0.0153623483558793,0.00025297026881716,8.98332170013336E-06,1.11911239773E-07,0.00213925591914792,4.11842880637955E-10,1.46992978025742E-21,3.9158664031416E-09,7.14505981151677E-09,0.00176655534772627,3.6273303991187E-09,6.10977531546542E-10,9.19589373096922E-08,0.0508952515152198,0.15480641072994,0.0621049016175158,0.0842724537767184,0.0782323161757187,2.30362614158703E-09,9.6356179716395E-23,1.91038831047233E-06,3.05624424775201E-09,1.87725803723429E-08,4.51001383543534E-05,0.0678395418169694,0.174393269646451,0.0037695898949727,9.20495835941041E-13,6.22048376118115E-07,0.113535234547041,1.17973038521496E-08,1.84869503390051E-07,0.133547698275812,3.0432353400531E-06,1.13808564108657E-18,5.48717383973204E-12,3.33612918969866E-08,8.66183033418204E-07,9.71371540704244E-08,1.71522153585204E-05,2.10266277822696E-66,4.31352625912173E-09,0.0787657297272103,0.0396279798402201,2.78037964034173E-05,
1,1.67626696625999E-07,2.42483614784324E-21,4.81051188207024E-13,1.61407363409428E-07,7.37057683413501E-12,7.12318792563213E-35,0.199151136147411,1.00639985677164E-10,0.000244414775012052,2.6406946989938E-12,8.55798217673125E-11,5.49421124047209E-13,2.86578087293372E-12,0.125718867197151,8.89137597387634E-10,3.03637976246977E-11,3.64093787173322E-33,6.96794915580099E-11,1.20315131359229E-09,2.93496753194609E-10,5.3466586726067E-10,4.41155165959606E-13,5.99434356455501E-10,0.132242076266026,9.49664593477774E-07,3.79461984898338E-10,0.022741295297171,9.72629513904629E-17,9.44110212153521E-08,4.91805091228406E-13,7.32969781449116E-08,4.89659978845146E-21,8.96959122711743E-27,7.65821702599464E-11,8.31573233227488E-07,1.13523234541151E-10,0.250119669488747,6.55183784881547E-12,5.54282385985847E-10,2.58449769617403E-11,2.17716324339973E-11,9.65049793833671E-12,2.22300276169348E-07,2.13851262355809E-11,1.23126272170581E-06,1.81042397845121E-10,0.0228036564349443,1.82335383127173E-07,4.23824717633898E-10,1.29024160938874E-12,1.86799659440023E-18,1.0091062066881E-29,0.0944601091577203,7.59421737200319E-11,6.79619481549148E-10,7.81620194769465E-11,2.14772817119953E-11,3.45207443590849E-17,5.67662848794796E-11,2.28831646578126E-09,1.20652399445685E-11,7.40588145354833E-11,1.58449515827761E-11,1.51409683557139E-10,1.29013294394606E-32,6.88650685372346E-08,1.37428362613167E-19,0.217163211723335,8.26020673412343E-06,1.2281808451657E-10,1.01781358101762E-07,1.55366234418097E-09,5.93164386087741E-14,4.91817283930789E-10,4.37663180667987E-11,1.19579707753753E-14,0.00442841597091804,1.02846269209927E-11,1.01680395663087E-15,2.05892344161813E-20,1.860217096271E-17,4.69414231659595E-15,6.57591568866277E-07,2.69855120877932E-18,3.11806535540231E-07,7.44157552451192E-68,0.0278016949378537,4.28117821070305E-11,1.25960795322492E-06,5.52436974179337E-12,
2,2.73697080305878E-32,1.82470621039726E-37,1.13155594617023E-16,7.5896531789211E-34,2.94446458323095E-12,3.44724357714332E-09,1.00900158008461E-17,4.31305798747739E-11,5.21683240439624E-05,1.77137441604847E-09,0.0431157946210267,9.48282199782105E-32,2.19826300404981E-08,3.30728855338912E-19,2.19432794468393E-10,4.29625722944419E-10,2.7912783052725E-35,1.57209667315363E-09,1.5013734231262E-08,1.39104843831788E-09,4.36795637179506E-09,0.099721396593067,1.24803179412874E-07,4.68369675422379E-19,1.22147115268927E-10,8.7689787293182E-10,2.39917202770482E-19,2.22320036565788E-33,1.06455336924056E-17,1.07770289621033E-13,2.50017144616471E-22,2.85781536010447E-38,5.16534775839501E-21,1.28722528733659E-08,2.54530212506209E-27,4.65956454680684E-16,4.19443917812603E-18,0.134250898157301,8.17431976213061E-08,8.64204104648351E-08,2.16504953371259E-06,3.22806196701735E-08,1.6850876871907E-25,1.79932334148878E-12,8.48417557625625E-15,3.7705877803947E-08,1.11927627370627E-17,3.20722525226466E-32,3.23603098763722E-16,8.8524635434544E-11,8.96942525858435E-19,8.4118372831559E-20,7.85941975311419E-18,8.66511711824286E-12,1.08965442471679E-20,1.76898736489105E-14,8.43896428804026E-36,2.73783093423917E-29,5.89671887654424E-10,8.73864523386016E-10,1.04598639706083E-08,5.65109754935117E-08,6.37633924275678E-11,1.92361440769958E-12,4.74617954571585E-31,2.21691639961985E-11,6.27580837504615E-35,7.86284981225961E-09,1.00844855675661E-05,3.7561043478833E-09,6.46727405079407E-10,1.31052559370288E-21,1.09872758618976E-10,2.46914505793792E-11,1.87028821697996E-08,7.77845610359577E-36,0.0816995617292806,1.14671288293309E-09,8.33716480639E-14,7.33928692910989E-19,1.01448244058274E-19,4.78805972843835E-22,3.34212119692582E-26,1.05121236112479E-27,1.14262229090856E-25,3.11310175345339E-09,2.66842802132849E-24,9.42158133263282E-08,3.90916685082956E-12,2.16485669056761E-27,
3,5.96081555828597E-05,1.88358232158179E-10,6.18828134261241E-21,8.93327860996209E-06,1.4892237029503E-08,4.84657077695957E-23,2.06175930045782E-17,2.04579795819782E-12,0.02717755594659,0.222340972065441,9.6188335733585E-26,1.99774757392076E-13,0.234995566557161,6.82061152110077E-17,4.86295318073171E-07,0.160319690532442,2.23799304675E-49,0.237460679497705,0.127558032434403,0.341051215016717,0.130471947212386,3.96464963389839E-23,0.160411657627837,2.58723367427384E-14,0.000718236835571058,0.250385661977088,8.49373325688683E-15,2.60117397933231E-16,4.07744610881093E-05,1.49625173221078E-09,0.000378102091927858,3.22960800790087E-09,1.48521861920163E-17,0.0629821308939671,9.90091385412566E-05,2.21567872746918E-18,3.36835737216648E-14,3.72475186438959E-27,0.0296854105030442,0.0624158321855962,5.13796371160585E-09,0.0347264676494255,0.000403146261627327,3.8407881059699E-10,0.00308954029323845,0.0342652265054104,2.55344016942545E-08,0.00015509965595576,3.00369797149079E-09,0.0261419720766843,3.5030065446785E-08,2.18301582194305E-22,4.23190655016867E-18,1.42968034364627E-12,0.0139681893921231,2.24882905664724E-12,1.22842749328209E-17,2.23685292569896E-06,0.298378441957771,0.137515317222294,0.119313013403423,0.0201424296640742,0.0694869823401734,5.35382329609743E-13,8.57397598206993E-34,1.42043615593236E-07,6.25149819678834E-08,5.27887878594626E-13,0.000422581915784833,0.156909870288891,0.135454550097382,0.234959157679394,8.17375541817114E-19,1.80831230487605E-08,0.253200203824009,2.35695287412152E-07,5.54280375819514E-10,0.154393447968248,3.9848738617667E-05,8.71127914046806E-17,3.10449970243143E-08,3.71190007287557E-08,2.191692633019E-05,1.48645878223502E-06,6.34458604526078E-05,2.17572894805013E-70,1.81282284226314E-18,0.242079688055564,0.0280880901603969,3.5978437358042E-09,
4,0.0575635191768577,1.37517265267275E-17,2.00138462402038E-10,0.00493723423400002,4.48157769648343E-11,1.33140854390735E-29,1.25069216925816E-25,3.69091612897558E-08,7.43689455862828E-05,1.12449503953776E-20,5.1913662134855E-11,1.67833875715098E-30,6.9081501385255E-19,3.85911989743427E-20,2.8008564499451E-07,2.81861430060182E-23,6.11119225640104E-46,1.05735851493062E-22,1.40836370375743E-12,4.28722381888665E-15,3.16912121316383E-22,4.89492066857649E-11,3.84983346382973E-13,9.43814144562546E-29,0.00125419275025869,6.86781283341122E-24,1.46596402476941E-25,4.00101416286011E-16,0.116792460528143,1.86531625400569E-10,0.145924667314906,2.3193642013514E-17,4.40877057894411E-25,1.2239865709847E-15,0.12777451628616,1.12403521800808E-09,3.01989031037068E-31,4.23175924740224E-12,1.16918043895802E-12,1.00370655063421E-13,0.031161659477331,2.02394011220693E-18,0.137731956072131,8.41371752935664E-11,0.0133034188448856,1.29942498926915E-13,7.00629961624867E-28,0.0980720112376561,5.37034697517559E-10,9.53943509653579E-20,2.06498806588831E-13,1.59969442385786E-25,2.84940825017064E-29,5.07017526020278E-09,4.23530673016329E-13,7.50148177997501E-11,2.66411534767363E-31,2.87347205106018E-14,9.13202436517465E-22,2.25971872188836E-22,6.67325005349084E-16,1.36126665364452E-14,2.16367791472881E-20,2.85181943156804E-10,3.35418786251589E-26,0.00088987780713805,1.68579650372321E-15,2.83300052503693E-20,0.000153852582698144,2.69134138757056E-22,3.72476752814876E-05,1.45542316734402E-15,5.80303853779864E-11,8.22745062641101E-08,3.61122189916063E-19,5.95087454535312E-10,2.93849793625808E-12,3.52424020018061E-23,8.06120132232743E-15,7.70275080993212E-18,4.38858429831098E-11,1.6943782902335E-16,0.254039265724986,3.38458494874706E-15,0.15036817758897,1.67279475130147E-79,3.8294176227434E-24,3.11877434389797E-16,0.00292952922325988,1.28682779040756E-29,
5,0.226039705050624,2.5310890224445E-32,5.39549775681093E-10,0.743481241018749,1.05176255897236E-09,2.67154859609798E-49,1.33666305757053E-30,0.00011898201406169,7.32402920785378E-15,9.79534524294115E-35,6.9410154398923E-11,1.66384566498806E-66,5.52942418555491E-29,7.6803069900588E-36,0.000599070497981086,1.02095545615645E-110,6.61062929097824E-51,2.05639849215763E-104,1.2767127928395E-17,1.62035426373028E-20,4.33277421457358E-50,2.81010218879489E-10,1.71310466372328E-17,6.26424981202016E-67,0.0113843760113115,7.03301906576734E-112,7.70325174758216E-36,1.0148439317456E-19,0.771229467453177,8.32799271336799E-07,0.506357905401783,2.89586911294492E-34,5.2290373288157E-23,8.24948606504461E-23,0.62012824040768,3.1623446911748E-09,2.00009014864704E-103,1.16272638181602E-10,2.64531937705063E-16,6.89260873115753E-19,3.29941339117668E-19,1.74095076096097E-27,0.0467118056615579,3.40925043265483E-07,0.00035968365669755,2.7063691812815E-15,3.51488821875752E-70,0.277746216439789,7.35654217575536E-07,6.45731798292981E-42,6.91922635514669E-23,3.24309520834583E-21,1.97902478722763E-66,4.19767467972072E-05,1.27516536471728E-11,3.07713383067032E-06,4.41851247087382E-78,5.07672701088339E-27,2.35916118244466E-52,2.57535182342419E-75,5.37075274773072E-21,5.83739827034609E-19,1.0144548570638E-42,7.50421279161335E-07,2.07369301866726E-28,0.0476852078700745,4.5799865560837E-32,5.1073250413516E-22,6.57415394237574E-17,2.82162314129443E-71,5.76990507900384E-06,0.000208732537325247,2.62302061725755E-08,1.58709986304608E-05,1.17506073098496E-30,1.07337109041433E-12,6.61049090299871E-14,8.46915636465709E-96,6.43789427275588E-23,6.57609894773874E-05,0.00622165029658827,2.70949013824365E-24,0.379002565679127,4.58868271380423E-30,0.494649599710731,1.24094414590644E-137,1.71530616250545E-32,5.65374867144534E-23,0.00315924292302566,1.2717282692858E-81,
6,7.35546654596022E-29,6.32320018340063E-41,1.06112038543566E-12,2.08372800347528E-25,1.13535856897942E-16,3.66975445142242E-62,4.78097072667025E-13,6.22439033230429E-12,2.79518643397986E-30,8.88528174763138E-32,0.388816067927059,2.55019885878812E-24,6.43664245177727E-28,8.65318879735387E-10,5.06901285214627E-14,1.12489834902635E-48,4.08120669276728E-36,2.95110134243185E-42,8.23369424169973E-24,8.43747247608931E-24,4.48980407622016E-44,0.430993381846933,1.73085227655454E-19,1.76710933961546E-13,2.15561406735821E-12,5.37646550219922E-43,9.85505838321331E-10,2.45608983547324E-42,9.00888027152148E-12,3.41478909420706E-18,1.02385259980899E-17,1.60437591089535E-44,9.29407819898636E-07,5.12394803445826E-23,2.13986291167406E-21,7.34600282599183E-14,3.78694430861871E-14,0.453207072630164,4.38073711625041E-18,5.61233421380109E-21,1.04122263300242E-23,4.29620126379516E-26,2.44895176210399E-24,3.76168477374799E-16,4.91448690537482E-17,2.28137104845397E-18,9.21946030428245E-14,4.34543172050097E-30,5.50999241536628E-12,4.1372375740804E-46,2.99680132733108E-19,3.56951554015131E-05,9.59984957112189E-13,7.07156261138504E-12,5.92136743757136E-22,2.41274708526595E-13,8.23831337931019E-21,8.99497490712063E-40,2.48772512651044E-46,1.187567334564E-40,3.13075488069404E-20,3.50022184393248E-21,3.00181401266435E-49,3.59138658570001E-13,1.1601532376409E-48,1.52849311452354E-11,6.71472758111565E-40,8.43319955801854E-06,6.91721976307125E-36,2.659956691836E-42,3.88665324679741E-17,1.53743468570813E-28,1.84286954908381E-07,5.9965542686212E-14,6.87222642938144E-32,1.59442253541957E-35,0.192315698349298,5.48097887752089E-45,6.35622292785979E-19,5.48551991853073E-10,1.59952143893328E-07,6.13044380973668E-54,3.47076030369147E-22,1.78274174398285E-36,2.90991187893129E-18,2.43107166555818E-70,5.91324299778731E-07,1.73790395172141E-28,1.37659063928003E-16,5.97740041982559E-26,
7,0.0646383435954074,2.9636204147824E-05,3.11872336335311E-12,0.0104011875077861,1.26642594016016E-09,4.46140206029395E-20,2.49130873027467E-15,4.69090761554513E-07,0.0184743119443672,2.47476428042653E-08,1.7017007552667E-11,8.2363222787201E-16,4.14796842283334E-08,3.0575681085674E-13,6.33103660802504E-06,7.91316810295735E-10,4.73755721022127E-47,9.8378399280794E-09,2.50056265504328E-06,2.18238929944296E-06,8.52382745996298E-08,2.52477794257997E-12,3.60130607011466E-07,9.38542330459521E-16,0.0205717992538904,9.199838390552E-09,1.03494081357819E-15,1.82376995084533E-16,0.0286077723546087,1.86632425397356E-10,0.0956343144809281,7.77565865841693E-05,1.55849519765931E-22,9.41033058468635E-07,0.0996458783177871,1.31013452137673E-10,2.73336751700916E-16,2.79554958020632E-12,1.05156362581544E-05,2.23677987939949E-06,3.07314892511579E-06,1.40135686662205E-07,0.280702908013654,6.52424293231861E-08,0.135878158580344,2.2711069765433E-06,5.05717093389732E-12,0.0818240747438384,5.16702653246691E-07,1.81216447297848E-07,1.83291664471114E-05,1.36005555579998E-24,7.42868335223081E-18,1.85041089148954E-07,0.000152626547028713,8.35450614638775E-09,1.10298494092527E-14,0.00157910600053116,7.23807691175364E-08,1.31889887168135E-08,2.30596215758884E-06,3.23047391088751E-06,1.81064562718278E-07,7.9376588954956E-09,2.97727896748904E-21,0.00108878082233751,0.000366221686542413,1.0388835639131E-11,0.00163577427346334,1.55023757968233E-07,0.00687500735353443,7.01917972460255E-05,7.75354595776673E-11,1.24223253140975E-05,9.6873751059294E-08,0.0019849645096468,3.73544005460348E-06,4.45315957422257E-08,0.000805975223477347,3.62012275697411E-19,8.32011415437565E-11,5.7484295492449E-11,0.050307685104725,0.000261103669828686,0.0534148002792899,1.39152180095684E-66,1.40004171675476E-15,1.25128502586153E-06,0.246572775365097,1.39396345255291E-14,
