State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,
Initial,0.0296103153715707,0.366340343751494,5.15193266430276E-19,7.78197917543078E-145,6.74814786281875E-11,1.67603438364038E-20,1.13459326077554E-251,2.74196170210326E-74,6.01554128604622E-117,6.00644489481726E-14,1.03544731375183E-13,2.80076289353784E-15,4.03859475488158E-183,2.26770502779629E-16,8.40663423198102E-23,8.83635784334514E-200,1.49571945655753E-17,1.61655544605241E-59,1.40400740216757E-21,1.61361236671197E-14,7.16885024714236E-106,1.12100704887362E-08,1.12846254041161E-36,8.03330685826924E-20,4.15750000346659E-179,1.43409664510486E-13,1.08928070018194E-147,1.19480597036898E-26,4.90317068671634E-16,1.19465306462196E-25,1.73868795044765E-11,4.04096208414103E-07,2.87586615913744E-24,4.45834063535094E-236,5.11679871820686E-15,2.59333188794959E-199,1.75134549590058E-06,9.66556625861877E-17,2.00929399555243E-23,0.00318728878586489,2.51658265580934E-91,1.14041569145042E-275,1.78060344052145E-13,1.91056843819196E-19,3.34212541425673E-20,8.50746530779808E-16,8.69038187561119E-234,8.31674883894515E-151,9.01500347246823E-203,1.43209165122609E-20,1.72304738801676E-54,4.03481191546155E-20,0.173437972027053,5.07519783316963E-26,1.32190381234614E-11,5.9309633221503E-25,1.90757482259948E-16,1.77424627524425E-31,8.12491018317464E-15,2.32549449727472E-18,7.36921381684198E-37,2.03238799279736E-12,9.22940001247126E-203,1.07315075411057E-19,3.73138283469819E-251,1.09436013110705E-17,2.18799901167384E-12,2.39715723948777E-05,2.22965168857575E-45,5.85371841449651E-38,1.08543048380021E-33,1.34367290266999E-131,5.0293912115348E-102,5.38807650376866E-23,3.4895779637257E-74,2.15139104520551E-16,8.20412112862109E-19,9.24502061915919E-23,0.427397941737013,3.61303913849986E-94,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,
0,1.61233674147848E-12,2.39399068852923E-14,0.086439121636622,7.29489948910039E-14,1.49096448074204E-09,3.20028869555875E-09,1.42040892180252E-13,1.18695439286524E-25,4.29652317028802E-12,2.94754571461441E-11,0.00145138646729996,0.00976328035322795,7.63765672365047E-19,3.02595726068892E-06,4.44772929047388E-09,4.11226036689653E-20,6.54939213686182E-11,6.99883952603493E-23,3.12231499191873E-12,4.93135593572857E-12,9.92924440349447E-16,1.78627895789943E-06,1.1874082006383E-54,2.38696022786369E-06,6.06886669606848E-12,0.0130871122896002,0.00374883843488692,0.0162099269461797,1.05746950271379E-08,8.16752914564831E-22,0.00465762344088857,4.51886233645352E-16,3.13723445583093E-09,9.14929386608374E-20,5.98582766813604E-11,2.59210052969742E-14,1.45895895532686E-20,3.40276513729475E-08,4.403870779959E-12,3.17981068360771E-11,1.89223941775398E-17,4.6280806327192E-20,0.00599322499853471,0.0498554137157648,1.11017380389398E-07,6.34626221887484E-10,1.5331425918164E-24,8.06739232939102E-18,7.68013487420968E-13,5.07468163716709E-09,1.14435896564119E-10,3.23734407430876E-10,1.66143795285256E-13,0.0117597233356766,0.00249033704128467,0.0487701920976083,1.48722732568717E-05,1.60871024769774E-09,2.21575412933323E-05,3.01666513211785E-09,7.91465654451789E-21,0.00213116971662524,6.50066722826298E-21,1.90306474739932E-09,1.94247355395319E-17,5.92599123901068E-09,0.0013285074347456,4.29204168120181E-07,1.70824980930807E-33,1.71722799185624E-07,5.31302306037268E-06,8.82690245277403E-06,6.99856760613842E-07,2.36050215610206E-08,2.96276975700644E-32,0.0145534884919044,0.0114515466040061,6.75745566433504E-07,3.32376752329024E-23,1.0985512901005E-07,
1,1.05071255415045E-18,4.73299250603272E-20,0.464754952827647,1.30530340765329E-20,3.26702187680683E-15,7.21666203462927E-15,5.05910335951804E-19,2.74830279063158E-28,6.84981937216018E-19,4.18791332663785E-19,0.00015694757122474,0.000255611291731133,1.20383955977317E-15,4.06892698597758E-10,1.15367061841991E-13,1.26144162985518E-25,1.49783494318863E-20,7.69887206913288E-29,4.06946521961601E-18,2.8251901623875E-21,9.65969525045528E-23,1.21302501810564E-08,3.13933062113849E-64,1.59193906815774E-10,1.83566114505425E-21,3.9362159717579E-06,0.0585180983184401,0.247731781071164,5.89600268691655E-14,2.37759414216787E-21,5.18669306336469E-06,1.18818105173079E-26,3.31952513246871E-16,2.68608333880391E-30,8.05339765479E-19,2.9092393888412E-20,8.16663875633896E-30,5.34918479313007E-15,1.04332794708529E-16,6.6156975853002E-18,1.90084779478119E-20,2.26215443672754E-29,2.14600189065412E-06,0.00206354794432431,3.65904375974311E-12,6.39128303681471E-16,1.92403930455183E-22,6.58681156488452E-17,9.06137590389034E-21,3.97426360607312E-14,1.81441722035472E-17,1.95298528738086E-15,6.10524516494842E-20,0.31128654581222,8.77715114425443E-05,0.0128746888766742,1.94793952298542E-09,3.87616153064168E-17,1.34916695926831E-09,8.88734306131356E-15,1.78171229735778E-19,1.05424348427534E-06,2.42577890876716E-18,1.57523286209925E-17,7.48526504792926E-19,7.91205274247992E-16,5.36401701371252E-05,5.99933077815562E-12,3.58576964562631E-39,9.06717509503991E-10,6.87227354592126E-08,2.0970566330074E-07,7.2946124013963E-11,8.46119809854933E-12,8.08740574231899E-33,2.32317318019935E-05,0.494896853832056,1.47384355428127E-10,9.83239313800425E-32,5.77794769668471E-07,
2,3.02199047552154E-12,2.08127685121649E-13,1.08204772267377E-15,1.25646244912482E-11,8.17747389720459E-06,1.03428091784134E-06,4.77615924194407E-11,1.09541097998341E-18,2.36969558442801E-12,3.14191910637314E-05,1.21768422050284E-07,1.5088713866682E-06,8.97255433077653E-24,0.000362270071381264,5.88457556133214E-05,2.55015497951733E-14,4.71071439683775E-06,4.0711835700878E-22,9.15703022112923E-09,1.2982941468595E-05,0.00404832490374149,6.50398199654245E-10,3.95711668862358E-39,0.000223162097417297,1.92458489451636E-05,1.12534484590781E-06,1.11977017556475E-07,2.03629570899544E-17,0.000133625399204877,5.79658760010354E-13,1.74717901808192E-06,2.5323145005737E-09,1.01134143283049E-05,2.59152341591196E-37,3.237658988094E-05,0.000410562127124643,0.0178988085277126,5.0145010419226E-07,4.69350268962485E-13,1.28049634110705E-12,2.86480696012148E-16,0.0442876370888123,1.61783033029848E-07,3.11459143198981E-06,5.01456381335244E-05,2.43322465903922E-05,8.91719048715887E-33,5.83409604973928E-24,7.60721339941895E-10,5.93652703566863E-05,1.70563417480416E-07,4.82565915239642E-05,1.70309160379663E-13,5.21111894686035E-17,2.78849498928488E-08,9.03136603741922E-05,0.000184348414714397,3.80063919324166E-07,0.000243879641091055,0.000109123908595797,3.73266060006425E-15,1.91680228862329E-06,1.33521628482436E-30,6.06952299384521E-05,5.35198298945334E-28,3.74358082579019E-05,2.92940449015319E-05,1.61271956108289E-05,6.38144758218133E-33,5.24776667956937E-07,3.52454949658499E-06,3.87549094413068E-09,1.33770191207336E-05,4.93135810742257E-05,2.80106331978819E-37,7.22651660808168E-05,1.1611158302433E-16,0.000730390927863419,0.0253731481390698,0.0502688989977565,
3,1.10615293954184E-05,1.31041517433837E-05,1.22555799114275E-25,6.19190438593856E-05,0.514592692595182,0.0338085536580652,2.53675656834318E-37,5.15363106432422E-25,2.7249008337907E-07,0.142609141382587,3.51175531917301E-33,7.10904623388582E-31,0.293472698894274,0.0931328183319615,0.0722205780427318,2.21521767941135E-20,0.0239132180092801,1.20046374835987E-25,1.10245237479761E-36,0.0490442672849708,7.09095299887845E-30,4.86737889753182E-08,0.00537247042844154,0.000142647733317359,0.0583553977176639,8.31687344157172E-19,0.000170376630848252,8.51230954543774E-25,0.0606810162746831,6.6872250051511E-32,6.45220071634721E-19,0.548854053950359,0.121943342849064,3.29373116919633E-59,0.00467430981815719,2.8238757797855E-36,1.75862924758107E-10,0.0016354570785182,9.22759308057725E-19,4.05374304322715E-17,2.91456880413761E-16,5.53748680390984E-08,4.35271602684676E-22,1.85227529473523E-22,3.87525643333397E-05,0.214018863527865,0.309343590408721,0.0566367303631956,2.92999753475904E-05,0.055324483060966,0.00439279329724833,0.0767778982658465,3.31237405954223E-05,8.56443230539054E-44,1.33451667136051E-38,1.98225783424435E-05,0.000196164330819992,0.04629874551178,0.000627576930481584,0.0563108035546342,8.52155502385247E-35,2.94602154969432E-23,1.72649990251507E-45,0.136401598650911,3.75432243372065E-84,0.178274237658903,9.6722860293606E-15,1.52520274105787E-07,2.26614709426785E-27,0.000437404421098719,2.04150684010091E-07,4.35441515941325E-20,1.18534409711833E-28,0.117317381986307,0.353677758871664,2.38431750157667E-11,6.42007900855717E-35,0.0376787286883424,5.99750283615205E-08,3.0198721744906E-05,
4,0.0144485100626115,0.0360343788825967,1.04009913843941E-06,0.0199101295879351,4.14062343557434E-13,8.27779293708318E-15,0.0207077676996071,1.12405633503739E-17,0.295815228831972,1.62793349895523E-17,5.71902907715347E-07,2.63685192115413E-06,8.44517558251062E-19,4.85834688605258E-06,1.17633570950423E-14,3.16361573377314E-21,2.95518845056003E-18,1.22168845096372E-09,5.19207994947308E-15,1.25214453383712E-19,1.38748528981665E-14,0.048704726060404,1.55644595809344E-52,1.88243981985663E-10,1.86846192820816E-18,3.13806372050973E-05,0.00268079034984654,3.21005697264393E-07,4.43775031115251E-11,1.92360362776759E-27,8.06407936743917E-05,6.22589366249907E-25,2.11320169784234E-15,9.8293863455169E-28,1.27309485553875E-16,0.00999342110774108,2.17262025282604E-26,2.30353274725186E-13,0.0012957502535023,0.0845300642842211,4.23686843795151E-19,4.75516520711093E-25,3.4032422043983E-06,7.07671128361837E-07,6.74369073227278E-12,3.75758230079084E-16,1.95139358675662E-26,5.22144972945849E-19,0.0144562492161674,2.85017388756312E-13,0.0133343474304372,8.52192973003516E-16,0.007091350143114,1.61124221182121E-07,2.28463158121747E-07,0.161203632762561,8.89501496312288E-11,0.00395340474854223,6.60564000788583E-08,8.60810050786785E-15,1.90031416669874E-26,1.40107798500991E-05,1.76514005158005E-23,1.97200614421648E-14,7.22893715701816E-28,9.33414268925412E-13,0.000119232252077831,0.00427593167333844,1.81119534186839E-25,2.23601195341656E-08,0.41721522917447,1.83483157429012E-06,0.000153313678859715,1.6752499586533E-13,3.73942987730369E-34,1.58147098233837E-06,6.02843808676141E-07,5.9531885712011E-07,1.04660388377516E-25,5.25451070498486E-05,
5,0.178315276870728,0.0346032400221183,2.37752796628799E-14,0.0523638281599487,2.267073307445E-08,9.58328802612949E-10,0.0727449364888513,2.58986632926789E-17,0.0901332548449998,7.44315395179753E-10,4.39626578329754E-07,1.76777227147049E-06,3.24519295655617E-21,0.00013703739772365,5.46453994188709E-09,3.7608896535675E-18,1.74471200352606E-09,1.05250434843517E-10,4.17345230130344E-11,2.37106789258488E-11,8.54086829453392E-11,0.00174370624129248,1.7983119364887E-45,2.7700261530296E-08,1.48512632962684E-09,6.56371590553636E-06,1.29770181761381E-06,6.30099147479283E-17,9.65187256285447E-07,8.74026255786557E-21,0.000345274737279672,2.14544398640927E-14,1.02206146452686E-09,1.64833600670046E-21,3.38620775061354E-09,0.0204335735949641,1.76123718221513E-13,5.90531901937793E-08,0.00237963485215693,0.0407109676995536,1.34123135725784E-17,8.27437885989788E-15,6.94353787624511E-07,6.69779754989183E-07,1.05700153530377E-07,6.97064759702033E-10,1.11509687707449E-28,8.21161220036122E-22,0.0390234289055512,4.19373651846253E-09,0.0376791131225978,1.50762627645761E-09,0.0889121148739443,4.89164273264429E-17,3.31480517904167E-08,0.0200736214188256,7.56768787153265E-07,0.0373818163717819,6.32572803292639E-05,4.82558623226585E-09,6.04350818268234E-20,2.61717146892449E-05,7.42017270826293E-27,3.54362041701594E-09,6.31064164378182E-23,8.34302690252258E-08,0.000733211623814046,0.160346713391367,9.78235172242867E-26,1.28280736886283E-06,0.0246109096541762,0.000346354817862265,9.1339796264535E-06,1.15988393001147E-09,3.41094374475871E-33,0.000363778601425129,1.73944182753844E-15,1.56343030282878E-05,1.57025433095953E-13,1.30896555324022E-08,
6,0.0328671287066679,0.166454463056418,1.91125120984928E-36,0.168321022208599,1.1617721770384E-12,2.60911673807805E-15,1.01667151804378E-08,3.57986973956526E-17,0.00272275439465014,5.26923380657957E-14,2.08349536318012E-37,9.91737159048094E-33,1.36800909366217E-10,2.17910882084691E-09,1.58577752320769E-14,2.17356111849085E-12,1.31459359335974E-14,1.31406543853114E-11,1.26377253402665E-06,1.26277840470133E-15,1.96723921044098E-18,7.02506330204283E-10,2.70178389716126E-13,2.46483710103111E-15,1.85744368257775E-15,1.23560842405225E-23,3.58610934394299E-05,4.66381020469708E-36,3.84783158156223E-11,8.00091785179485E-43,2.59886105540365E-22,2.10640935031576E-14,2.76844480655263E-14,2.34076617125465E-48,2.87267006884066E-14,3.16842263133223E-08,1.10625573129002E-22,4.8545368056763E-14,2.21906098918696E-10,1.07988662491064E-07,6.50964429634025E-20,1.87152133584672E-15,2.93401485904545E-26,4.11344541353085E-32,5.56190300020925E-14,1.886773192281E-16,1.02322370621955E-13,1.21960819223878E-06,0.13405375764219,2.60624654130437E-14,0.0137446157963786,1.69472269375231E-15,0.0973345127800333,3.97406688480926E-57,1.64422069868224E-41,0.00142197611167456,1.69951239122757E-14,0.00708137554911203,7.08404175315886E-12,6.58297614303402E-14,2.06250436281226E-45,1.93038146947183E-27,4.04625619187785E-14,1.78807287401544E-14,1.0696679464032E-46,2.60686203313306E-12,5.93190893448597E-21,6.47845869785568E-06,1.18945351997131E-20,3.16572308910804E-08,0.000561763827889974,5.43974641152146E-08,3.25687886268535E-15,5.31889691506403E-13,1.87140910221908E-12,1.12666398050628E-17,1.5285391970844E-46,3.50063382380336E-10,3.21769188114605E-18,0.00408061580736318,
7,1.96558792760352E-09,4.96461288218174E-10,4.87686006336281E-33,1.19637318772749E-10,2.25099279309947E-16,6.01028778604781E-17,2.67441358980838E-22,2.3071453798645E-19,1.16569391007873E-12,7.58319781047711E-19,5.43734939192612E-38,6.1950472228009E-36,1.19860892222415E-13,2.13975761878415E-14,3.17827239643551E-17,0.161934044783408,8.99735652721395E-18,3.70624258486839E-19,3.17495336716817E-31,9.65740906814679E-17,4.2195238715491E-09,2.072602526686E-15,1.13619993451174E-14,4.68273440968275E-18,3.65071931062523E-16,4.6804847908986E-28,0.0048163813193594,4.10132883347421E-34,1.11399514338391E-17,3.80256883778518E-37,1.51000025388193E-28,4.23739583812536E-16,7.35445357314097E-16,3.60714153233597E-49,1.61969208329492E-17,1.95262597410025E-12,8.44284877846844E-10,3.70275389402677E-17,3.98367378403608E-22,7.29486487292143E-19,3.08720867391694E-11,1.32708935715489E-07,6.45538074519178E-31,1.61785277057842E-33,2.51974925631587E-19,5.28530303185613E-17,5.31736571284509E-16,0.0295140044847756,1.23143636873367E-10,5.17428225504719E-21,5.35758862260228E-10,3.5994874738339E-18,4.00494018997597E-10,1.24188311495015E-42,1.22121547681233E-41,5.01550189583297E-15,2.7955667294216E-18,4.19981722102486E-10,4.1352432456287E-18,2.49996461128687E-17,5.7333691125479E-38,1.27784030024628E-31,0.174223861166685,5.99978191319909E-18,3.0068180157777E-37,1.28702173771869E-17,1.03916222029338E-25,3.44527043054174E-10,6.4710619136621E-31,6.49989089405163E-05,2.25636610626017E-14,3.24819058002514E-12,3.85453660840897E-26,8.70725382656384E-15,2.1623655198989E-17,1.07366514226135E-22,2.53494744690019E-39,1.11669756806201E-15,1.08891234971021E-06,7.56780256902987E-10,
