State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
Initial,0.000331025049598977,0.745709543018754,0.00213856486082919,0.00967157310984088,0.018688585685333,0.000363121270464614,0.0106791630169748,0.00175019583370772,0.00206228375060743,0.0230436681941244,0.0521789287346405,0.0339502397288056,0.0213806764251945,0.000812677272671891,0.00443956505633082,8.80440155622009E-06,1.15549498131955E-06,0.0257708424558864,0.0292543639533344,0.0177650226863634,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,0.0837545538748986,0.00310035688519589,0.0651120820377511,0.039006201550661,0.00694972403757266,0.0794452102933854,0.0063992796471001,0.0236279724280103,0.0909684789487827,0.0635304302877547,0.0598218216941401,0.0780289913893131,0.0285691635409156,0.0336836514589389,0.0817798941985457,0.0375180647787174,0.063302289402133,0.0248345527057044,0.0243165979519364,0.0669652196166547,
1,0.0391559723273659,9.74508898390663E-05,0.0454871059551574,0.0512708154293858,0.0198556065047378,0.00113410277303842,0.0341861876939378,0.0565786009454183,0.00892159331182592,0.0159500588894964,0.0334728536605358,0.0178726863569829,0.0332864879777715,0.00195788634099639,0.038464853380406,0.0811098718326959,0.061996086346612,0.00793783282486664,0.0401418551001402,0.0363188225429196,
2,0.0338047588068224,0.150555316263508,0.0552747294855483,0.0463542244660552,0.0401459278344198,0.0273725000572074,0.0275677464141927,0.0126644135417013,0.0190905605968092,0.0144171076855178,0.00636398812815513,0.0541340771404999,0.0197930540692976,0.0162518188711062,0.0155555060866313,0.00519716301602248,0.0795338703134011,0.022821192097833,0.072903500334709,0.0786165590855176,
3,0.0564866599762075,0.000450632374656123,0.0283423485730169,0.0701208558355903,0.0303250415714092,0.0751533370131618,0.026976445912531,0.0367314921639235,0.0829408735220031,0.0825324755132048,0.0753501519595887,0.0844858168372346,0.0897852390114786,0.0753220462460693,0.0518235592253033,0.0962307443897728,0.0405919679350747,0.079470540596732,0.0543323354246723,0.0701128674197191,
4,0.0745214076823429,0.00581730920340602,0.0165196214943288,0.045780193558991,0.0728777920139653,0.071387754710131,0.000440701207102217,0.0872755937513984,0.0940922699292692,0.0739586974926575,0.106709468861664,0.00898492370493753,0.0682244127939066,0.0637167031055153,0.0227050236133424,0.0472922799644622,0.0233920434302413,0.0339037933440272,0.00727568726351551,0.0410706821945408,
5,0.0119858556730989,0.0422762681579237,0.127913044981813,0.0143628572200114,0.0304619281139209,0.0599700515992708,0.00743514302301952,0.0197632731074488,0.0600910409513677,0.0761061657414814,0.101442131027932,0.0921265243864385,0.0267138638206844,0.126214004018042,0.0900507288836527,0.0736491648417075,0.0338957625324723,0.012054764902866,0.0537880175334194,0.0626450880292439,
6,0.111867435092821,0.00256524905441143,0.041872015867772,0.00589422797727629,0.0209634099092357,0.057748151196413,0.12655989514426,0.0526274197927015,0.0691473637716035,0.0143649033835039,0.0278315884197161,0.0464645493535103,0.0234705106157521,0.0917591997785043,0.0142385186578082,0.0980359370149873,0.126518057731178,0.04339429530468,0.0261724539197985,0.107718963724059,
7,0.0160364378448383,0.0154351935475021,0.0528960205937323,0.0327326794835785,0.075984139893322,0.0348784519741012,0.0241616840655894,0.05349522664127,0.0930632493110729,0.0711341916901101,0.113529107282524,0.0786924679139201,0.035775796260747,0.047518580206448,0.0880485405407663,0.00203381247468161,0.020656847735318,0.0117516485275992,0.0400242008377349,0.00135861114441124,
8,0.0661351678061262,0.144044620136275,0.0313954493417338,0.0329509221305647,0.0436944263943086,0.0317576203584692,0.0875912898180336,0.105965142686721,0.0515821319417215,0.0141249234301843,0.0725951982822274,0.134360551933721,0.0337007091027989,0.0043422946631785,0.0802210226571853,0.0350640056128374,0.00160863237978005,0.0332544825289761,0.0328912194290893,0.0212418545223126,
9,0.0754943890875298,0.120853830531701,0.0179291003260074,0.0894223879926206,0.00582470819393853,0.0759109555266843,0.0834168148064499,0.054840944781553,0.0146963308126624,0.0825946513560247,0.042320874954799,0.0376439043059762,0.00844731491692934,0.0264688829378191,0.0499620485237582,0.0115088134565896,0.055316810553762,0.048733966295921,0.094939307187278,0.0347355555366621,
10,0.0451787108196893,0.0167082952866551,0.020470181314281,0.0649896128894956,0.123331566919687,0.0194317770993834,0.00677288823547069,0.115956931452103,0.0644227038563799,0.0151993927024271,0.0323183064660695,0.0415637770767058,0.0212180708091184,0.0368136530000681,0.0829155630250511,0.0353966933937519,0.0102216508996531,0.0482293442244978,0.0684121621655963,0.0714281299613673,
11,0.0976744674033712,0.000766399749070966,0.0525449852090909,0.0925423004229596,0.0529298609166998,0.0646868212215296,0.0353283902400076,0.0604450596458005,0.123362641131476,0.0635215239101214,0.00200422619467679,0.039380150856254,0.102752837278004,0.0372161564946248,0.0785619786477627,0.103699567979077,0.039806574946844,0.0419486843086589,0.0315894930185308,0.0761111833878408,
12,0.025078356814351,0.0668922288625558,0.0455490485073299,0.0730709188863731,0.0985355797050852,0.0895129337769553,0.0914027075542618,0.00954878269261149,0.0544475122525086,0.0246197797997733,0.084388508363617,0.0244006568865534,0.0439251611756024,0.00220812330002207,0.0805339332612167,0.0226976632072537,0.0450566192743851,0.0966250528052621,0.0911867560522207,0.0311946453532613,
13,0.0654283258991239,0.248090607495576,0.00419083416670279,0.0381003064272373,0.0272817530529135,0.00397351945102028,0.186943979035909,0.0525519980739424,0.0126782276459366,0.0493080383505617,0.0132395214064492,0.0229508925695424,0.0476832180284998,0.0241312411618155,0.0218401480054208,0.0527383148846527,0.0714795695429758,0.0740837113668229,0.0311426512356774,0.0698434338643581,
