State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
Initial,0.00119579923665456,0.014254416756968,0.00706455369363955,0.0242893040873148,0.000646184682443645,0.0026318325085524,0.0130960953927691,0.0325208557344333,0.182555535103814,0.36913687348744,0.00737045533879375,0.0162399632344233,0.000148235788761387,0.150456627054459,0.000362485934051126,0.00205963046512111,0.062548604128149,0.00156840073611327,0.0954176560392403,0.0164364905968609,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,0.0256644048727295,0.0594039301638923,0.0744062873614054,0.052906798725047,0.0968820364274278,0.0169830824805609,0.0855693108905558,0.0511059667385745,0.0455220143232795,0.119005435964673,0.0175307804409635,0.0474564223538694,0.0103171827103164,0.0151486758535857,0.0929082558674985,0.0491217978273251,0.0048637658211828,0.0589660239626955,0.0949157678930168,0.0627029661957961,
1,0.0245559807910306,0.0400512806720781,0.0773857333541875,0.0297580479325887,0.00551636219110466,0.0364331464882431,0.02149180508647,0.055928516362929,0.0432167537099415,0.000297827804830525,0.0709854684971177,0.0212879543092101,0.0178397175320866,0.08361056605417,0.0377668271270439,0.0324912406959003,0.0562001448947003,0.0710640875904325,0.0767016504140744,0.0485818775654062,
2,0.0108514317891412,0.0103523382224286,0.0706010194926659,0.0778592836241502,0.0304288353461413,0.048424942723302,0.0614559665849096,0.065166191833296,0.0437186412363212,0.0866492675665358,0.0380313606689459,0.0473588988738003,0.0283906162432226,0.00871060453407451,0.0228761344046089,0.0437530143663481,0.0906767246424536,0.0300870883923814,0.0612458474411238,0.0288324119044288,
3,0.0432917673086152,0.113962734481704,0.0599215085241587,0.0433673633911556,0.028126926447375,0.0861844590654796,0.0472429912067368,0.0214623516807532,0.14154861874808,0.040221454447618,0.0547595284594517,0.0381444328998203,0.0353260410481672,0.0564449578360983,0.0209090251764668,0.0162860963578817,0.0836765344631293,0.0436315129366829,0.0931312415995693,0.053471888401394,
4,0.0192479217264807,0.0693722822539734,0.0328792154504772,0.0148360586000718,0.0071835832652002,0.0401695900111707,0.0445391665174028,0.0317177525055915,0.156470958559948,0.181777261212212,0.055423815435227,0.0766551776099555,0.079496896614086,0.105036387511884,0.0817080330310553,0.0179414094122529,0.00473465562600712,0.0572409528859212,0.0640246236950935,0.063304092652192,
5,0.102861626843108,0.0106131828449365,0.0290422862404989,0.0325781974669873,0.0134992399769747,0.0388070920028726,0.0201415067062533,0.091748645427169,0.107667811413909,0.0745793327712532,0.0200540561158358,0.113313685225152,0.0628795750514282,0.0675922118811172,0.0230541466092947,0.0212832808421943,0.107449824575099,0.0257325496251713,0.0124776384533674,0.0703897571678732,
6,0.0342523361125326,0.0786397938217414,0.0264364046881158,0.0226960113053976,0.0538092871249164,0.0867549664297522,0.0851817525366246,0.0389139768330718,0.0798191393264599,0.0544014947353669,0.0656680504031753,0.00373525521135443,0.0168635483897954,0.0275439391542678,0.0494871953520707,0.0707697447752171,0.0602172172745647,0.0220488332159194,0.0615513128462996,0.0419839577330625,
7,0.0088848934908183,0.00347050087537528,0.0413951023803384,0.109450806988432,0.096527268943477,0.105306208574299,0.0699060081442161,0.0773603110079284,0.0611731535572696,0.0461921720683859,0.0359521631620687,0.0592347512236908,0.0561448570401872,0.116982138084425,0.0455557003387728,0.0673162391816241,0.0984732667394935,0.0889712012080491,0.0707534276593833,0.084267658553871,
