State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,
Initial,0.00367913599841577,0.0131641461119301,0.00774633446497677,0.0107871279038093,0.00413763524220456,0.207250463690898,0.132486350334109,0.01078029150331,0.000622145707243494,0.00299303139029229,0.00182185282923389,0.003132478552163,0.00493483492530018,0.0104508282595896,0.000835355213532057,0.000933126711282442,0.036088910914051,0.140250307380632,0.0285670251462714,0.00379810945206455,0.0124085002706563,0.0523243195694411,0.0112797657884032,0.0214422990916234,0.127949558879785,0.00884575869662292,0.00129931094364313,0.0108768634634119,0.00298902320584163,0.00308005094647907,0.00861029617832869,0.000362834163040963,0.0118869325654797,0.0145645816943752,0.00034215314049577,0.00231125277854436,0.0266528040565241,0.00277958999568528,0.0289196875153718,0.0266149253249389,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,
0,0.0110747417068875,0.0573266503390763,0.0496768606741407,0.0468637604669931,0.0408087345294232,0.012293613628322,0.00212318270910934,0.0166774979388866,0.0361296248442816,0.0273903256171025,0.0169018209241031,0.0292456485402941,0.0201220337394485,0.0347380484241667,0.0112196595536717,0.0482737596989318,0.0293345788480795,0.0544596958659486,0.0174678286800746,0.0428252382704122,0.0483193466105729,0.00202133639320789,0.0411904658015986,0.00149185612101158,0.0197048690624487,0.0469750369112282,0.0051678462454964,0.0297256468468588,0.0495013051690353,0.05463354592597,0.0603132221545775,0.00637351811236084,0.00945557348476178,0.0166117073907869,0.0373476074044741,0.028774131766443,0.0534449798990505,0.0102437227582927,0.0257869197598251,0.00339167222338415,
1,0.0314342668399912,0.0335920253435184,0.0147056708895829,0.00175483153903354,0.0134454181228924,0.00423956757197371,0.00140345460889493,0.033420324165298,0.045784387560116,0.00556289802329236,0.0306972905575036,0.0388665953259901,0.0443397637777645,0.00408336811472708,0.0344477095122703,0.0178430872835694,0.00831443369403001,0.00064947500556351,0.0353175228519514,0.0514234281775699,0.0168434518471781,0.0265626693576663,0.0175948051412503,0.0379646370556282,0.0219915426552596,0.025824394911354,0.0483482354860022,0.0364809123838996,0.00142927161937548,0.0372397575210087,0.0390329971062671,0.0275178764188522,0.0270626374316439,0.0164620286569656,0.0199631505513844,0.0494966908072532,0.0365444500877897,0.0439660077850332,0.0321059427460863,0.0385282333494157,
2,0.00928263117474323,0.0463153993448222,0.0185207940145254,0.018740919279415,0.0125487676364148,0.0591346105753121,0.00569437839079022,0.0279324065055495,0.0156207887829564,0.0406672001794295,0.0328678736647276,0.0219731194588252,0.0255130443660292,0.051926403618437,0.00673116250684523,0.0321872758405906,0.0358297751069643,0.0332282801176283,0.0241429183075932,0.00359236248885057,0.0224516631216845,0.0155676339625325,0.0484736371575994,0.0334959541041793,0.0637682035507472,0.00514090864442738,0.0248862749088055,0.00249424592406173,0.0433480274827749,0.0179259635301146,0.00439834039175015,0.013464360124226,0.0344689663204536,0.0215202759085861,0.0150469614892874,0.00823323306695859,0.0406526431097764,0.0199154194656264,0.00386440511250573,0.0335950444498745,
3,0.0377719179718348,0.0474872051373172,0.000722049640115311,0.0348401397960934,0.0272279382597909,0.0458530215220934,0.01215631204811,0.0167110016692623,0.0128246965532218,0.0227510081728707,0.0333964400320231,0.0293352494799481,0.0196933925422049,0.0023925440555851,0.0626411285487403,0.010092744820025,0.0290165559379828,0.0488179144975986,0.0341156045879669,0.0381687327851756,0.0298261372055405,0.0352020163754081,0.00734289604640147,0.0263345884845748,0.0181397297948451,0.0323469944115896,0.00219072346953668,0.0407962292295706,0.00601431065594307,0.0479037458921393,0.010518406943809,0.00633349151949045,0.0403230190207629,0.0316185555430117,0.0302403079388896,0.0424609510810835,0.0397966575695382,0.0176796823220742,0.00727072478238662,0.0270679630422864,
4,0.0443405473923802,0.0165428130273355,0.0229917016494471,0.0348256778326763,0.0404960135098572,0.0241421577856394,0.011193249917795,0.0247688818486626,0.0240418951231999,0.0310898283861048,0.010894768556824,0.0486771637298753,0.049685219162907,0.0201382533255117,0.0185163238945726,0.036079017921636,0.0502799253018133,0.0267934222775777,0.0566484532384371,0.044352841525538,0.000526026609763542,0.0179362969415961,0.0244637796554136,0.0183231965373001,0.0579015705635829,0.00238824151612642,0.00934401949632869,0.0245050140799778,0.0375684001042348,0.0441730544208784,0.0121383869888469,0.0272964713685719,0.0293559680942174,0.0426801567492018,0.0212086949720963,0.0233763940619329,0.0459707295155971,0.0160516695438955,0.0169158719320081,0.0196038103980418,
5,0.0250918647751623,0.0437026822171926,0.0443868620320446,0.0227418892311956,0.00461378114907071,0.00300127967622072,0.000996986991254152,0.00592879873744778,0.0164077522062246,0.0265454568182319,0.0309577069557413,0.0359584171296324,0.00278527908297477,0.0297558981327445,0.000648282327879625,0.0314970577762393,0.00626198084304127,0.0052471397704517,0.0281161730333277,0.00295291177751031,0.0287594506105939,0.0211727491056052,0.0227093417635096,0.0120530086758976,0.0070154462869694,0.0255762049982888,0.029558152972468,0.000348490504965624,0.00178303009190038,0.0434852565211201,0.0193422250256875,0.0425198026237598,0.0379521211708405,0.0324362894590461,0.0228639640661912,0.020728078658762,0.000681606874023242,0.0010227273881418,0.015896836911383,0.00628950579856518,
6,0.0119071989512366,0.0268802150468747,0.00710888245194071,0.0136927805025265,0.021227893799268,0.00662661897164708,0.0147502369023865,0.0309061371399576,0.0482608643382277,0.0469446480617346,0.0132306736155227,0.0320802476725582,0.00156972424614802,0.00669879036732545,0.0244831443286067,0.0274598398671689,0.00226470494178577,0.0145942752475012,0.0210559358227826,0.0262402992968567,0.00827864050848404,0.0139095491533432,0.0312803238090682,0.027336520078519,0.0109477415450718,0.0074090959435576,0.0204867918203487,0.00561334020877512,0.0244606476590882,0.0406574805679341,0.00905601308606191,0.0341630767895621,0.0288195105160407,0.01442889515895,0.0340383696350981,0.010498313488568,0.00969335140925997,0.0369128071135088,0.0224034929542558,0.0202559611945765,
7,0.0284703910750866,0.00548559743523785,0.0036153787273558,0.0360590504479998,0.0348134185803636,0.0373329749488455,0.0493401232403294,0.040076215275117,0.0214320388524763,0.018677103468706,0.0017313848707496,0.0452106021124839,0.00581922648970617,0.0376489142490607,0.0186175176411904,0.0491425661284354,0.020756935417412,0.0402284231062722,0.0142690166224077,0.0202420173040314,0.0240311251626312,0.0227922907651674,0.0479505585007089,0.0334630074012944,0.0136190859326011,0.0425378322467035,0.00615128609447288,0.0229244574329349,0.0225602727750571,0.00221111360419505,0.0558759163578699,0.0318870286310377,0.0449335198039433,0.0107045381026961,0.0267140893610335,0.0351856117202534,0.00232272923627296,0.010394503272539,0.00564501866219631,0.0547314429283978,
8,0.0487719021386772,0.0492306111379587,0.00174004529623399,0.0432336295997485,0.00755871148387046,0.0597566551368963,0.0649509655259132,0.0237119047324831,0.00974308656963819,0.0321240131516695,0.00575757487295873,0.0122383125959462,0.0247056444464409,0.0294951267274797,0.0529936965532673,0.00923244771722146,0.0463702474499086,0.0111809124696342,0.0300466603563023,0.0780458405237328,0.0546119103915843,0.0509485522140799,0.0145373115035232,0.037666927011286,0.0443988332903434,0.0502261298244365,7.84529978884635E-06,0.0431757349916333,0.0451040417159189,0.000789609141151923,0.00324358626830919,0.0322632372852166,0.0435295944918479,0.0353096070507514,0.000697033554204979,0.00309373055587643,0.00663013265953298,0.0413931922064294,0.0537928459406131,0.0146509991518573,
9,0.0262194640520346,0.0231320022496467,0.000376416881697662,0.0343299341438123,0.0131165998048836,0.0107285654688416,0.0337727416984768,0.0015970769209521,0.0119979990415597,0.0126030073744729,0.0324733160351736,0.0214283463858716,0.0415558760054551,0.00742038282069104,0.0354643710766624,0.0444283758646526,0.0266197599456082,0.0384016369529842,0.0447171231957732,0.0171349936761831,0.0222066294399155,0.000468733812188829,0.036462587817654,0.0473717296745628,0.0420547767589618,0.0235542174684709,0.0275865981146766,0.0483993804622803,0.0232724771047418,0.00163186125943873,0.0539260650234404,0.0284043770726252,0.0273504161689507,0.0123297793978633,0.0242159407931085,0.0292629716107887,0.00180047105121908,0.0366720554754636,0.00335178329265366,0.00638032681265651,
10,0.0207671351319165,0.0264634402667373,0.0434856729523432,0.0350558280236257,0.0383775912859651,0.0175371349644759,0.0509214077374905,0.0366733160791921,0.0062013986363867,0.0308496927765208,0.0336225582215837,0.0482524812372202,0.00644446141770893,0.0305759261604317,0.0382655549882223,0.0104684009212245,0.0354227336414242,0.000126420420419494,0.0460219115072501,0.0201826745509383,0.00019879977369911,0.00795126998582403,0.0250650567632609,0.0116737987659462,0.0273319059389729,0.00809973076245211,0.0294594040297214,0.0484823309786673,0.0228311162578574,0.0221034758053532,0.00883269963237102,0.0249370863682571,0.0361724277172615,0.0469914763613428,0.00755088794200888,0.0350859078322664,0.00790727521117277,0.0179393472401966,0.0368639405918464,0.0121023930975038,
11,0.0139304925139277,0.0104034580377645,0.0256758470171415,0.0362958717163233,0.0432662134985915,0.0189464295311001,0.00121216842290085,0.0225162923988977,0.0552874832768683,0.0338881862851981,0.0351610197973903,0.00734415363984377,0.0151363774534119,0.047446417759043,0.0111944594875558,0.00407624526496761,0.0353783480445204,0.0330368227845474,0.0113628034717516,0.0110622079636372,0.0208167980759028,0.00875288546909693,0.00788491031488708,0.00198008878561322,0.0358197424419961,0.0270329238985153,0.0245395676845347,0.00149287848034675,0.0354770740864069,0.0254201487090534,0.0156329614910105,0.029608443757095,0.0293058697255905,0.0357739173904379,0.00320656526623675,0.0389266068100188,0.0290458405619118,0.00208966325332098,0.00631639839798898,0.0315654336219862,
12,0.0254252726962,0.00796456093214254,0.0204803111204041,0.0275059020579656,0.0212833652793026,0.0282679183249522,0.0720801661467259,0.0096370049849256,0.040534869962619,0.0465811589042618,0.0428794302104102,0.00421450055529919,0.012602881494104,0.00271006851857376,0.0467677731375665,0.0349626882681041,0.0193420836224401,0.0527961470061528,0.00139449899619217,0.00804181942724074,0.0278674496531529,0.0202204936827466,0.0262419887872733,0.022242192944016,0.0395600552239085,0.0141978014210992,0.0496314957124938,0.0457227941747766,0.0248975684309428,0.0412360795156685,0.0137352080310418,0.0432310197945212,0.00111107958053358,0.00328664086677396,0.0275288917289455,0.0189870524848713,0.0368880202980747,0.0531626648489886,0.0156121554427623,0.0238593550729999,
13,0.0456478970352371,0.00716708668548714,0.0112648430858957,0.027944578348512,0.0352957263218573,0.00552487201311351,0.000178946965932418,0.0416130983216153,0.00223671919526686,0.00684202626346411,0.0367327344984687,0.0218827647698003,0.0399801335395577,0.00305080558915263,0.044172109551206,0.0114295514085143,0.037843013602572,0.0286229789926745,0.0468215994232069,0.0349220791732214,0.0380375574736515,0.0324711040803147,0.014833263448823,0.0491132841008288,0.0169351776422683,0.0532634347160921,0.0335136716365086,0.0572179325390302,0.0107901342429387,0.018776691652049,0.0334604443475,0.00398444908049022,0.0338902144962046,0.0225982690756785,0.0577872993251264,0.00703351287186134,0.0353534171687657,0.0302867986924542,0.0325293088290811,0.0396942062938362,
14,0.0358245472767206,0.00535275193406868,0.00382950519349055,0.0127969452138535,0.0326097138869613,0.0480451223715235,0.0419734261290656,0.0281610306893779,0.00971899150195891,0.0144490558280378,0.007159107253649,0.0122203784610315,0.0314365681311053,0.0347612160097273,0.000527055835485667,0.0284093346899895,0.0026381466994512,0.0276325486407705,0.0244973018135365,0.0710746404139272,0.034265876011485,0.0227088886656588,0.0547581380559162,0.0349682943306028,0.0464495026688121,0.0316709142177885,0.0396067840978227,0.0484021599178646,0.0428611631786055,0.00765134655070482,0.00979377886121492,0.0115168457418966,0.0122967720996145,0.0423357708409962,0.00969811241952802,0.0406011967946636,0.0535704586438192,0.0304066272534842,0.0213507032046717,0.0643981866275104,
15,0.0277994316085925,0.0130370028245581,0.0296224330766335,0.0232991119974431,0.0368582788640888,0.0489995475470893,0.0866344345930188,0.0416516169509366,0.0315199138228711,0.000146616728253755,0.0407126871386554,0.00134486896001576,0.0463887295443097,0.0407091514635566,0.0205597242113961,0.0283354272486809,0.0136201370142077,0.0529490326784034,0.0329733250739176,0.0018903841284165,0.0184310945654551,0.0470267393655636,0.0214449452571981,0.0107056199374694,0.0753500523312905,0.0332341233303068,0.0421091404596674,0.0496893637609275,0.036482510605668,0.00514540203783585,0.0379516137337441,0.0212576336976882,0.00417119882811428,0.041642279562093,0.014879394922739,0.0271122783388263,0.0322974669507404,0.0120503557302291,0.0395411716915662,0.0145390982231992,
16,0.0465539094442887,0.00665023721493324,0.0207917779709743,0.031329097914912,0.0256324787737556,0.0295761083088547,0.0432525089630189,0.0477117625352539,0.00455251336223215,0.0409402863812165,0.0240071487150275,0.0236382726338967,0.0202366456536093,0.045509160691986,0.00759580504981701,0.00062929000601343,0.0276827471083209,0.0410411099768601,0.0360398248025205,0.00850549472455728,0.00982428182742418,0.015017214623838,0.00692304836237431,0.0130368284018641,0.0108651446962493,0.00778506656682677,0.0466489477090634,0.0121791743702458,0.0414174749031473,0.0611242344095267,0.0306385417157877,0.0444070156661993,0.0415800114430204,0.0156330531625218,0.01118232948192,0.0252735245927858,5.76342990905153E-05,0.0112969197321704,0.0300712254502662,0.0554179001274117,
17,0.041189651122749,0.00945967233377944,0.027019617242409,0.00912563650882728,0.00720138779994273,0.0121897056083027,0.0030253683296691,0.0162150952390597,0.043537145314697,0.0306715253606431,0.0326454160548531,0.0383729061094998,0.00372780773974233,0.0349578255242258,0.0277350707248027,0.00488321347475121,0.0342811217350686,0.019207947447515,0.0175706404059091,0.0375066706204462,0.000551194885216953,0.0229767205029232,0.000269000439088887,0.0382666599130507,0.010737784720824,0.0279103999267136,0.0330862977881285,0.0335245668346114,0.0408160352808704,0.0272349711945859,0.0537883417040837,0.0423904408423769,0.0133047749598573,0.0190290290199278,0.0449873507019621,0.00953664711208351,0.0304694544985024,0.0101906609717287,0.0338228467276425,0.0174897979367097,
18,0.00400215918563079,0.0304285827661293,0.00893681502811688,0.0265659298948731,0.0205040754753519,0.0220026759972114,0.0109587715535211,0.00918517257958162,0.0419413550763599,0.0319236918220447,0.0265595963487975,0.041140301610421,0.0358294102453774,0.000175126430758173,0.00707558597540131,0.0284617776193704,0.0204511126712289,0.00224723275569497,0.0123921326570987,0.00612994333287355,0.0286812804320121,0.0198899754523889,0.0429925717882475,0.0259799935297247,0.00902602930870904,0.00879047656787775,0.0437057835173844,0.00521720421578439,0.00866785910000238,0.0336694780466441,0.0126641572101031,0.00496533464183105,0.0306134148648654,0.0175426103613368,0.0125294302352664,0.0367141792756669,0.00960778160749362,0.0448213903939366,0.031960210762314,0.0373901693289967,
19,0.0263775769842774,0.0443414325475566,0.00550523110482703,0.0427954607483959,0.00319974905937193,0.0186935125999919,0.0294488995709955,0.0258003153668832,0.0544433081304326,0.0150297425367251,0.0381384929115122,0.0116214297836468,0.00620668674458613,0.0227688775676148,0.0471668251588043,0.00629176198331317,0.0331142075841929,0.0624024925305736,0.00442098171348556,0.0264327459112932,0.01878171266622,0.0488287476666728,0.0226823621189219,0.0300195244483468,0.052511288995306,0.0279081746229789,0.0131777792063826,0.00423521479934966,0.00510132201544973,0.00335905431232847,0.0322728345538512,0.0235075321108462,0.0149729349679982,0.0203688925171893,0.00429805617775348,0.0122684981985115,0.0483670214028495,0.0420276916827994,0.0345896747933345,0.0542892328390837,
20,0.0424379359200907,0.00741831473961154,0.0538281846108729,0.0402568837324821,0.031630648898185,0.0083233550012774,0.0333073176954524,0.0152870988177244,0.0340235133129334,0.011548979353682,0.0439957111013306,0.0561043002066951,0.0268998494005168,0.0268912932349641,0.000856832181809649,0.0373107278401167,0.00669339334406012,0.0447651225153081,0.0158737809360439,0.0138193561970998,0.053390705084576,0.0547303173128613,0.0103276360074018,0.0175283469262238,0.0267963866102312,0.0374734524005057,0.0382281691230401,0.0100827386943228,0.0364192300489624,0.0145126886218648,0.02748549529435,0.00509312369585332,0.0282492260897747,0.0120270921069841,0.0163028632720905,0.0422423980033472,0.0299468078355783,0.00508524034416671,0.00603963897155398,0.00888576963955627,
21,0.00167862395091184,0.0244585445127939,0.00802783981243434,0.000695522605266449,0.0217239444806341,0.00749236164492652,0.00397074552979191,0.0256834410544612,0.0406189071390537,0.0307597219425693,0.0190273721607068,0.0364461028574951,0.0212786994780541,0.00763140028429165,0.0284075524982205,0.032950920155584,0.00314876163005523,0.0126006916337835,0.0126916555211784,0.0159369844668579,0.013194126919759,0.0209996046994719,0.0258460713120236,0.00821383007727149,0.0151822315478042,0.00110121437175171,0.0113506290981707,0.0331580382708804,0.0471157084297914,0.0153400025142082,0.0220311016619366,0.00281663894393467,0.0118663672545391,0.0398591660050598,0.00694066525460803,0.00634625624356681,0.02365386053067,0.034125875905947,0.012111727924896,0.0171672844787847,
22,0.0292091408071267,0.0117097795694347,0.0301111423397311,0.022373259824016,0.0238600868287759,0.0161238409375507,0.00348628050204843,0.0323345454206018,0.00615400632679503,0.0286365872550638,0.00940424121212503,0.0168494338839022,0.00164103141347288,0.0437147120300611,0.0385591289029829,0.0377493228148581,0.016953087508208,0.0112339738234211,0.0276781937186722,0.037677836289164,0.00349286155296022,0.0207445839685894,0.00860283257534765,0.030145131501369,0.0156909683690015,0.0348518279828909,0.0348987440945169,0.00302987524731401,0.00147854635203157,0.0136563068799552,0.0606482364093002,0.0333355421946767,0.0161504712519438,0.00679412138165506,0.0488451440205541,0.0456701528229756,0.0283532471828702,0.0120708715635731,0.0364033179837748,0.0200495482424108,
23,0.0517868524109793,0.00863234500488123,0.0510943951707009,0.00656768609351661,0.0286846377188277,0.0173496438547599,0.0291870950387965,0.0286939357778205,0.0360719256409103,0.0152756982902545,0.00124032756655663,0.0134787077749597,0.0322790014765629,0.013650998124177,0.000520468211599561,0.041585972919366,0.044477045161316,0.00219381587631272,0.0297741730619541,0.00243802547179314,0.0265583920101699,0.0108039272837482,0.00144373183186119,0.00931340483102726,0.00979833350505058,0.0223175737377462,0.0516374798483885,0.0164266791781167,0.0251211758973747,0.0192930290134157,0.0176445905460149,0.0588921230464989,0.00272729339441786,0.0194276401709777,0.00214363107601715,0.013590186554496,0.0233017153201954,0.0281284149501353,0.0316200523232838,0.00532636207201581,
