State,0,1,2,3,4,5,6,7,8,9,
Initial,0.00255912693032216,0.00143098399811883,0.00838808129092497,2.24564587425094E-05,0.0845870176665207,0.0294949384580919,0.00215779464052709,0.000526885865864058,0.481875606030931,0.388957108659956,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.00442557157921954,0.0632909862152637,0.11695068877737,0.176272608766275,0.313918285760206,0.120376280892911,0.0754390426566813,0.00242752627915899,0.328970446548147,0.330137268019572,
1,0.0418914916732985,0.214106493638749,0.0856132524145472,0.156685829435609,0.0304039624395494,0.146379184173407,0.223452549126603,0.183831638803613,0.102614997988651,0.0563420901068294,
2,0.0971087138199448,0.0320596116596432,0.148613323206641,0.044346470369678,0.191511915044876,0.0497194852024939,0.0947801561907158,0.0950065882392176,0.103280786635375,0.0530596298520005,
3,0.188325934115721,0.0494906203616684,0.0280062312553313,0.191754381962987,0.0566798254964665,0.00741904042833981,0.17459270735114,0.013005644655919,0.0861931675886772,0.103618909669649,
4,0.232919525609299,0.0534663246601377,0.230515811273216,0.241756843601699,0.0647504020642991,0.0160307947013585,0.0173909768281072,0.0091896809862213,0.0279760077791907,0.0594969705043971,
5,0.0499350847881875,0.0467524684115418,0.0104415462983497,0.0958746113656033,0.105422309956597,0.176570360411524,0.103200029813144,0.0133564216889862,0.0570673187079183,0.166780532477483,
6,0.010749765647374,0.2196663556149,0.030660384872307,0.0134107798996556,0.010671227764697,0.129310250160851,0.0654481262494484,0.122062027872518,0.212757093965521,0.150082705564387,
7,0.103443593392523,0.14587013885233,0.0719053714233109,0.0350494731023576,0.0148940419693653,0.216607706493763,0.09212335082037,0.0956455947347694,0.0262435274220959,0.00725892357409733,
8,0.123416890172673,0.0200478614435384,0.255118095414443,0.040077871805156,0.0976587569005993,0.00819229346202101,0.0674730551110696,0.220736211055562,0.0495426296707628,0.00540756144264222,
9,0.147783429201771,0.155249139142233,0.0221752950644946,0.00477112969098084,0.114089272603352,0.129394604073333,0.0861000058527203,0.244738665684023,0.00535402369365917,0.0678154087889533,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.0890875033449772,0.0115397941819672,0.125047304026885,0.25707975026503,0.0164566125596961,0.131973718599531,0.166389285503207,0.0989331234816829,0.0394960315692404,0.0371998438372297,
1,0.169287445348969,0.0928152859552833,0.158126238879942,0.0459040426475361,0.0335928258916656,0.159663687981905,0.315690779254196,0.0743804420606166,0.0608113523046197,0.155010886319775,
2,0.282016145073698,0.109271617676631,0.090167282090249,0.20724244482066,0.33536908321193,0.020368936997539,0.0462187399407845,0.0244573143142868,0.168705960773634,0.131049155246984,
3,0.0124801439999306,0.217034615839649,0.0325794092948545,0.0877250058602363,0.00230975181166746,0.0605206796538507,0.0779408427159859,0.298399167210972,0.000294434519428014,7.57367088139906E-07,
4,0.0169819329481833,0.022038734984639,0.0573600883641249,0.0224948357146383,0.181646559358821,0.00879902328958816,0.029756133578169,0.12101590958927,0.103443402752945,0.126766207055381,
5,0.00454211689535072,0.148762668704725,0.0451926929702117,0.01628659848852,0.14329812557395,0.0676836860407228,0.00081123916776681,0.181777118760327,0.386773822675501,0.312633957595093,
6,0.0472922558160995,0.156108991298333,0.133637056648748,0.014557830544939,0.0584634373756293,0.311596905239093,0.16716801484362,0.122141524664662,0.170936885392522,0.0442224200336179,
7,0.0703823935774718,0.176700383890062,0.225319886739547,0.29032880649751,0.121400786581925,0.209636707849324,0.116630356399032,0.0601146528797604,0.0558663651244148,0.0902933803711912,
8,0.307930062995329,0.0657279074687162,0.132570040985446,0.0583806851609262,0.107462817634719,0.0297566543484579,0.0793946085972343,0.0187807470384142,0.0136717448876954,0.102823392173647,
