State,0,1,2,3,4,5,6,7,8,9,
Initial,0.0112308314400436,0.123428357101973,0.00349764377746774,0.299928157346081,0.00365994092309754,0.392403579042393,0.108198903275101,0.00114085558531534,0.0129152563531319,0.0435964751553986,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.131606744969849,0.143535249484594,0.228014067702177,0.119992566532153,0.0409480589774149,0.0699458487203257,0.14302886624381,0.106762602111142,0.0717833958763017,0.115088752986641,
1,0.15276299014075,0.00162834160129975,0.0511672536045287,0.143096010285335,0.0827611122668398,0.0579901450522971,0.110283517185298,0.0916617943293943,0.200976986428209,0.0525381652046359,
2,0.0312367855670509,0.180821985046481,0.103509896875692,0.0941483674932994,0.0286008404814091,0.0653632853690077,0.125834372202817,0.145476849050848,0.0507891379934911,0.226326553005905,
3,0.10204419940509,0.0208159519097477,0.030700166137566,0.0566707102934906,0.0907827030616159,0.0806017287300893,0.00424694273483292,0.146192775215521,0.0140820227878959,0.134558524033531,
4,0.0673094432593963,0.18408885676394,0.0144377358329839,0.0355301294548137,0.279128842553575,0.193118994047984,0.024493051517505,0.142840321498515,0.0926608783798939,0.173182812577393,
5,0.0543857160150782,0.0150616714537739,0.179440912911479,0.00374304371983202,0.0908700317725717,0.0241320706234355,0.086158881362933,0.0837160281362938,0.161258674991687,0.0629504749087083,
6,0.132021676856861,0.089007792412695,0.14628814026123,0.064102294035009,0.138684043370268,0.0665719457349378,0.0878888930662929,0.0117992568993834,0.0358139539008777,0.128879921568452,
7,0.121206617153744,0.0791301581890554,0.0379827128047121,0.152349652131103,0.218297721775583,0.159042771111972,0.134945273220461,0.141717978172424,0.119637657475989,0.0123562367522173,
8,0.124183805400895,0.249918639452693,0.030217480181138,0.106708011304243,0.00470503142875623,0.150134161032882,0.155873544510673,0.0187824457738423,0.139480492785749,0.0589172088823735,
9,0.0832420212312906,0.0359913536857166,0.178241633688494,0.223659214750724,0.0252216143119641,0.133099049577071,0.127246657955373,0.111049948812622,0.113516799379911,0.0352013500801288,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.107187219835337,0.0773419704769137,0.12768567957571,0.0155768483069526,0.118102364257509,0.00971000127702356,0.0777688142124945,0.0731150808133014,0.160432623806501,0.134791248842293,
1,0.083723980920423,0.127933473667069,0.0356208124844328,0.0171131775260697,0.187897053877481,0.128428231105363,0.111775229143545,0.167933799466029,0.142100797295919,0.241656737887036,
2,0.191547374738518,0.221717257608088,0.155141624493552,0.239615064002245,0.15062309678235,0.0075066929863487,0.169701024498197,0.0812230461175543,0.294368511495692,0.0682814292280788,
3,0.0316240678604037,0.0238243564772377,0.13738707028651,0.00703081449144285,0.185820210602173,0.00165515813145245,0.0151630606996646,0.154960424875587,0.071591595726533,0.0252713123177061,
4,0.0373282832132957,0.191973381986908,0.020831658415614,0.00104828948852682,0.0151502951490081,0.20284925672126,0.0262353522530365,0.071689122468701,0.00835947268127384,0.108307169203324,
5,0.0470912348504291,0.0808235074510179,0.0669710131257633,0.298440503392969,0.0726682822797712,0.510126000125327,0.188372472744487,0.0517427891147212,0.00933539209602233,0.0643532830297431,
6,0.100734416041436,0.00852120005592772,0.0296194006959668,0.292474089298523,0.188028788638461,0.0330967671239943,0.177313259705155,0.151092601870343,0.0489425489921888,0.120995071600414,
7,0.260804082602285,0.203003505449744,0.204173448948447,0.0217351306783715,0.0564300488218542,0.0969027012261517,0.164026346361364,0.141874215874171,0.00710605156716591,0.181212751494459,
8,0.13995933993788,0.0648613468270823,0.222569291974015,0.106966082814895,0.0252798595913956,0.00972519130307928,0.0696444403820524,0.106368919399578,0.257763006338706,0.0551309963969346,
