Iteration,Median Score,Average Score,Median Time,Average Time,
0,121633.827651879,121578.299579484,3.128,3.26175
1,121652.969206933,121538.92249652,11.4415,12.64175
2,121752.131880217,121084.873987881,23.3755,39.009
3,121783.098140016,121799.464040161,43.127,42.1415
4,121827.712746304,121837.932233785,58.377,58.5225
5,121786.203139554,121785.139106854,83.9395,83.91025
6,121794.164931366,121041.457960042,120.0215,230.8105
7,121809.528406717,121794.963574539,149.6375,147.168
8,121770.055966557,121779.20782175,172.1325,171.397
9,121794.349491079,121793.80321048,215.411,215.2
