State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
Initial,0.0170172387982748,0.00560590789189603,0.00911940590522148,0.0183089030952536,0.00680530072422372,0.00476943837751866,0.0223859784312038,0.0185285531407308,0.035609301549126,0.00106235576211705,0.00741931216210481,0.0319952200608428,0.0249405462474676,0.0211283973667203,0.00165755293070955,0.00416709834753601,0.0229768917269223,0.00508452502703981,0.0133402411795481,0.00817391306469895,0.0155209828576534,0.00937711782239834,0.00348651300383966,0.00362273892141503,0.0119615200072458,0.00983805404291922,0.0170635637778187,0.00125304350112232,0.0022894233485371,0.00037868581096852,0.0117569517182878,0.0111913685743674,0.0292181422872364,0.00839121259938398,0.00104623432162127,0.00672223134568418,0.00473102401024759,0.0227277900583933,0.011886671219702,0.00939656086862766,0.00934475138391331,0.0145086814042523,0.00538444424815766,0.00147933854151878,0.00565569872550958,0.00882100670322526,0.00636054863604959,0.0170507527852556,0.00317500745550711,0.00476208157937614,0.00802824205901512,0.0185128062676446,0.0186393355882211,0.010261380553629,0.00513106561535852,0.00232676977287827,0.00182328487300196,0.00355162039669275,0.00217329438389428,0.0132019864548682,0.0142559574892933,0.00793347727497676,0.0127003270620112,0.0134117103883922,0.0123796370857211,0.0278955732048798,0.00100395901131263,0.0129081392603808,0.0173205173421245,0.0169893217028454,0.0234720048069185,1.11962490136176E-05,0.00953580881387941,0.0141804448131195,0.0105264077546753,0.00174552005567685,0.00593607881006974,0.000367911616844145,0.0294900450528973,0.00919615134127531,0.00281786189505826,0.00559797890687771,0.0114033075940106,0.0157724570156333,0.0103236164588594,0.0127865474227227,0.0194626303169198,0.00888952646983658,0.0222568669085036,0.0172810085606758,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
0,0.00264342722220888,0.0148706531311482,0.0126329176568465,0.00144574964850214,0.00116752956484813,0.0101715403878906,0.00684713522850741,0.016205520593828,0.0123037232017869,0.0113539402522258,0.0139474460544988,0.0112988876395657,0.0182429167915359,0.0100861202632446,0.0216459146665797,0.0179200177981258,0.014009240598259,0.0168256937795202,0.0173044823639985,0.0129201648649107,0.00346390538635804,0.00741760242982343,0.0142418492827305,0.0183017069097497,0.0130243661958542,0.0190135744446448,0.0105587064670448,0.0195120504268789,0.00786020616792802,0.00566129006857868,0.0164046278957363,0.0060958354282324,0.0208558096176766,0.00359078481353488,0.0123630995636528,0.00215438971718503,0.00287043495810186,0.00439237344959067,0.00653666635918295,0.00340077784926972,0.00828836452773438,0.0180118101370524,0.0179821680150699,0.0130480858515332,0.0109399419689966,0.0191198758018354,0.0127234955554425,0.0129729654050865,0.0200983604269355,0.000847258649289537,0.000297188322616547,0.0156067374330328,0.00601476641152584,0.0168484965044286,0.000931471577309162,0.0130606718953606,0.0161850764576074,0.00078430018899219,0.00390462209881348,0.00200765415830364,0.0181393000048045,0.0028528263120673,0.00563768211934732,0.0113199334132158,0.00292006700199346,0.00634930152284287,0.00733812142879914,0.0167327759556729,0.00257188399041207,0.00407991413367371,0.0162995564426838,0.00124688181301906,0.00321977501964787,0.00016974821111746,0.018595989750184,0.00956207375465229,0.00115777176178848,0.00622876663730828,0.011393053650488,0.00661588808917564,0.0168007891565765,0.00664514994268324,0.0130478425345627,0.00333828469162406,0.00129198178121849,0.0158460473317506,0.00150509239645316,0.0133105724091048,0.00453757249743286,0.00426286424120404,
1,0.00496269649200308,0.0189409159272945,0.0193012095510631,0.00506588833970206,0.0142039824292474,0.00854629054553402,0.00287425175963388,0.0182508792495845,0.00118641904458861,0.00830687104290231,0.0142182148506653,0.023369537158145,0.0202460470111229,0.00434904156433268,0.00561133484133229,0.0156922411010417,0.0105119873197581,0.0156385793198644,0.00443717740819888,0.00875885502123397,0.0116307693385263,0.012915121874836,0.00785111586521865,0.00249069953949164,0.00306130789266587,0.00364353572540553,0.00367039900691317,0.00352604225025894,0.00518959917201091,0.00516894467791692,0.00329831630986593,0.0134615768410541,0.00341872943304979,0.00204514522846683,0.0177917831598231,0.015631160335383,0.0145165009656818,0.0134600173839169,0.0167270721247073,0.00134642365613128,0.00796304440948905,0.00353237743674491,0.0195608048677194,0.00909270946855348,0.00862902353655629,0.0120414763028265,0.00349580966807193,0.00530923612516001,0.0091995676498788,0.0126907626209441,0.00686004781262992,0.000507021195199856,0.000350829428617829,0.00713839740578814,0.0147245952632262,0.00834305305464297,0.0186563922930093,0.0139934606278194,0.0091414471144748,0.00772939247395484,0.0105875967533106,0.0140798298040891,0.00365555593409645,0.0114677242067278,0.0109015285303383,0.0133217009052994,0.00120290063753074,0.000352566645413112,0.0147065503570765,0.00567850180123199,0.00612430860399919,0.00751704955859999,0.00991288291463383,0.003372949814646,0.00645855699467815,0.00409530544546749,0.0143264648786544,0.0046330224201999,0.0204606091936226,0.00430382247461977,0.00182648724016233,0.006736671638824,0.0141258467349056,0.00618278246848651,0.00809848879502848,0.0114023332559519,0.00882063378297885,0.00960982551981887,0.0022272455816897,0.0146185867867863,
2,0.0198370090936407,0.00665449138519034,0.0156063198099526,0.0150449484092338,0.0176873069074968,0.00557480030359399,0.00846155406342831,0.0115488867374205,0.00709125408870104,0.0157677768021121,0.019437225700403,0.00230701119858177,0.00671096725450227,0.0126143454849688,0.00578624237294096,0.0151454775242974,0.00398907815121954,0.00274240503820736,0.0146306769819508,0.00988182109266228,0.0135384605167284,0.00469730855083402,0.0152936910863698,0.00411153307815246,0.00601957779384079,0.0146517349548955,0.0130297589778055,0.00456443202240317,0.0111587882443414,0.00864989006891483,0.0145400399915586,0.00263854435468834,0.00317921853766903,0.00869106570172185,0.0131835375604661,0.00949127560541798,0.00547298329773306,0.0125397585558802,0.0171196435054142,0.00327866051868416,0.00484545723816999,0.0113127108697556,0.00845004332498672,0.0155273331041605,0.00519395379788465,0.00974011302960915,0.00435288251396658,0.0168460310798694,0.0101731179346388,0.000692636280845799,0.0150050317543158,0.00710664537349168,0.00950500537252643,0.00346933901586347,0.00827200073149506,0.00495072386477651,0.0130379481392,0.0149024104769604,0.0154717846381234,0.0194076345854068,0.00250789475883956,0.0184542757232632,0.0131691376842358,0.00812060066361259,0.00599661395681825,0.00261632599006784,0.0127429337994604,0.01365663465997,0.0028128068403905,0.00633941947072182,0.0102009564647443,0.000419768972712736,0.014610986710814,0.0204486458825921,0.00526661097251529,0.015125026080208,0.0175106196279745,0.0143444764070242,0.0137772097779067,0.0142721898445444,0.00243976429626748,0.0198947764944499,0.00324961481770004,0.0115355450303212,0.022843789336789,2.54962665248361E-06,0.0101823017309836,0.0120870708853409,0.0126469143862824,0.0151399892733268,
3,0.0136681157901554,0.012381399206382,0.021936044031489,0.00126088439290143,0.0176313334350192,0.00295653678215654,0.0209984613461256,0.00338701147309907,0.00532822806558168,0.00661861937646536,0.00726051521950797,0.00561538514567166,0.0138929584517039,0.0143608599637694,0.00211413757197648,0.000186197596727661,0.0125710322586328,0.00910849124389061,0.00257006802631196,0.0134435380071244,0.0195405304223139,0.0138058901839078,0.0198949851960199,0.0251221757256323,0.0102031407754573,0.0137974349681071,0.00999924554970637,0.0144250653433258,0.0139566824364986,0.0185753672910825,0.00647908567669227,0.00397865024378216,0.0172529315050388,0.0169969930479483,0.011660662140446,0.0145290420556824,0.00139017052675885,0.017480939897338,0.0135251579034441,0.0166770097734708,0.0157687312113715,0.00812507512687751,0.0153514024726473,0.00676147484144873,0.0138911438225932,0.00874042868594789,0.0140173928642264,0.00436402770669085,0.0125720744219738,0.00444178757306788,0.0151203015773716,0.0198106607025995,0.0194189743279806,0.013805880882758,0.0107638606671308,0.00422472344358541,0.0065468817779003,0.0133935421092867,0.00208518021219554,0.00969353361933625,0.0102969399277567,0.026876259064432,0.0217180366600569,0.00963762130136556,0.0145730646668593,0.010151972442174,0.00378906159819186,1.51710331310858E-05,0.00760772234886062,0.0144805681631209,0.011746922252241,0.0210478558779261,0.0198820040881097,0.00677413012104001,0.0160375400065125,0.0088219832897131,0.0175340634614351,0.00033339756931852,0.00186448412548511,0.0182499200019121,0.0133020237660067,0.00502671698394072,0.0166555450246732,0.0148350406815545,0.00260686235890441,0.0171538252573499,0.0176091769067384,0.0159019826803732,0.0188917761517194,0.00475250347180052,
4,0.00332729359992589,0.0199996162851215,0.00267478303540729,0.0136782977026209,0.0110438548118897,0.0185797538893941,0.0148294148980405,0.0211582455275673,0.0122320662851621,0.0218204735752409,0.0203246403254945,0.019129374489314,0.00293762757859263,0.00387313068113424,0.00106885905844313,0.0214143553551204,0.0114578317010345,0.0192586105174569,0.00385718520964312,0.0238473516526337,0.0154455612562355,0.00702580415909987,0.0111243534819313,0.00423285415166015,0.0028801515507109,0.0153067014837211,0.0111330306511566,0.00678492346002368,0.00264052955118494,6.62815977028042E-05,0.00913618140387603,0.00311704297837627,0.000246751311599412,0.0111657354131871,0.00329412745458234,0.0166686215931,0.0115291433132905,0.0145296315253828,0.00634164704160386,0.00974519402299603,0.00902181796704639,0.00524221501517927,0.000134839682749845,0.000887433776982226,0.00321325066411691,0.00839973714662307,0.000497926836455355,0.0138767694855437,0.00539409385151422,0.0066187297718694,0.0152364195122318,0.00699812309758026,0.011397141932447,0.00515102491272133,0.00271174423340774,0.0037970536414295,0.0141281582216536,0.00732781786541233,0.0206461432446628,0.0209999951056131,0.00895624576304453,0.00243069508669487,0.0203762799505312,0.0184138745970164,0.0161374637945507,0.0215035479409507,0.00992604445754685,0.0113546050948344,0.0115919050164965,0.00487477937355528,0.0193898637230855,0.00724849746907349,0.00292550009431911,0.0228068741940298,0.0192894894834408,0.0213220220344501,0.000417620055431143,0.00659868193099146,0.013334104432629,0.00758617091892424,0.0101765025346164,0.00845031782388411,0.00830343787682741,0.0104443012378199,0.00774988182747853,0.00728124516260123,0.0167545451666018,0.00272206448926921,0.0158519231949554,0.0131392844427798,
5,0.0213925081465165,0.0166050248156441,0.0116882719159955,0.013414794932109,0.0146740783682938,0.00574570023200534,0.0138007767857944,0.00102122282828601,0.0133969316287823,0.0143113889869299,0.0220739964399473,0.00332417573218323,0.00575576564897849,0.0205568685380513,0.0103453568602284,0.0127573596804901,0.00925622900298153,0.00850142287844584,0.0163499479148776,0.00166913586166289,0.00841534526026854,0.00185025128721752,0.0239180665095049,0.0235087494542403,0.0046591347420538,0.00152434056500146,0.0234341663823001,0.0179875152404715,0.0155475632391539,0.0179148409607359,0.00940681324455072,0.0162415192279932,0.00549288208880062,0.0217357802222154,0.000718639812470885,0.000131225161383793,0.0222303943983955,0.0136628406965855,0.0110940999293297,0.00353033611572859,0.00107801547657262,0.0199596120879947,0.0233929687535896,0.00505185136207737,0.00583748955485925,0.00933021132580636,0.0062139299358564,0.00845625336410921,0.0136757501992982,0.0125834714606444,0.00555322916222107,0.00356541432720309,0.00343017785419812,0.0200034261951414,0.0200673903259426,0.0058936107416337,0.0203122622325582,0.0194108808095459,0.0118453794736526,0.0172953309494123,0.0216944151834672,0.00810558553157259,0.0135413102374252,0.016928145586172,0.00738991083117751,0.0108518218958779,0.0238129656184817,0.015851042067323,0.0121483791299652,0.00443487007732528,0.00542045507984548,0.00829528528535357,0.00311200728299843,0.0219911005423422,0.00955601359441813,0.00234967794587446,0.0209495883848074,0.0244137527059149,0.0172603940744823,0.0232925063436105,0.00454692786042256,0.0169286929987198,0.0225053293800789,0.00931242354665566,0.00896910628312893,0.00457224845464741,0.0092647999486261,0.00763430125055025,0.00767924741155359,0.0198787329396273,
6,0.00245093669352204,0.0119564197671028,0.0206843477502307,0.01252740576848,0.019545208910873,0.00398130810119599,0.000133303684249298,0.0159349556971461,0.0137813324509694,0.0103364391810541,0.0126364839696483,0.0137694620793845,0.000927977379119814,0.00911309132344732,0.00966336280348102,0.0189345413330322,0.000450305685145224,0.0205254190346659,0.0137498518098635,0.00522771349404911,0.00687387225940454,0.0171279795169039,0.0227206073341302,0.0239909985213053,0.0200511904033797,0.0148246437854784,0.00872492476033663,0.00392764956109665,0.0178502404581335,0.00187409750631853,0.00618174128244653,0.00231974779402004,0.0124016029441066,0.00326941999721174,0.0200208590472228,0.00710289677201491,0.0264660557741331,0.00712742075654455,0.0153429277088701,0.00628736903591675,0.0124404207081948,0.0108427988041115,0.00332096969158637,0.0132415439139113,0.0203214084535842,0.0157699349778139,0.0151341523353416,0.00513672816276967,0.00740804024678938,0.00354989094244851,0.0139685788428941,0.00377204255189542,0.0135504859644497,0.0186253691231312,0.0107293106423228,0.00798230166585417,0.00509812627021869,0.015422222819289,0.00752552902704115,0.0110191271740411,0.00144192821587494,0.00966877888800368,0.0176120034063793,0.00921141216449673,0.00907344343357425,0.000356848621124098,0.0236443773485209,0.0182669253591035,0.00983752176284066,0.00974360857034027,0.00381429669033468,0.0146739053009092,0.000243357665973473,0.0177693134241099,0.00117428761967643,0.0208163838742103,0.0229303902415087,0.0231530296711324,0.0105068892314678,0.0041719247220322,0.0112729039409362,0.0184058451729819,0.018190523754861,0.00528357988654061,0.0230713906643132,0.00235470666708142,0.00205337820546184,0.00491243743810774,0.00261749034385785,0.0139258400415006,
7,0.0109276012549722,0.00140031218347996,0.0108060622925295,0.00671916552964955,0.0128962290403027,0.00672252428187857,0.00296562252557626,0.00480444438345982,0.00484359653334055,0.00412633195720065,0.0084728485293881,0.00987052144030847,0.00542388616172853,0.00448483345954052,0.0112275153874195,0.000955241037514589,0.0137068378346923,0.0180259136599891,0.0199872112612997,0.0158400055940188,0.00428122703340174,0.0185443531692113,0.0132765165768787,0.0189843131191121,0.0182575658916896,0.000352365301212049,0.0153394387287196,0.00338035073556749,0.0271396041176977,0.00920255374139168,0.00640531398355189,0.0104616013983747,0.00574246130070169,0.0056677032229978,0.0140332233495909,0.0121224981100132,0.0101164665495494,0.0217408177707065,0.0112051414043861,0.0138466234773629,0.00927519036658625,0.0141310873512402,0.0158023815424926,0.02638010979641,0.0184184812468433,0.0087936851329686,0.00122795807151591,0.0161412137363092,0.00948628410396197,0.0109257618309331,0.0257371064023824,0.00996460479370403,0.0143209612200443,0.019272934373614,0.00408239067568161,0.0185241271270473,0.0158577589070648,0.0118233598105456,0.0171465199438178,0.015844803874215,0.0191523020047634,0.0107677843153066,0.0218221990954782,0.00876029808607312,0.0193809352860521,0.0076321253330214,0.00693259713821742,0.0111706507967923,0.0207906754919761,0.0180843648707699,0.0156655907042713,0.0283130952185433,0.00438435394692162,0.0194669129655814,0.0129984078215435,0.0113058301960956,0.0138543785362181,0.00154408055142421,0.0133183905913132,0.0165777249123936,0.0109300280214435,0.010824236359518,0.00498343384640206,0.0197825477054021,0.012655425330093,0.00999495924284044,0.0157353268461889,0.0145226002205463,0.00537591992174031,0.0137555354590879,
