State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
Initial,0.00933838699848386,0.0843472922543679,0.0147332552363139,0.0729548235442851,0.106805301469851,0.0107866590597816,0.00792192658002297,0.065059742508592,0.110944682143314,0.113823049712046,0.00534491349587754,0.10468577846741,0.0129014596948844,0.044891437547014,0.00695144400721756,0.00116038829830629,0.127730262523003,0.00632675932137988,0.024982900546405,0.0683095365914412,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,0.0851611364276459,0.0813849881636116,0.0455059891833908,0.0566235537468308,0.00871942864909396,0.0500992642597822,0.0530371296038203,0.101035246413943,0.0149142524811743,0.0401384334992114,0.0555611178848783,0.00858747206191838,0.0401727270677727,0.0889619660553623,0.0389856311722412,0.0184464123892994,0.0232024623769555,0.0786654619615959,0.0942413656598986,0.0967945572507085,
1,0.0844452741029782,0.122989887906429,0.0452549163526333,0.0422009823599961,0.000779226443967317,0.084975737098902,0.14215589065357,0.0819252758041121,0.0130724959772468,0.0474562102939399,0.0725374461811856,0.073924783014728,0.0917174533093811,0.104761815916504,0.103667868742679,0.0606953994378259,0.0795937674492,0.0178635708750394,0.0914496168793854,0.079387637365691,
2,0.0645883538347686,0.025767775087424,0.0297780153200645,0.0362311248422189,0.0835081913522017,0.0385860590102443,0.0698719098265384,0.0175785698876367,0.0268202849264303,0.0767856092066118,0.0559167721038398,0.0854427812540297,0.0651940611776739,0.0693724336808082,0.0265027410429494,0.0234352764580492,0.0692196214134431,0.0725067810623705,0.0423324589400395,0.0814446488344496,
3,0.0724762071925319,0.0602672448858484,0.0229283959307454,0.077611289982986,0.0369446601812004,0.076773072350746,0.0356288842873953,0.0603881439473202,0.0643047121106438,0.0645219892068248,0.0441373847658789,0.0836009529569777,0.0448686349361564,0.0098000729404975,0.0687572743224904,0.0398420985809407,0.0125545235316345,0.0453954213240765,0.0615508276884635,0.00973929001126289,
4,0.059667097607163,0.00713938073665856,0.104426602461302,0.0194400290513096,0.0337077432272971,0.0679591115658961,0.0199463060859802,0.0355979827074799,0.0713116980235218,0.0341160009929618,0.0219711263756195,0.0768528106181374,0.0386954992476914,0.0658891788694138,0.011361290997749,0.0551640158159991,0.029096226121694,0.0823317011293483,0.0272075561246441,0.0375806454495793,
5,0.0505588078865657,0.0246019024669038,0.0844066182691176,0.0425483190859217,0.0447995649756882,0.0263322280502876,0.048915710156186,0.00450029809082328,0.0057116917244025,0.0218036057269103,0.057245308463907,0.0143050664203879,0.0465624861766327,0.0483123067796398,0.0649966659580727,0.055216449002599,0.0468233231552465,0.0189536172308967,0.0392356887213361,0.0339811718090049,
6,0.0661648611516878,0.0514811188542092,0.0205986618077257,0.0613164330264852,0.0939783923994428,0.0906687503211793,0.0359981677087059,0.0114418249919948,0.0637712737094982,0.0918967605517903,0.0797263936946037,0.00587855733543933,0.0673097951109136,0.0487979911804816,0.0389969807993113,0.0326178290052565,0.00806576357396559,0.0654412814844101,0.118075721969474,0.0618252220290436,
7,0.0530061299314233,0.0454766223125027,0.0436505402354419,0.0459150079014237,0.0428786300333256,0.00598341279146847,0.0798432468540096,0.067009426806674,0.039925775567457,0.0517489725341606,0.0766790261924333,0.085237918922011,0.00935369457521755,0.0188387873037976,0.0479073031588723,0.0185443063085298,0.0517361033841265,0.0152416016405717,0.00165065702303358,0.0443936077511176,
8,0.0127863930211002,0.0414338674793319,0.0663031755740295,0.00308349235415082,0.0508054407421904,0.0276224279014075,0.0783712215700472,0.0748776119577217,0.00426004877837495,0.035827334223511,0.0644937397828419,0.0258075112631961,0.0467298773691441,0.0733067592712662,0.0392312727613385,0.0624623844267279,0.0799758751393158,0.067369615840638,0.0602507189350257,0.0670897205522186,
9,0.0537597364232154,0.0537632634289652,0.00134370312176647,0.0911091932361654,0.0548009074367413,0.00422044337646488,0.097231202046875,0.0122896236869069,0.0287450587323941,0.0145844297260089,0.074945103390936,0.073559408339068,0.0369519970775182,0.00835961908393779,0.0608102810370046,0.0105089140301293,0.0297212580245403,0.0707848864596907,0.0722804361086102,0.0487058152964697,
10,0.0790438871201604,0.0474802715519958,0.00878850767288614,0.0276930949528874,0.0677269963773329,0.0297919350524606,0.0427989844539904,0.0482386646525342,0.143258456079129,0.0342096540295816,0.0593930771522124,0.0220627912437197,0.0577530226006187,0.0651628202789314,0.0662633657797857,0.0684549373174924,0.0897173782936855,0.104571340934287,0.0360202525584427,0.01452342428697,
11,0.00923782810661828,0.0446517302783001,0.0830873134703125,0.0726444570680405,0.0537616386669728,0.0477822075910154,0.0226953336041037,0.0156568072707451,0.0628284173058335,0.0517622799711731,0.0520153307262671,0.00798071797604523,0.0189742195661761,0.072099520216775,0.00486857309096816,0.0453547920979956,0.0315274999758159,0.0364187450457806,0.0770870574549226,0.0375835768216488,
12,0.042608190277288,0.0719330840707798,0.0567580324944889,0.000666162249658431,0.0358927300901581,0.0498688673532044,0.0127368137850923,0.0225862696319929,0.0372980487631214,0.0380313249809658,0.0711165182332915,0.0239022293089141,0.0557726504333979,0.0862220021702375,0.058072824927649,0.0391764902300472,0.050922392001051,0.066353640530431,0.0854876325385396,0.0514031632385446,
13,0.0601741478977064,0.0176900580693971,0.0242630100030544,0.0638647274036339,0.0395340223778243,0.0804442231101152,0.0210803745449227,0.0551862715523629,0.0453853850630327,0.0346120683163011,0.0323312354669209,0.0841323207227987,0.0680295475462161,0.0528761129365173,0.0300185824410206,0.0438299416252061,0.0514129242146765,0.00387682705516631,0.0794669168907001,0.0812353448587742,
