State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
Initial,0.036149604944657,0.021659126350219,0.0065918895013714,0.0123888611824316,0.000788266023476137,0.0015546714443071,0.0157948619478117,0.0140948055015385,0.00624135736313327,0.00719105699290381,0.00158635194804093,0.00628478826576182,0.0173345809119639,0.0134142632767247,0.00517449489056139,0.0147542595033991,0.00343376743301368,0.00537156632426799,0.00287813705366642,0.0080851436879495,0.00309672448363766,0.0231939733280929,0.0033572509328567,0.0259846632781151,0.00293929606029801,0.0281237501514941,0.0218124949575329,0.00456090951774988,0.0128376604161621,0.000815568802736516,0.00907455994886995,0.0162279544323461,0.0323824995541336,0.0316730123371786,0.0180342378908581,0.0094795901159687,0.0034657017904824,0.0132270951521521,0.0169101239488394,0.00167409693212154,0.0237552403888741,0.0152680441335523,0.000916963350493908,0.00286024666958195,0.0144969063950854,0.0133765783181325,0.00530878508004541,0.0219185137617025,0.0311805536020102,0.0062623193392071,0.00251676786676645,0.00752899502439769,0.00695204657163866,0.00638208379109765,0.000196978660185565,0.00199594324373125,0.00733041802384434,0.00973033485613137,0.00677177251322838,0.000700377688658449,0.0156940745829112,0.00441968654315178,0.000515811473487831,0.00431225620114681,0.0157386858086476,0.00867356131080672,0.0168511630775441,0.00372254584723364,0.00849966124903037,0.00923435145475595,0.00187074670074618,0.0061709849285083,0.0183920909007655,0.00167355344529168,0.0130688945630113,0.0265379106091954,0.0174277693914181,0.000159377304825989,0.0237337977246165,0.0122548602779341,0.0122997916608939,0.00809878272227435,0.00405659347313141,0.00791476202856841,0.0438692320182832,0.00647048056027061,0.0161282142345969,0.00948462489957737,0.00902790393975417,0.00860494321043124,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
0,0.00820944726819431,0.0127358060290389,0.0176007737480633,0.000191758778374504,0.0096864209403526,0.0110082729599171,0.0119617452904121,0.00248589196538563,0.0108347632362515,0.00566799982901525,0.0137897122748772,0.0157527551781753,0.00527826090432897,0.0113296499280009,0.0114795495999618,0.00218831986725837,0.0156540777498464,0.0052307507987627,0.018781121811377,0.00187578802896381,0.00173496552341511,0.0074493223580295,0.0098031765913794,0.00239566896988646,0.01775271824066,0.0100501341970005,0.00432753736953867,0.0128629834541764,0.00527806038202019,0.0147170408893909,0.00232374861473447,0.0191202741420683,0.00987107025415526,0.0133925398305789,0.0172961958231915,0.00969317676786459,0.00756704275877515,0.00495538893812448,0.0192301721927855,0.00839417308378985,0.0129637144673331,0.00686957342712747,0.00300470352136324,0.00258369046012968,0.0149307078776991,0.000947127718897399,0.00547714806102273,0.000918643252304427,0.0113376209335066,0.0105343642690234,0.0104713040653357,0.0141993276602868,0.0215742209720252,0.0124931896293078,0.0078832247505623,0.0034477917134816,0.0067162562673634,0.0200000210255437,0.0134372686459153,0.0182265192219403,0.0233255930954277,0.000976191632030896,0.00747210833126234,0.0128049769823712,0.0121974216387311,0.00990521675332869,0.00780112530649329,0.0122193365319403,0.00234800946075802,0.0128211374333764,0.0145574615458116,0.0114613425518847,0.0141125739265827,0.0138601182556655,0.00275681769086543,0.0172646490027693,0.0150009981058874,0.00977675335261981,0.00419612486210859,0.00082021628042259,0.0123498303261209,0.0130424458780223,0.0129146257443417,0.00718120222604342,0.0042787245100952,0.00829249993102303,0.00974008086568824,0.0144103122564194,0.0169274057890376,0.00331066805845497,
1,0.0119165990505424,0.014113366189599,0.00520356941708771,0.0116576271129447,0.0126258496597778,0.0172718692827058,0.0129221128178423,0.00602349910576207,0.0123199959164053,0.0107141609279687,0.0177949927647995,0.0149494276663342,0.0131333116414447,0.0171538596853292,0.00939663962651851,0.0126504556342586,0.0119443764610767,0.00726335671974343,0.00558841350011659,0.0200946985119415,0.00136201677194864,0.00214210451953897,0.0138542861168883,0.000627241702930004,0.000428738254710502,0.0149890041242039,0.000412844147553191,0.00834311155953259,0.00644870538763177,0.00818659005147588,0.00727232790157344,0.0198939560637425,0.0130042034797715,0.0101001098616439,0.00269366319650698,0.00565239750888955,0.017803925145317,0.0150657516480876,0.0164840125211166,0.0175852429499709,0.0148968457040634,0.0136096194316328,0.0180362862024184,0.00456300863902358,0.0163733116738213,0.00588579023579385,0.0103148856875908,0.00541912794135372,0.0167258087982274,0.0089131865252425,0.00541651036285496,0.00783650875133011,0.0196772731180746,0.00728890952081487,0.00414950043114213,0.00544042016021681,0.0109691652709606,0.00707444161782367,0.00902434503767457,0.008332823566935,0.00405035930288269,0.00338495380717044,0.016787740039328,0.0189792757773862,0.0149603243411327,0.00988732696815628,0.00948018242611147,0.00271739207235612,0.0154644385890711,0.0180826166896919,0.0028179784700658,0.0121727326239752,0.0047388002760531,0.0138616333685241,0.0161075396339115,0.012854665780826,0.0116696040177988,0.0161488187313869,0.019058194117807,0.0121634955495676,0.00611530070472768,0.00738552592647146,0.0107841858964553,0.00499406822117293,0.0163733341527582,0.00811454182373554,0.00581292012958108,0.0168789682980868,0.00850402352089591,0.0130600168214665,
2,0.00803701865846867,0.00508820848508812,0.00191102782753212,0.00351154257107457,0.00222810692383483,0.019580188304791,0.00317209892460861,0.0180520911613446,0.0187455684508216,0.0208318140084143,0.016671305148875,0.0013290568707451,0.00366134117039456,0.00125062358202716,0.00169698342056267,0.0157119644781639,0.0201105008589642,0.0216280332981954,0.00639144279126393,0.0207668442730325,0.0105764109885212,0.0226241148499814,0.0041756981927679,0.0187829661174368,0.0212539460376979,0.0135779141626826,0.00708288940699571,0.0225925316727088,0.0200778853439804,0.0119933676456445,0.0144973617177935,0.0233128196260876,0.0215398516613225,0.00297087581541671,0.00426509304531889,0.00440205904884068,0.00683877004882278,0.00881663565908493,0.0250177754269162,0.021003627417968,0.0191737118493894,0.0164002325716952,0.00202325712889701,0.0195201143026301,0.00994992082857296,0.0113344777881231,0.00235377423232169,0.0103963101914174,0.0156364166188376,0.0128263659568902,0.0198810757915662,0.0049868691447333,0.00339043423138136,0.00398158152067958,0.0107744026002442,0.0157303466054072,0.00100442863301218,0.0107793957692716,0.00646049363574761,0.00545311338250095,0.0102324446286728,0.00113956647009884,0.0081118199223051,0.0045174423019048,0.0238984663892604,0.0174095214930981,0.0012685488066539,0.0140443286170839,0.0199772153111658,0.00657328240104509,0.0101979248564302,0.0184057353673051,0.0251433106588153,0.0130301380326759,0.0194671847523554,0.00132151465178397,0.0128030209148368,0.0107045778396807,0.0114293565077506,0.00938312024564134,0.0192439685641186,0.0138766735513663,0.0123128632159889,0.000850339658483796,0.00722529654407106,0.00431587267677866,0.00301318974043097,0.00977517908408043,0.00775801144822241,0.00438790234719953,
3,0.0119979401370911,0.00274872136884979,0.0132241962155025,0.0177001646994356,0.000140873654611186,0.00686358909631144,0.00480692786585976,0.021412743366562,0.00317878481099691,0.00944892806817472,0.00130585267106417,0.0101643762732329,0.00720587789006761,0.00336713953255718,0.0100051674230263,0.0183150322530407,0.00233553700932234,0.00234493588677787,0.0193610587480797,0.000529366300482552,0.0223009382518568,0.000782540031554157,0.00494758281593944,0.021094320920272,0.0229268167766849,0.0195061795463818,0.00238879604661693,0.0100305570846624,0.0129244584762556,0.011181416706276,0.00168040360289614,0.00548291194652413,0.0139218607395499,0.0235721113347232,0.0140868616020022,0.0125048965467059,0.0118771564048963,0.0137558068266072,0.00939373711776567,0.0012250156608008,0.0129050653923801,0.0179456027229299,0.00134920429235731,0.0115374230309291,0.00330268609625747,0.0141698154004381,0.00970548803262465,0.017333170407249,0.0175221952585794,0.00311560154477904,0.00946227971207522,0.0119893987972607,0.00933477739546669,0.0023559200743546,0.00363373276462203,0.013174032164832,0.0166318379811726,0.0123705353674691,0.00378055825844639,0.0172427437320052,0.0224721399930337,0.00578457156384531,0.00408661914203228,0.0221868283404632,0.00174103850649276,0.00469752464276083,0.0196259341139366,0.0131743505647665,0.0139255223788792,0.0237258584363669,0.00282468114484918,0.0124894018507415,0.017068443386724,0.0018297976615695,0.00655700995885548,0.0121651094347606,0.0101791025805921,0.0112813577514303,0.0198898052619595,0.000749044485423841,0.00254683885677594,0.00139567601354207,4.66921875428745E-05,0.000405499881012442,0.0120936059146048,0.00778681880067694,0.00775420640477767,0.0209687880402233,0.0125479863300799,0.00581504586200416,
4,0.0147589612230059,0.000445010801732224,0.0165625066599394,0.0083155323382214,0.0115070328027717,0.0165565225524034,0.018984562009823,0.00301566051717133,0.00261381981194658,0.00629349575095251,0.0156833855623879,0.0136970569117053,0.0117497665345726,0.0186915944314294,0.0196144300874945,0.020591963730338,0.0165317854229329,0.0179221432947122,0.00654991225249434,0.00680557971928212,0.00279535639458049,0.0083233409948535,0.0181942742406236,0.0170310591992855,0.0195429513083297,0.000285818426810437,0.0252247851129643,0.0137104456975923,0.00914982343837499,0.00609216442781401,0.0187188268519377,0.00821876176088483,0.0206758737418765,0.00268711438640382,0.009225734851904,0.00296170574040384,0.00352364310749044,0.0161359482857399,0.00439578514858901,0.0143879171397312,0.00211825009171379,0.00704644233589805,0.00646031913457636,0.00047202955535225,0.00620676050870604,0.0180651653634821,0.0192843510397745,0.0186991604179602,0.0136100780654151,0.00630346453986106,0.018367135773504,0.00947786580094465,0.0156770401554281,0.0108307055577421,0.0151256417948641,0.00673998726048128,0.0179627629981709,0.0144785895207141,0.00159960783575242,0.00281329249734944,0.00863419293485285,0.0184125331419623,0.0069679989049603,0.00432924986395363,0.0189757264348438,0.00827036098161456,0.00379854597687763,0.0176342149641607,0.0155625173581151,0.0216325956671496,0.00416179451149509,0.00977591946638275,0.00436548394917965,0.00290513656070164,0.00672344146167583,0.0154648453270414,0.00952559727660169,0.0153573556077011,0.00242431348537911,0.0181008482068694,0.0045072451365714,0.00313201524336222,0.00803169768668517,0.0143471997972957,0.0249151445942509,0.0133687555304056,0.018194885715441,0.00507898347391668,0.0178113831691824,0.0161000679855034,
5,0.00633297940172912,0.000894510310365486,0.020668314538718,0.0207433453576549,0.0142467009874111,0.0160493274157073,0.0120048428668315,0.00678766467664157,0.001363286342387,0.0030146155923718,0.0177481157706121,0.0170372063340421,0.00981827718022626,0.011536945287932,0.021104489978084,0.00953633542249125,0.0197677360493831,0.0090537800872866,0.000565725514021408,0.0143740950973541,0.00408108029371604,0.0117806545060241,0.00877511980374196,0.00297029285415892,0.0154746699194368,0.00803007901091527,0.00169249152105159,0.0160876927959683,0.0100138358734367,0.00284542641584618,0.0175702621528847,0.0187180683384574,0.00554584715522713,0.0155896022710757,0.0212005329257568,0.0166109650735502,0.00431449567275133,0.0216099030259674,0.000802550301126395,0.0140892278555205,0.0126244483478191,0.00997041800390813,0.0183081028430429,0.00572654420269658,0.0165227619485332,0.0196455671805817,0.0165283250736674,0.0152459349918507,0.0185361513970564,0.0239016782754678,0.0178010376654231,0.0163543432765185,0.00376035856621506,0.0176758891491481,0.0203225454697735,0.00222284544767881,0.000692372502168505,0.014486402495464,0.0103156009250095,0.00289801293588796,0.000188789218742075,0.016726198411151,0.0104369122943474,0.0119433642796917,0.0202026059895008,0.00873460372311368,0.0130098305588912,0.0179471466715526,0.00543719932853235,0.00438276838351976,0.0179397379223152,0.00147764495206752,0.0160362112983886,0.00907423092799942,0.00214976286872437,0.0209376516199074,0.00620877284544109,0.00348182940177527,0.00494189693219828,0.00215375770734615,0.017627374036896,0.00990269034624646,0.000359527784514156,0.0207643577096499,0.00958990015255991,0.0092202882708347,0.00782169248226668,0.00331541588885112,0.0192906673881116,0.0150142401540762,
6,0.0102483676437667,0.00817041070722881,0.00399437465950955,0.00200550842783145,0.00407095465310284,0.00969241735689375,0.0220356271249495,0.00977701830230607,0.0120957594741254,0.0105539699657221,0.0149975251791847,0.0110278860284481,0.0034322343988102,0.00890738320994068,0.000596628169947133,0.0157256288006455,0.00920042355212231,0.0173849142972832,0.0196238022061592,0.0128333083490466,0.00392755849504934,0.00882494143533468,0.00709463490904789,0.0140352608174713,0.0148372371479393,0.0159029207185233,0.00499395535564636,0.0165155015532781,0.00540317981631392,0.00627672383262728,0.023071691390418,0.000519423121585126,0.0162515057277177,0.00987756876729229,0.0201188315078809,0.0132914822912941,0.0241453915350427,0.00411625397621241,0.018941772870019,0.0103171388852531,0.0130241612310001,0.00893933428458215,0.0144445270604879,0.00670878833013216,0.020563690139721,0.0205321913024893,0.00410029310921035,0.00938603628272188,0.0128807095886255,0.0156748950092266,0.00419521810381498,0.0224057558408142,0.0163583994086687,0.00821848376699577,0.0102405353981171,0.00946300281801871,0.0127112612949321,0.013232609366164,0.0173822062021473,0.00752740205609317,0.00693408157184959,0.00478070410124849,0.00374998405360709,0.0193519389701241,0.00883141973271944,0.0022760335671642,0.00451915346497836,0.000811198597850801,0.000153845197612729,0.00200620950697792,0.00820398211675224,0.0136956681905098,0.0109629719030716,0.00574129682266886,0.0104441940104926,0.0116859928210449,0.00352833416521678,0.00634616027461216,0.0120652341774757,0.0144901813945759,0.0187706487496873,0.0216340848094976,0.0150725022892202,0.016278449591248,0.004330911497582,0.0165099540537335,0.00822419953598062,0.00889020739451615,0.0147837424482641,0.0189863954096544,
7,0.025899456606075,0.0140107877589865,0.0195473091134651,0.0203206180652839,0.000677333924696044,0.0109866586852696,0.00972740216503609,0.00212112123279022,0.0113937772139261,0.0212047789754737,0.0195086714515077,0.00134451144032346,0.00331843447872586,0.00704956580165033,0.0211940561238166,0.00775916843490484,0.00527446407968256,0.00285384042417755,0.0181924942890478,0.0208398741875509,0.0178304893152835,0.00198718977520823,0.0118118992097859,0.0163727366205467,0.0168000276346307,0.0190025855979787,0.0301716786130331,0.010662244417393,0.0179156382350872,0.00174356341983816,0.014746547393278,0.00666121028403375,0.0110802784117718,0.0166234396603671,0.011073377195915,0.00825511843260607,0.00614441926201732,0.00687188553652986,0.0283053713613359,0.0145385909950545,0.0239942026421475,0.0224759132459341,0.0133773059700031,0.01527304675805,0.00899828610741232,0.0138110243142877,0.013308491401137,0.000770163444058792,0.0212381250925842,0.00181096176777667,0.00964198027610856,0.00825293682185459,0.0149426373470046,0.0202919882557728,0.0126380996881318,0.00583684022304196,0.00706923855717906,0.023879917969207,0.0124281664259208,0.00988039101447583,0.0101500234380381,0.00430458104610888,0.0127229205235304,0.00472118148798389,0.000996225768807898,0.00882126102858101,0.00363317662995901,0.00195427718522467,0.0191565062352462,0.0105517214468118,0.00385431776390214,0.00301992885339361,0.0143713293649869,0.021048916695476,0.0207883166339666,0.0193881039375051,0.0214551986716633,0.0153502523411332,0.00516793281485124,0.01689090517105,0.0180318280141776,0.0113610980564516,0.010527555268333,0.000156720864927206,0.0069645510060783,0.0181374522393006,0.0137554608478708,0.00684832866188735,0.00150982078019192,0.0159902278683974,
