State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
Initial,0.0249253167834134,0.010614827054131,0.00747459791040254,0.0214111062300913,0.00923504237342552,0.0139849913873471,0.0286949680492183,0.0200540386267135,0.0155030758442784,0.012835881536009,0.0332244927170607,0.0437038935267979,0.00262243814544644,0.0295176786195319,4.28874372040187E-05,0.00951866103986644,0.00211933527479838,0.00617766264796557,0.0234735214914983,0.0265658148345682,0.00739489477039834,0.0192149041440242,0.0237469597925778,0.0123573303754985,0.0166389831237977,0.00262181138392458,0.026019999242526,0.00227808957911285,0.00239671466179527,0.0156008731130049,0.0145456354575357,0.0242423216930379,0.0275179735580785,0.0230648335285458,0.0240887092265981,0.0222596139309923,0.00404605591815368,0.00723126079592979,0.00298624606695555,0.00778965709876554,0.0133350365448905,0.00768060784457696,0.00550225658224407,0.0104788233901098,0.00123155934354904,0.0138042651102343,0.00248377016611121,0.00597097141941551,0.0138077272912721,0.00910803306007832,0.00720521394456839,0.0183340603463208,0.020088134028991,0.00434431590017632,0.00512476959706558,0.00108898984857188,0.0178795886309883,0.0272522785105491,0.000842997732288186,0.00997100993014979,0.0310346120333405,0.0252093520361916,0.0254764378596235,0.00334368730412737,0.021561938529623,0.0124154387727676,0.00411328998108951,0.00478085026790475,0.0295149821950277,0.0192719028071316,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
0,0.0119651099968413,0.0111224925442912,0.0138677028213668,0.000291160425706938,0.0242907809581772,0.0236090373273375,0.0049472990978959,0.0100109257002028,0.0160026769208539,0.0226280566677634,0.0145773723332978,0.0118756966787042,0.00240921870087579,0.0268870439680566,0.0161264750664417,0.00710257852916497,0.0146263802637228,0.01561524182269,0.00283500312874535,0.0220944878092097,0.0127361261179598,0.00295125031568041,0.00292404924084559,0.011976020224085,0.0105575891463107,0.0121629222831588,0.00625229889706515,0.00271225923913583,0.00590984573746951,0.0192584688218903,0.0231085469017873,0.0107376010677341,0.0111516760427189,0.0207739883336266,0.00481353308729517,0.000814399342549551,0.00382756928527951,0.0165188475629165,0.0226287303294003,0.00410839237540593,0.0084531043099541,0.018112055273253,0.0155636248424277,0.0217538731265539,0.00308394800465414,0.018864556118809,0.0147620087786212,0.0133358456539448,0.00850707914874319,0.0159958647949929,0.00616632124073423,0.0236569260172297,0.00576405560223344,0.0205575954614504,0.00668182668423097,0.00895032551670213,0.00889898096434489,0.00414707927496906,0.0103555232564234,0.023414882434776,0.0240457448340869,0.0156042453123773,0.0253329771743672,0.0106651960246239,0.0164966095837387,0.00598644064438326,0.0283037417006221,0.0109402839744682,0.0167238473865373,0.015006331062109,
1,0.0126931930911548,0.018929231615039,0.0173305594255072,0.0148656364394375,0.00174087683559985,0.000232061974397682,0.0146532129812382,0.0215300457705475,0.0195280574964335,0.0121690639742426,0.00736978839184602,0.0121074800034609,0.0121558739793547,0.0191445730022892,0.00994310853989909,0.0236635552224212,0.0160809723993058,0.00130176644961071,0.0136494570669043,0.00501840206184045,0.0110156979152264,0.00595068189523094,0.00256960181484377,0.000110955957031563,0.0206532474204759,0.0112293195864676,0.000431051194836361,0.0043745746670246,0.0272594655558014,0.0218757055746544,0.0115320373828499,0.0200057242296106,0.0148610639822124,0.00269749497524811,0.00505933928585546,0.00461572710151205,0.0215828745370203,0.00547786481128601,0.00642085065423915,0.0119895698627612,0.0162238738456963,0.0191827394456904,0.022881648285825,0.00413341849608704,0.00539736390790599,0.00541440690665164,0.0154970424424426,0.00639328256841709,0.0101673094154856,0.0117802786826284,0.0121335018767609,0.0137192076387363,0.00718406300947904,0.00624986697107343,0.00135205173700673,0.0176793896826488,0.0181055793796883,0.00540190819145062,0.00373199052916154,0.0195636327785641,0.0142986981971004,0.00889621091133991,0.0239798405543293,0.012601749104518,0.0202151127191306,0.000867172125345723,0.0104396999897342,0.0145188781096771,0.0229913384763334,0.0148976960240102,
2,0.00920874815626276,0.019027145793837,0.0112143922300623,0.00562270806364206,0.00150210473704182,0.00922862423435972,0.0170413296442672,0.00915545500929919,0.00103405007192764,0.013023667729793,0.0163266617686341,0.00339439440346552,0.0107939995097903,0.0141775414120826,0.021540388245549,0.00630748949753783,0.00378397213689802,0.0126263416601176,0.0296912669670464,0.0144851949552387,0.010467894036904,0.00949645632472825,0.00755765489003717,0.0216656996698668,0.0226666548274413,0.0152472170345679,0.00577097448990998,0.0123113575722567,0.0172727380448214,0.0185572831667494,0.00615100376655527,0.0151040791797405,0.00184272865910415,0.00662869136126027,0.016708873717459,0.0170026200952492,0.0204857286183281,0.0155480903363405,0.00462088042089722,0.0109070941349923,0.0185104964092132,0.0162077003277503,0.0160357575096293,0.00817302162137734,0.00284442996246199,0.0019350298191947,0.0118141347914111,0.000609127815265763,0.0240526722796649,0.00308984021669629,0.00245570309662938,0.0126583785468084,0.0141800756761488,0.000934478710026302,0.0167390513114067,0.0107376128519203,0.0252769637326311,0.0226006161833376,0.0173388908174881,0.0071206786615422,0.0262853508944035,0.0280059778590486,0.034511030005963,0.0142024399006973,0.0144999901793146,0.00511279730683864,0.0149584808055923,0.0141432259638696,0.030254077416239,0.0191222244150915,
3,0.0157724449947561,6.58884906689341E-05,0.00338030324732799,0.0176870219957109,0.0141618682491734,0.00312145343778867,0.00931714068186767,0.0250230301635974,0.00738722360698721,0.0190794383773294,0.0159219495670102,0.0159794879395102,0.0163919217050219,0.00234975294890856,0.0141323358705013,0.00724646149703332,0.0100963031893141,0.0194907413271996,0.00490298738774246,0.0194402803881133,0.0137173970642433,0.0116912268514042,0.0151765940149522,0.00581323027757567,0.0209906790864757,0.0246261344637489,0.00157953803895454,0.0298599753048565,0.012704329696237,0.0105916623033471,0.00569350428838223,0.0062009511749078,0.0161504504503529,0.0250472896549963,0.0214552772401175,0.019768996753644,0.00518154860649154,0.00868850987307507,0.0286315465241439,0.000953684922346125,0.0182622124850126,0.00540740778720566,0.0179839564436207,0.0207045679760261,0.0271220288826854,0.0096710200826788,0.0266491524978029,0.00479727880465122,0.0194348408599274,0.0217232846232595,0.00308493406016692,0.0153330802091849,0.00870601322362867,0.0215657060580072,0.00966158291081695,0.0026075943422099,0.00253718335956351,0.000999787188822724,0.0158556788275353,0.0151069927916867,0.0219327425656896,0.0189520987223531,0.00649889646468815,0.00240196560092003,0.0108315493550346,0.00881695877654111,0.013491189822301,0.0185651390210729,0.0199569207471936,0.000533684110821394,
4,0.0100993405323825,0.0080037999833034,0.00463898609104706,0.0107710182281104,0.0273092018695986,0.00500000017123299,0.00465082404034592,0.0268738949869034,0.0114137771144658,0.00733589766589978,0.0115213682413119,0.00440662472043799,0.0142599062503258,0.00278438720679051,0.00757371920601435,0.0206997450629914,6.97449652262567E-05,0.00284063994832154,0.0210800636373477,0.0239165456813163,0.0278881274676515,0.0194032193517459,0.020641630074007,0.0289485433695634,0.020484926852278,0.0113241371272855,0.0218059494079969,0.0190741656168253,0.00534307640857414,0.0247832425938409,0.0230790995586219,0.0151361655975675,0.0106019084904096,0.0022121594698605,0.021469367222935,0.0206728371151239,0.0160033377079635,0.0205549676164522,0.00580687506693391,0.00401889067521,0.0129273143071164,0.00169264959347885,0.021995593315816,0.00630949063452042,0.0211959830808026,0.0191138602089412,0.0103678588086003,0.00765093065340508,0.0199698209134037,0.0214131991748637,0.00900083425128942,0.028311234122467,0.0138150858776455,0.00229306586682003,0.0149733903497631,0.0237954259827799,0.00206170805680055,0.0110399266196072,0.0231845967768412,0.0187342677355497,0.0109805431799579,0.0117069893971951,0.0137401105493781,0.0109234937912762,0.00747051285445162,0.0172245053842334,0.0281410035853168,0.00806537520013751,0.0162770413628965,0.0217961222861117,
5,0.0138750030739724,0.0213043152559395,0.0258167105768014,0.0106164830827311,0.00845170086822056,0.0241281330059441,0.00041008360206959,0.0169098913906572,0.0236962899752853,0.0196186591076067,0.019667559637709,0.0184265268581187,0.021397069655756,0.0165746841146668,0.0256026469416819,0.0171478074772511,0.0149584264443005,0.0272446415015545,0.0190937364470419,0.0224043583979561,0.0110886505076411,0.0149558442012229,0.00507136760293058,0.0107433518556721,0.00710830269618054,0.00550115876831112,0.0186997631452232,0.0174408443469908,0.0174579123124682,0.00491461670864095,0.0230786422555971,0.000527524059077621,0.00359569621675824,0.00844542381260685,0.0226288496659952,0.0228729050474592,0.0234373241688821,0.0209231854660513,0.00857895435863269,0.0234975187214238,0.00188589895850708,0.00485520079608124,0.0187325567990665,0.0170032712225639,0.000256146051599804,0.0172550112740793,0.00156179402423306,0.0267345112739142,0.0152471319340602,0.0110532615841855,0.00181451962012229,0.007952384366583,0.00547530269080229,0.0220244897420957,0.00973315930679041,0.0195607679468002,0.0134865645021367,0.00748179376233258,0.0105897750466607,0.00331599678959139,0.0115278728801892,0.0128725685189165,0.00888660043896119,0.0140880277901168,0.00547369370308792,0.00370968890648184,0.00523985916792411,0.00174105467995945,0.0208112707804941,0.00520773107653717,
6,0.0107365483254473,0.0186771315441183,0.0261152527141041,0.0115267043931665,0.0025178630802322,0.0263373949266418,0.0236631212875346,0.0186033865906796,0.00810397150921083,0.0238549944611875,0.0197034319507653,0.000340111415566118,0.0138864953701598,0.00229191813187166,0.0160074062370902,0.00056896186283068,0.00201934012550462,0.0047305650907887,0.0208957275990458,0.0160540901995115,0.00633274613220236,0.00122852559469008,0.00537924852972582,0.0167799204320451,0.0118236686246536,0.00582838605928993,0.0151697944875801,0.0151741016528352,0.0139405334126512,0.00771437326050919,0.016182738185617,0.00363492216141645,0.0132421799455009,0.0195464296783681,0.00137672432674315,0.0206839258970968,0.0268974641832436,0.00455409413711028,0.0226268674403246,0.0243341909139038,0.000138745711056221,0.00103826731642779,0.000352528386139143,0.00720895686536306,0.00553886395714585,0.00329616771311946,0.00715358761925621,0.0171571154360717,0.00532312066846753,0.000805286122888381,0.019791856302416,0.00439252384227656,0.00964978644956155,0.00932739849829075,0.0248282218377041,0.00118767254761402,0.0177441978969502,0.0153487949826061,0.0159941688792086,0.0180698244231133,0.0051326723726563,0.027125020275366,0.0128425356475226,0.023383692815544,0.0116377263292189,0.0179456547082678,0.0270274038039213,0.00692763092981761,0.0119895340900441,0.017848787624305,
7,0.0203627191596711,0.0152765029599728,0.0102599377142289,0.0241849070943934,0.0197832651515311,0.0123788817275534,0.0132415356159076,0.0259878150654324,0.0160240567085533,0.0176401731204986,0.0105102272446448,0.0227608065132172,0.0141235209287501,0.0144168384366885,0.0261669367069157,0.0160486026524817,0.0157210183141882,0.026270449584817,0.017522022059381,0.000481892202223466,0.00942573304461511,0.0126363324740245,0.0107851981861143,0.000168983712459679,0.0282983016382498,0.00504598777296822,0.000810270732967684,0.0216291634254391,0.00763956649539907,0.00960520663238068,7.50721040437317E-05,0.00706706073068855,0.00930397206143342,0.0160517952968963,0.0128505998179904,0.0238274927008387,0.00227818097770068,0.0254268621405111,0.0200449390231792,0.0182699265742024,0.0231183467828041,0.025382332789302,0.00823219441508475,0.00701015402357596,0.0128601771555108,0.00308550492573675,0.00912976770053488,0.017719848316495,0.00701662689912739,0.0205780863756214,0.0145334343395465,0.00362519741399114,0.00697266063335242,0.00834625890937702,0.0127836223173557,0.00413321369776155,0.00864036594194062,0.0241656721430978,0.0199572201128918,0.00864480312493517,0.0022719990285528,0.0213957481517431,0.0221831042662493,0.0130497522883622,0.0207841591510549,0.0178838192892968,0.00902487308432707,0.0059164137013792,0.00189153966638119,0.00319008362756615,
