Iteration,Median Score,Average Score,Median Time,Average Time,
0,39246.3252670138,39258.2897434685,0.3805,0.3635
1,39213.0482782256,39216.7977701435,1.54,1.5715
2,39211.8448181432,39206.011329038,3.455,3.4015
3,39208.6531246424,39222.6062232684,7.0465,6.45675
4,39213.154025745,39217.4159901196,10.655,10.705
5,39209.0971964889,39219.5502624201,15.3295,14.93075
6,39208.7207812245,39210.8321781758,20.223,21.084
7,39204.7701647186,39210.5736598186,26.0405,25.0855
8,39221.4308140371,39213.114369389,33.4995,33.1925
9,39213.6168481335,39215.0002459012,39.967,40.152
