State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
Initial,0.0158653467466012,0.0143940458970774,0.00995810065369553,0.0103976478032654,0.00341565860253211,0.0174312202336751,0.0121979242350155,0.00987440203245543,0.00274839846949653,0.00213716361325768,0.060140475592512,0.0103571613481307,0.011798781538454,0.000452207018531108,0.0243027084709357,0.00178550418125277,0.00130668295363279,0.000363063047503032,0.0185036266269336,0.0161159749171101,0.00398628956124329,0.00634678090909802,0.00218863312188327,0.00229999391069161,0.0111075054819271,0.00198257694433643,0.000312426322234154,0.00481690643200174,0.0500793525596581,0.00322166900560303,0.00782244426389106,0.0401610974198265,0.00426072322950482,0.00520227551004494,0.0402127058819298,0.00309091170501011,0.0484868981758741,0.023028028335158,0.0123179764611598,0.000514140308658491,0.00315571529916391,0.0117354343223707,0.0255141242764292,0.000736877946860363,0.00325181006734841,0.0010348893081276,0.00256857278875921,0.00136226416466212,0.0064943766288648,0.0012351219005932,0.00219819251525244,0.00952353092766698,0.00287381079243221,0.00491063840759526,0.0457046501916589,0.0106063876680135,0.00340237366758571,0.0420046029629612,0.0066868458875475,0.00191371192443214,0.0236183928649372,0.000807794665538429,0.00452765416907484,0.000629926762170596,0.00536572254377587,0.0212337877985741,0.0116444818823932,0.000779081278749068,0.0092549861081166,0.0217386977071808,0.0060382675820018,0.00847458258301887,0.0010380540995227,0.00556097199118508,0.000512462108282366,0.00791441419192707,0.0173439817353156,0.00360599558480119,0.00989328099523544,0.0102633635569436,0.00120122244052867,0.00406573527020231,0.00294409580006215,0.00557713543549714,0.00501674596621046,0.00221823430647054,0.00136117226311125,0.00312155847627909,0.00317706262586093,0.0125438712685738,0.00724748392742126,8.37230928797887E-05,0.00365248831189275,0.00150321070594166,0.0211080115060751,0.00229384715806871,0.00017051549549479,0.0319161441111745,0.00784587875222613,0.0108066017071576,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
0,0.00500678348529796,0.00849711559635015,0.00947928423261111,0.00586279462242518,0.0163626766084425,0.0180679800003992,0.00757319165233882,0.0090885648894552,0.00119218366227401,0.0062724568793006,0.010740735418648,0.00292778425650868,0.0150071739105458,0.0173233300015228,0.00498933488260867,0.0102306881193994,0.00299659793987897,0.00821352709019296,0.000238910220061209,0.00154188069139598,0.0181356766906703,0.00103353381293972,0.0162486596364675,0.00182535008267102,0.0138213088339713,0.0158333548771469,0.0154739823159464,0.00851777629145289,0.013592990195551,0.0155225282709154,0.0019119235875241,0.0053262414052789,0.00652906553331884,0.0154329648462455,0.000527908829215861,0.00439959771312751,0.0043431907030531,0.00108172465900944,0.00519516764136077,0.00257738073650305,0.0121264098530468,0.00617589877056386,0.0127478305254712,0.0174439085696205,0.0106356650414399,0.00980261824338357,0.00193596715882777,0.00808327778623006,0.0181950868148242,0.0046231041987718,0.00262431751040259,0.00272741790034111,0.00149887768286451,0.00408140482739569,0.0034467497570338,0.00995548361392918,2.88644140946091E-05,0.00945823805204263,0.0143520513440964,0.0102881497552194,0.00965275584121627,0.0105876428821451,0.013816276483524,0.000931013706027035,0.00103487123596069,0.00787394610093522,0.00879720425300747,0.00347064497100972,0.0038373827070319,0.0141666366503091,0.00489781043408128,0.0183317723870455,0.0130136165410393,0.0114138628088365,0.00695258705379432,0.0189948017646946,0.0141624237233213,0.00779043950632282,0.00755951700918353,0.00666106044412643,0.0157754114105549,0.0168513071113915,0.00686777912946842,0.0113337205327606,0.00106299521439776,0.0135769303324824,0.00815744885362711,0.00697499195665646,0.0158369609701364,0.0202010561417628,0.00733583083825314,0.00494108858205649,0.0169404079414533,0.00625241024132822,0.0152812645216068,0.00702676630137825,0.0140902092287598,0.0123871993599031,0.00233635437635365,0.0130305712164038,
1,0.000535861237536563,0.0215584616988703,0.010693856221996,0.000450705337474935,0.0178234090015007,0.0164655770036087,0.0122740544760582,0.00215272049061652,0.0196661012069831,0.00037745556100879,0.0133589630418239,0.00826856408709619,0.00272447637960768,0.0195677206543896,0.00634484361936513,0.0004139705886589,0.0138180258446046,0.00447794406113074,0.0122156115832154,0.00718270194423352,0.0050711683389277,0.00782686982390968,0.000835180907281821,0.00794143439210924,0.0174443851103682,0.0100792718389098,0.00616864942716603,0.017663504871064,0.000758116472678145,0.00764369989923865,0.00207286036958247,0.00448915048158844,0.00131770703068383,0.0109235611720497,0.00450918502368771,0.00719687954891979,0.0147197190422943,0.00188361949857445,0.00163105825344239,0.0060892471835243,0.0141984332875618,0.0132012847830088,0.0104738115087057,0.0127623530326534,0.00303237837598301,0.0122905026456132,0.0174547341884407,0.017587049817431,0.0118801381646134,0.013488599251122,0.00556131692959528,0.011669061171075,0.0127389210170794,0.0115634616384309,0.000434430170960936,0.0165901420220494,0.0169549542738183,0.0138999479060155,0.0112908264305411,0.0123295519018064,0.0159829062091325,0.00325371508867171,0.000288669549215889,0.0137958206360996,0.0161193714016946,0.0121808752366251,0.00390317748551162,0.01627985951057,0.0144714927959187,0.00646919912094143,0.0209654012368915,0.0125978083573903,0.00209957257531836,0.0034985164937525,0.0126055864882702,0.0093268473234362,0.0031590901825724,0.00687344092622141,0.0123890141544255,0.000168808263183924,0.0100972076237735,0.00750422718532001,0.00602722642787187,0.00628223055288436,0.0137137480216679,0.0051617052074021,0.0166918065719868,0.00460406498485711,0.00953949879879922,0.0155756580355013,0.0176557985406385,0.0125378453570853,0.00820626700514334,0.00278317971224852,0.0146901762287918,0.0163224608578105,0.0193920731309341,0.0111644260307309,0.0138625316770522,0.00252139808064278,
2,0.016507078868703,0.00904761003597732,0.00769879699129026,0.00265033947069285,0.0084551893120022,0.0138066445629409,0.00209629198908645,0.0185266918032326,0.0153893018425963,0.00111559789907918,0.00242060692739697,0.00436107127778707,0.00517005769907031,0.0138651761223775,0.00584129253963068,0.0103494377790318,0.00909940123664046,0.0138128931287749,0.0104557613229509,0.000932924746495163,0.0186201089716475,0.0203825411607659,0.00414487118312526,0.0126887446718306,0.00183045414493234,0.0138613433187118,0.0094675546464612,0.0188275501896332,0.0162114306413644,0.017032459723986,0.00919195549803317,0.016057628648307,0.013967231259481,0.00780366130151617,0.0201054286011913,0.0113082162696762,0.020862227571001,0.00866801002780657,0.0204632736850665,0.0128140175723654,0.000101307376111853,0.00331586402929656,0.00765114279226067,0.00565480887421023,0.0191047893420816,0.00845740442628347,0.0191827386323322,0.017705975306235,0.00613189502435631,0.0108222195602383,0.00337110617927238,0.00695556450318292,0.000368311513591291,0.0211809293157091,0.0146060945130197,0.00234121889241193,0.012010234013909,0.00697389040214658,0.00849776172931808,0.00670641308279507,0.012548246185236,0.0189092301010991,0.00679714664273165,0.0174342948639214,0.00490945924437135,0.0146817296809843,0.0175493613730519,0.0108673100841818,0.00181598861634432,0.0118244913839962,0.00630997928998864,0.00321658887467552,0.00798922708526709,0.018094946262087,0.0174559449169557,0.0187346380673853,0.00443501973402756,0.00528889773216014,0.0207570744934101,0.00674013863760144,0.0198134345955696,0.017549387760702,0.0114097189591017,0.00825101956366122,0.0032873159961204,0.00571436987716692,0.00987475275068538,0.0157016061090606,0.0123831030428976,0.0197101196159764,0.00651782606312457,0.0113740565633562,0.00191523065386193,0.00698519647926354,0.016479520672759,0.016043375570766,0.011092495453934,0.00840162838532528,0.00534291431418867,0.0133541284598689,
3,0.0175019744130866,0.00610045709558747,0.000709054773136909,0.0171761253506366,0.0132829281093956,0.00576437563492375,0.0187713378943241,0.00950716558581269,0.00531507778292758,0.0013821828280939,0.0130296986523548,0.000370741397171221,0.00352879033799563,0.0119130659247399,0.011838335362124,0.00339629659777191,0.0084131372727413,6.75469410041575E-05,0.0142997848515638,0.00988223598798019,0.0114585634793527,0.0100708294487841,0.00082108499281065,0.0069955685478611,0.0150335363584408,0.00175841177501859,0.0159106980408884,0.00512560653409873,0.00143419153234337,0.00817524376090646,0.00148172098301524,0.0145126488599972,0.0166645882078424,0.0145610777312841,0.00570981989333124,0.0110952317634213,0.00209344641531244,0.0103768520154065,0.00791029382826725,0.0140700709811476,0.00784520278353806,0.0144157088027228,0.0092802498125375,0.0090032032422921,0.00497037360260944,0.00345508649803253,0.00856253119403663,0.0130880618778706,0.00661988832759612,0.0020537616264817,0.00743233088788004,0.00794044662807054,0.0173111499549117,0.00584938278334616,0.00359337187207417,0.00711585954856107,0.00151477568826719,0.0151095509814681,0.00212309371027702,0.0063021503629736,0.00025696107146806,0.00992242835445283,0.00872417505499286,0.000571688770081695,0.0100992031403028,0.00274975817697045,0.00259809027551603,0.00834753330791199,0.0101392987228464,0.0177855204255068,0.0138847114710799,0.00482612128039735,0.00158334168678174,0.00743769942036946,0.016259773720435,0.00464293516863507,0.00995381705369203,0.00492920986547931,0.00109171969981833,0.00742638810237717,0.0175796995519146,0.0119821524206529,0.00993384106686587,0.00403273005431247,0.00528205278765505,0.0179328673421337,0.00534007801658646,0.00792726578026954,0.0106666605831059,0.0145176808581823,0.0116328967811394,0.000887406601002924,0.00984153270689091,0.0188764698167999,0.00155366002785895,0.00940182185785036,0.00619806272869146,0.00569920417123039,0.00372631329916282,0.00370144722909492,
4,0.0142402018131079,0.0154072524174275,0.012008776498575,0.0026281623886474,0.0166693236606961,0.00124072733054901,0.0126678363622237,0.0116432777186392,0.015435679142928,0.0188721013321142,0.00245521306067293,0.013026398077812,0.0162947351376452,0.0194230673692171,0.0169473816086831,0.00874552009259226,0.00419601155110398,0.00179832061387376,0.0126504014204249,0.00310514416700248,0.00320019166244541,0.00121721244603243,0.0115672520357112,0.015447629713305,0.00406268666667828,0.00525720808115831,0.0128352154430137,0.0111134339818271,0.00137327806446392,0.0175108524257532,0.01622927322233,0.00110101363165449,0.0176125540005835,0.0168930453956615,0.00229994289649519,0.014422980306262,0.0147103963365196,0.0101238717426313,0.0206227575366951,0.0136238942361719,0.0154552328282534,0.0211406786481286,0.00473547398715596,0.0100029169007451,0.00529407368015644,0.00473101537418244,0.0181429979036649,0.00643063010856238,0.0188335238536239,0.00457771078512285,0.0160520213543829,0.00672660606296726,0.000766033451621839,0.0115184674002199,0.0209521576922852,0.00056530025491127,0.0185046502354487,0.00503703682143389,0.0240636552730787,0.0136317934128528,0.019364413191879,0.00614004615340143,0.00336131520637467,0.00944282265088095,0.0160386795107427,0.020120771510294,0.00431929785722244,0.0130342041360952,0.00139094793515306,0.00548045016689102,0.0169544702675449,0.00574020594671134,0.000280482403992068,0.0184737484752872,0.00425636211179575,0.0185135127547706,0.0154149755550817,0.0145913907345371,0.0039821162869738,0.0163671681042842,0.019872731392194,0.000839089236008877,0.00899775486141502,0.0018601096587954,0.00584490188979146,0.00103689420548666,0.0012747281313765,1.81406112408664E-05,0.0179002953253277,0.00307024081372124,0.000111119821824952,0.0187258871446679,0.0135730333791742,0.0117731723315551,0.0121169901829882,0.0133256563593565,0.00269568325963105,0.0197548380583255,0.0191613883979239,0.0230003987251985,
5,0.000645059506699248,0.00146824435624048,0.00431482794897801,0.00142809698259824,0.00453239540809295,0.000209141113546462,0.00177427138521154,0.00566615416466595,0.00353405913511126,0.000331857846799769,0.00341913024717188,0.0113453049797358,0.000886626227127261,0.00084512835291335,0.0167240346488606,0.014540483436412,0.00601985441837764,0.00852847859743348,0.0033573730894169,0.00836337616216366,0.00625957705513982,0.0149220954959383,0.0156616365803038,0.0016785018902519,0.0118470753132454,0.0136871748556753,0.00242469625410739,0.00583803481364989,0.001732772435895,0.0125774932527327,0.0137631658015419,0.00798561426010973,0.0151217563982982,0.0187020170108409,0.00834573937242421,0.0146441104783601,0.000793208666818547,0.0172903953054266,0.0168248622642994,0.000655720977227987,0.00758332936840412,0.00719004979482696,0.00696314083602706,0.0184816715116284,0.0123173498994801,0.0117364078231278,0.00156510357404668,0.00976603853262352,0.00434346468818791,0.00760916279491369,0.00288189251507842,0.0113899549658053,0.0132460295643069,0.0170448846517575,0.0176217390903375,0.00161774683742141,0.00217914179759481,0.01345251407341,0.00890692712711371,0.013546383257041,0.0100398503121156,0.00960924293417012,0.00435640932308552,0.0124235368223772,0.0196866345312633,0.0054987637696287,0.00292298808959827,0.0146575800070344,0.00265351318642471,0.0091584719133651,0.0092231583860962,0.00596391289317836,0.00584680098500591,0.00314740253035612,0.00522162408010265,0.0102526570885732,0.018101329905168,0.0172674229721745,0.0101017155274717,0.00958318040540961,0.00642673892261525,0.00306264142285834,0.0152447847184873,0.00169919152745235,0.00573968208247316,0.00782049886793757,0.00406140536380312,0.00201096218558686,0.00268532975516214,0.0120094274761565,0.00990512130244713,0.0184661319718072,0.0103961236326983,0.018470281717998,0.00567496263167827,0.0167243072560109,0.00597934951396687,0.0143475111753751,0.000354491585445589,0.0160120904058362,
6,0.000536499159769637,0.00382938475894082,0.00193897003752346,0.00883527440029092,0.0212902655326593,0.0201499234405671,0.0199356247558852,0.0166565963063572,0.00380716826606429,0.0115286197733564,0.000946867235192561,0.00714333054827539,0.00670277284448003,0.010450969645146,0.0171565036166636,0.00891152807562524,0.0052942956351884,0.0188681260765981,0.0187302912848359,0.0149918678775448,0.0123496853691274,0.0188048174640048,0.0185904028638915,0.017248972283153,0.0041390813354466,0.0158297651187724,0.00797421167389547,0.0140558624329384,0.00767143112611926,0.0110266688413273,0.0211161365523184,0.00379505239157109,0.0185915163466086,0.0134945473177461,0.000755519908809624,0.0222588966271184,0.00770146088530587,0.0201397477617215,0.00190866086283428,0.00183485051710434,0.0221190183460505,0.00842680731816287,0.0072051947269352,0.00295014314540717,0.0165569452584352,0.00219028110159612,0.000996104090714057,0.009641225945093,0.0178973238354263,0.0176866274698659,0.0104088916306194,0.000778925189145071,0.0137380282457551,0.00649095944287942,0.0192717878622763,0.0146139458967132,0.016161562362343,0.00769531419483298,0.0162233893229581,0.00389386367073933,0.0133084273509217,0.0138646644870008,0.0183702186966883,0.0081591780722022,0.00338926795896056,0.00075490103323316,0.00329287070789766,0.00834893054742259,0.00442586550512159,0.0110863666218598,0.0106280554176383,0.0214304075614029,0.0170552735046879,0.00262320954784533,0.00674149820552376,0.0161557165143273,0.00281732730923535,0.0214586803082838,0.0018314392807631,0.000769625656418583,0.0030832174365377,0.0020573953476648,7.01379979900654E-06,0.00684773687959999,0.0121711834444098,0.0114948406994809,0.0178579894300627,0.00619117986432793,0.013840418951319,0.00594806195881983,0.00264904479116068,0.0122699344935111,0.00460306511030449,0.0142184311895832,0.0079585506876079,0.0126358602381018,0.0225187894370423,0.00176544834105478,0.013038745639146,0.0198462612928274,
7,0.00260340923606927,0.00348660408619457,0.00436454817504702,0.00323003447565461,0.00411437819882145,0.0194158693913043,0.00197562881870821,0.00697883030226115,0.00747443303727229,0.0161667854948206,0.00952606829908449,0.00726074810092949,0.00602917262795471,0.00443953564880838,0.00872756606319323,0.00910130086600189,0.0131976840232037,0.00516157226060582,0.00139535529808333,0.00209201213444078,0.000374637771721402,0.012726179855303,0.0183243732266395,0.00904352355198894,0.0125815527234252,0.0167620336864258,0.00729238222840184,0.0112878438962389,0.00287136269324903,0.000773325461703938,0.011113370923482,0.0121954633254669,0.00203135650025102,0.0052142110912533,0.0116210818499791,0.0147856242933828,0.00380990249943009,0.011915674273576,0.00636039765737001,0.0147154743317249,0.00837846236397695,0.00921576855588402,0.00732692527430955,0.0132238008595597,0.00720313905904039,0.00779695448240667,0.00257346354221571,0.00214854189910994,0.00482919016425209,0.0057546497204623,0.0159640336999483,0.00362239932142073,0.0136999693795836,0.0140043077858449,0.0150931646777586,0.0110271128377441,0.0085666244920445,0.0056865184339491,0.00392862297740134,0.00426305720850829,0.0124486327227091,0.012556431085703,0.00984245322063858,0.0121853212345307,0.0171396330517011,0.00941821950478316,0.0127316613359435,0.0191406331030335,0.00197765214424176,0.00335099584025214,0.0174139605206442,0.00291061235124268,0.0141777054955736,0.0107008802980028,0.00480840632833731,0.0112075281205262,0.00179342682179444,0.00665666894176569,0.00415573357145076,0.00165894048567898,0.0166197958158335,0.0103909959449163,0.0166693491875775,0.0145976686936687,0.00900575729818939,0.00019926907307941,0.0127857976198366,0.01293849118389,6.71021971074757E-05,0.00950404681730415,0.00932903326518984,0.00843937407142834,0.00465442688791609,0.0152472083061678,0.0081280827801196,0.0128140895869846,0.00161235382930862,0.0133841141667347,0.0136343539440701,0.0160300081229464,
