State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
Initial,0.000982175609734471,0.00406546452022863,0.019672069830195,0.00360804211426061,0.00559596421607972,0.0562453087860832,0.00120834717830925,0.0051497818602123,0.000571867630130289,0.0242337818663181,0.00382644273367294,0.0127006877554394,0.00344834035991977,0.0148344969228361,0.00841374942221259,0.00123094121342837,0.00262133038895265,0.00315831900004891,0.00980556306609854,0.00564434951851909,0.00786000910570941,0.00707591934917612,0.00167678725529517,0.00928627171695048,0.0107786402032511,0.000627474910454525,0.00455482174176532,0.00498505654378252,0.000248594988413023,0.00847065012067811,0.115716587801725,0.0014421334140696,0.00570089724614548,0.007872340397572,0.00455311254724666,0.000598503470383455,0.00498213301835802,0.00500392207630685,0.00058632212810417,0.0120166035683288,0.0078379865125992,0.0021045782533484,0.0121588317282115,0.00437660399245867,0.000275961878815862,0.007667051860701,0.0129581092173852,0.0734211396321918,0.0095195843637633,0.00685988532554065,0.00456537136130705,0.0190705670008911,0.0276933448047026,0.00816225898173703,0.00957186796995867,0.0104859390147798,0.00319379070180039,0.00153032738089061,0.0171852006196109,0.011975607883019,0.0226756202467806,0.0105054663392539,0.00540481178786041,0.00478126394269948,0.00258259925832604,0.01591592496906,0.0172249476982709,0.00536277729005968,0.00116073612327436,0.00205008585520266,0.00276926985782141,0.0414896322590638,0.00265912763485431,0.00571100666232414,0.0467347168798597,0.0011249690738489,0.0356563607175577,1.45321006658351E-05,0.00621343418746079,0.00197376420970045,0.0100301769091607,0.00263950022573436,0.000391428112333222,0.0147525891693984,0.00796360849839373,0.00467498387311074,0.000852452991611342,0.00136778692840689,0.0277177827764184,0.0459308293413781,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
0,0.0209325028304472,0.0215936973558118,0.0207614252354986,0.00710500688412532,0.0153098551598661,0.0107159668443783,0.000888961681894031,0.00976479947492007,0.00256539921887795,0.00635359182024582,0.0202960810029441,0.00876257778800885,0.0159924334053848,0.00663086098178173,0.0167359174894226,0.0024486323663643,0.00572186757052622,0.0201508503415585,0.00553679842063311,0.0142075915567836,0.0132608685386991,0.0188925181806826,0.0136388317211884,0.00326360047730737,0.000144827316047299,0.0174483913982282,0.00909983438513511,0.0119926091834754,0.0207679704652372,0.00949345243065827,0.0105395327491247,0.00421291583944097,0.0151934433601903,0.00178648205326423,0.017190687544264,0.0045864271009276,0.0169748697308918,0.0124974594672642,0.0236378767376146,0.00453806950964631,0.0210079832463169,0.0200401022088691,0.0131369564636576,0.00699522805663857,0.014633857074456,0.0118972589450948,0.0222304935614344,0.0226431305672661,0.0228679897109877,0.00287723771899937,0.0132325696906152,0.00368648978579835,0.0152567892780699,0.0215313458113225,0.00258976084623425,0.00695288326129867,0.0104917389637377,0.00232505665224865,0.0114914531558571,0.0109531235587609,0.0189753754050325,0.0141624261846559,0.00830764090827559,0.000584351230814818,0.0175270554686384,0.00724401677567046,0.00935450813310643,0.00725920606999773,0.00531286919772054,0.00462046447623508,0.00178026134321473,0.00994411031399342,0.0103639159776716,0.0156514856162547,0.0146553573203617,0.0110995043611336,0.0245477526523678,0.0127992678197526,0.0138667785596342,0.000798367867005659,0.00973473263988487,0.00878808106511488,0.00254092721460199,0.00366145889365841,0.00976510837769023,0.0215882242817531,0.00687346863946284,0.0211860712396524,0.00582226360933222,0.00185217427079499,
1,0.000493673416286701,0.0196300618094116,0.0190040137893368,0.0108979915492354,0.00586523354248591,0.0102243091337265,0.00628281769944092,0.0130979837536333,0.00412036250793181,0.0068500685460122,0.0117064591429321,0.00507630362238077,0.0107861619731774,0.000844549594336611,0.0154159335385991,0.00408802448715309,0.00634823557044445,0.00731418500512706,0.0108300079342639,0.000698817949788795,0.006070145928862,0.0014068073582162,0.00177518364308669,0.00172639838893483,0.0165760346436899,0.00157750552003727,0.0141008002872341,0.00844334669613742,0.00607347369471634,0.00077540578040318,0.018804732218407,0.0124687282922757,0.00139664256745743,0.00593450354067905,0.0178716511435089,0.0101725249796493,0.0189769938387009,0.0156782334970193,0.00932132019755236,0.0129858864161041,0.00528216888953874,0.0107845742146601,0.00274113830724631,0.0136478505299557,0.013056868621849,0.0163328257737004,0.00390303641025064,2.3298831754128E-05,0.00439540371331815,0.0162136122753083,0.0113097140572186,0.0218590776764748,0.00749397920917165,0.00690081843519596,0.0211242346857999,0.0168868914427508,0.018874455525513,0.00885289506285322,0.0138060653862998,0.0036970609215095,0.0120474792500787,0.0202557325483653,0.00286556667474401,0.0165403126230041,0.00479638015916476,0.013832135962873,0.0132452265198921,0.00110249621904208,0.0174944486850253,0.00584114435322222,0.0131348868092374,0.0173185170961591,0.013750894304754,0.0185829169505615,0.0208044210419994,0.0193597115228243,0.0213224712575429,0.0057821445560019,0.000185756813717699,0.00978384939290438,0.00617304245404854,0.0110393462006032,0.0103262562459452,0.0223490743978096,0.0196858847496112,0.00148497940569678,0.00747852462710818,0.000473326748333556,0.016063806131994,0.0195343291077041,
2,0.0159793161775941,0.019341159014129,0.017697105769316,0.0195977806917906,0.0143850651720415,0.0143174641509338,0.00662555085976012,0.00575246468675219,0.0118653300267436,0.0202946684817648,0.00501034652692155,0.00216560827314653,0.0061029070419061,0.0125856964815204,0.00724430507143415,0.0193221147782837,0.00217376264930158,0.0139271991451213,0.0124079318054036,0.0243926808372507,0.0140504422125618,0.0110828830592479,0.00887958872925157,0.0186627313236709,0.0141110624724134,0.0162927818683312,0.0190115884058063,0.0044480136662692,0.0107980554854214,0.0244779244432637,0.00278996237401347,0.0114162623172088,0.00890438587873221,0.0223476791617739,0.00614890405907511,0.00726537446432581,0.0208071170122435,0.00892420366641038,0.01845804135913,0.0199905903377769,0.0126270668096948,0.00917706244016234,0.00926620860687854,0.00862804940772803,0.00538275723167392,0.0114645487598469,0.00508971146062607,0.00263678100909666,0.0155680209307564,0.0192555794157529,0.0156537294844988,0.00923426621738568,0.00451325317554104,0.0095499007454448,0.00390400510356472,0.00672511416374775,0.0098467680883753,0.0122706700048066,0.00513558395052719,0.00600096101949564,0.0221145094837745,0.022634344621991,0.0128172624850692,0.0200343012650655,0.0141648364741246,0.0091954408563188,0.0126379338563284,0.00125854183886334,0.0184034892347952,0.00848071898560387,0.0112451787337988,0.00315711260238225,0.0170200499339336,0.00750330583368919,0.00947122186021643,0.0101291479460677,0.00292118184912199,0.0148397337295485,0.00311488888247729,0.0107823694595897,0.0219583357622171,0.00885915596655237,0.0102005110398661,0.0146379073250404,0.00246013099913347,0.0116078111320338,0.0274827637328603,0.0144013916669728,0.00612785508831811,0.00141577708341325,
3,0.00726416082091613,0.00445691521588942,0.0107519775154389,0.0109441296622412,0.0131837100531118,0.021666091170015,0.001563640856357,0.00184600084502473,0.0127528291891261,0.00705560257098736,0.0180571253259588,0.0141101664661397,0.014239575005662,0.0205978112851422,0.00356678010925207,0.0172806594331786,0.0139315168958594,0.00324483741630397,0.0241568753299153,0.0123636600845834,0.0237797551195893,0.0232272105475321,0.00730473931042936,0.00299960274092555,0.0212092800242935,9.18296712279169E-05,0.0116782036047073,0.0112748715256485,0.00995894030254357,0.000942293394297725,0.0243638331122526,0.0124441053665837,0.00375358152597699,0.00685621329855626,0.0158529170508769,0.00501366347679913,0.0266016359331338,0.0155641918138743,0.0163986150649564,0.0216564049921941,0.0114368612604456,0.00518511856242565,0.0196229112581255,0.0111676970844381,0.0228665916715347,0.0197402331185986,0.0125008557834942,0.0225778026806547,0.0079738538208094,0.00043567315744767,0.0129799140278123,0.0215963224017959,0.0170623680894572,0.0190286488781442,0.0177918965978696,0.0215036810896919,0.016473106854247,0.0234547271122116,0.0079400140735598,0.0130940297304022,0.0132406604785089,0.00868463589871157,0.0168530265126345,0.0108159075476279,0.00801906809434429,0.0175110330296612,0.00814947440486806,0.016126363601146,0.00578933462174603,0.0130370251970901,0.0149837987594806,0.0207188484465302,0.0117291591863296,0.00449727451343662,0.0133585343921143,0.0191867436001282,0.0103910467231379,0.0120400021744146,0.00599102585232583,0.0136488668444785,0.0156017717306132,0.00160386267033605,0.0113433939609692,0.00678283642450203,0.0127139133467562,0.0154394182262078,0.0146967873518132,0.00773848692588063,0.019778311857696,0.0176049925202254,
4,0.0209453707757647,0.00496670349189197,0.00567623398699645,0.0100260883679857,0.0239287068253958,0.00087429302754392,0.00646169624435888,0.00522452727614855,0.00613925060720688,0.0164014712682617,0.00583301018024955,0.0108902864993339,0.0114617904631466,0.00069904254138287,0.00071288939902042,0.00358942223469662,0.0177132143049244,0.0096872931492856,0.0126635681660313,0.00851801324300962,0.013577583199122,0.00360861444870373,0.0129907925889091,0.018687374561427,0.00352577051410333,0.0124676408201956,0.00656337058931519,0.0159721817254413,0.0161734404238091,0.00944158604389675,0.0241560432723455,0.00278336209358696,0.00843004334598949,0.0138110943325998,0.00343644661556581,0.0098754762017891,0.0193586774032271,0.0013820844806281,0.0122268852658217,0.00827429468754462,0.0122683952926541,0.0120854559852165,0.00379259067039044,0.0119673869802631,0.0183856341876659,0.00105789221807453,0.0131573568812608,0.00461549084126854,0.0115897230573279,0.0198428712813349,0.0160215408659476,0.0132903902806187,0.0166921906922484,0.0162693468708131,0.00892307460102498,0.00619960569397298,0.0176942373432598,0.0201047977419879,0.0182500262478445,0.0176352770397173,0.00668727944200723,0.0126549595310253,0.00453028154704387,0.0045341121823415,0.00801874628795938,0.0160369553870079,0.0208744209321533,0.00388561574741946,0.00856395015901712,0.00465753199496718,0.0151404389872561,0.00795479633916274,0.0167116515138862,0.0152685648491129,0.0057439525691974,0.0178220344043951,0.0186442356731837,0.00400078460369852,0.0125173030096687,0.0178234406562753,0.015046902723494,0.00965021355951794,0.00420299164642021,0.00606335130206679,0.0094623815263149,0.0121056370073181,0.0137842185720803,0.000246616178005822,0.0177323776237196,0.0160783902336738,
5,0.0151452786417662,0.00872405900410072,0.00107600750131871,0.000376355336990776,0.0120454563410515,0.00514423995596984,0.0225178971430924,0.00387093986795555,0.00344727057675046,0.0100341702022972,0.0171565317129582,0.0177544189006979,0.017089481494473,0.0147731261074918,0.0167674819534093,0.0232760672251149,0.00789776826826488,0.00254336396954788,0.00241598256636551,0.0239032375847255,0.00628030847986872,0.0170175106005336,0.0048407965077466,0.0111850487427905,0.0115952850750006,0.00552196387826257,0.00662085873311853,0.0161188114873954,0.000471489851080755,0.00619426021359244,0.00338558157165037,0.00621940710485183,0.0121945760763322,0.00784455852518875,0.0219498147103079,0.000392023349446815,0.00546235156357729,0.0106199428997438,0.00786529963056734,0.00865815879705896,0.0176152437754025,0.0120386514745437,0.00240586860269086,0.00719245570448655,0.0136666579065098,0.00350559158365303,0.0198821425854653,0.00634926328746661,0.0164547553369369,0.00834591857316955,0.0159526021082304,0.00532558823496243,0.00767374214396277,0.0127248900105763,0.0239335048559431,0.0143538665144664,0.0157212959946514,0.0174419487861355,0.00378915496615588,0.0162362251109847,0.00245551812727401,0.00807816097349266,0.00645668079718075,0.0141426222028295,0.0033091342766619,0.00402839862803278,0.00411836594462171,0.0149071843220616,0.0204865823333769,0.0133534266672432,0.00216944350004224,0.008081304831525,0.000330768371438568,0.00753756865364956,0.00429554626148106,0.00737720427786709,0.0149770559004671,0.00535880438210121,0.0163906498650544,0.0259294156417905,0.00015081057143313,0.00130927424307649,0.000240595590983247,0.0196204559946525,0.0162486544681759,0.00585202747748308,0.00237445639729051,0.00489185899027397,0.000836957927596683,0.00141428857027885,
6,0.0188247078582027,0.0122374055350233,0.023435505554695,0.00200961955310242,0.00314188672701826,0.00986367962892608,0.00394195043254288,0.0111844747873475,0.00373109372575857,0.00461723200084285,0.0185841871028271,0.00571543765224677,0.0175465683177503,0.0069584380009671,0.0160587142463877,0.00323914592100859,0.00289114280685027,0.018037945014189,0.0130631424701936,0.00669020373420593,0.0126184518498165,0.00506772300107462,0.0226652279665542,0.00881912416351162,0.0207768702849818,0.0143137114725376,0.000900114870682584,0.0194763637168395,0.020021103127146,0.0108827133784971,0.00590776948082867,0.017416731204839,0.0157059661298744,0.00838981223947293,0.0121424674903769,0.00402016981043644,0.0226994877450729,0.00551150442225971,0.0111531322871648,0.0046908244805138,0.00925584937878789,0.0123079456648126,0.00227562235481684,0.0202201505898564,0.0123707886643764,0.00133256654662998,0.0116524216868132,0.025061708636122,0.00729347608733448,0.00985575790157166,0.0207513053697402,0.00820835866676206,0.0194918194144864,0.0183971541064839,0.00719336418722982,0.00878137550622092,0.00216206576181812,0.00169223260586497,0.0210638089684526,0.0101299644717958,0.00156278571937849,0.0201741273327069,0.0110921391290385,0.00126433002190478,0.0142245433467178,0.0106029949960146,0.00986276135092438,0.0139332537842575,0.0158502399267851,0.0148760820081539,0.0210178105975708,0.0173320805103283,0.0149823007023405,0.0194312972825961,0.0126630595708927,0.00637263751816941,0.0105452207593379,0.0103230360336073,0.0167263300562969,0.00129983727220789,0.000319514792177951,0.0103067198817914,0.000401774673990003,0.00773318631461141,0.0162150364771408,0.0191990860763361,0.0018061197575576,0.0137593556318197,0.012402302773004,0.0106145548310371,
7,0.00414618864731634,0.0148862861636285,0.0204317719381986,0.0242371281081302,0.0118822898018649,0.00912703299726804,0.0202990817487927,0.0120596687460755,0.0168390377134511,0.0163955797095344,0.0132135329162741,0.00746851173453831,0.0118874312373585,0.0159570818127628,0.0114105615033453,0.0154190921300714,0.0108692069229093,0.00517834725990686,0.0189330649024951,0.0103987236591136,0.010331964369462,0.0168517493662207,0.00282381632418804,0.0238574302836153,0.00958407896818041,0.00390824101573722,0.0163252559655994,0.0166618882973476,0.00200109827619846,0.0163354903704446,0.0155164600136916,0.0177398583006109,0.0123352364501504,0.0187847345730127,0.00318331935345355,0.000601198802622334,0.0095615225572507,0.0203396533079402,0.00402431092988396,0.00470655731376937,0.00444609429692153,0.0176032816657627,0.0159627734845349,0.0104069756258265,0.00458335118536108,0.00591983298484062,0.00943311569287092,0.016810055566235,0.00581404464617696,0.00607121816740831,0.0146340940207709,0.0221993001576519,0.0105317264084033,0.0153606028899741,0.00471502619416265,0.0148538004877987,0.00991546079102659,1.59638440046473E-05,0.00438549122478006,0.0195581721929083,0.0115337534773468,0.00673554907542959,0.0183394856615499,0.0135066964428522,0.00293393844098019,0.0221734929549419,0.0159087346165967,0.0123975404046788,0.0191393777122022,0.00851331532923173,0.0211430801693886,0.0051383446277154,0.00488928847236312,0.0144125889333768,0.00464979570558287,0.0133251238938745,0.00346848556458363,0.000545732895330552,0.0190583848046559,0.000221866499121762,0.0120606826985136,0.0120652786837017,0.0196695238461993,0.00733574535968115,0.011170205146337,0.0168875058051927,0.00790693685502794,0.00848426800912491,0.0158875122839975,0.0191400914552036,
