State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
Initial,0.00168327129891654,0.00302539178734107,0.00257023753694694,0.00336482149291427,0.00412969436557375,0.00597719364719033,0.0048276217132339,0.00972952761971902,0.0378158077725312,0.00678620590830156,0.0523095315103752,0.00735950115301111,0.00432351890935275,0.00134580449348538,0.00854081784467335,0.00260392987719155,0.00637267470550502,0.0105780328706336,0.00596795540296523,0.0294606151785088,0.00256363124496644,0.0140208936541806,0.00214475954441826,0.0197232017273083,0.00688821997304823,0.0306904724110755,0.0327330951230277,0.0125815536193635,0.0122444808266591,0.0454097122217236,0.00193552563716148,0.0351578345246156,0.00272190329846586,0.0036592039240731,0.00629553140326215,0.057065374885946,0.0309662077800972,0.00340354949986612,0.0149808286962719,0.00243238921381411,0.00108038524025323,0.0133629548350728,0.0104717182033434,0.00359112035614964,0.00324722708387773,0.00437789052961101,0.00366252661846799,0.0452811380726993,0.022825079457636,0.0101335345138132,0.00162378722567929,0.0232419645369004,0.00883226681425465,0.00609135871595107,0.0100732781046064,0.0722663737827019,0.038828732889439,0.00101710503552469,0.00404087442293836,0.00273627625601838,0.000382302927782869,0.00105500026196443,0.031152295177737,0.02469865541506,0.00155272439416861,0.0210337516656907,0.0011276121847605,0.0724862976265033,0.000101585918658995,0.0132336574350202,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
0,0.0121190003543045,0.023761564220277,0.0145717957769594,0.0278541588986966,0.00320895877565289,0.000762795644092931,0.0142576347156134,0.00194914902213896,0.0178330200891382,0.0220316371137924,0.0294289237563894,0.00570555215958837,0.00552473656890709,0.00593382611452564,0.00417608086745643,0.0175548689759259,0.0218909119991331,0.01116597594742,0.0286687722037721,0.000197101357210791,0.0190694941265246,0.0290471788849711,0.000374735541526807,0.023906020541163,0.0243960075621425,0.0197951105266966,0.00795595273652405,0.0100534503481131,0.0222191603103989,0.0087500795423907,0.0204575739166513,0.00954254374628077,0.00419789784590423,0.00608206393139636,0.0200828108402614,0.00780611205453185,0.0174288448077918,0.0247317040468798,0.0214962515193953,0.0260946279321267,0.0153309341140552,0.00100693126996035,0.00369200452774477,0.0231539132469715,0.0121546506723399,0.0110309325237898,0.000403027497366899,0.0248576279232565,0.0210803073527073,0.0276498842674167,0.00758271040336074,0.00227590301770838,0.0121861538339969,0.0192794887956043,0.0275950096534931,0.0210569792824729,0.0258608244338301,0.00568760652096617,0.0165550345174574,0.0261089378288337,0.0224583424608988,0.0153402551318427,0.0164655643166856,0.0249500923258691,0.0273227316449223,0.00952709125788993,0.0145319099530654,0.022138339276986,2.16703327316394E-05,0.0168229842053772,
1,0.000182650594877198,0.0136283326765204,0.0100578189201961,0.0335968289958594,0.0268879926440955,0.0235550877333101,0.00623677634462284,0.0172976616349346,0.029782510196055,0.00314111482429921,0.000154002051903753,0.0107198998036067,0.0231228037080221,0.0332790635309197,0.0264862573194028,0.0208982264469783,0.0212746528616836,0.00568327523939564,0.00192504087142498,0.00385765583888831,0.0137999724717381,0.00792424512924091,0.00286181037952826,0.0208809499858567,0.0128502374063218,0.0123747931390477,0.0161497302782334,0.00412057380332685,0.0231569310388942,0.00275287194064618,0.00625420608563031,0.00591798257318093,0.0187667825525922,0.012802571042239,0.000519054380199925,0.0279111897889791,0.0230295566285199,0.00937356300462099,0.0239113395860878,0.00940358023202782,0.0100943615742603,0.00623250201743433,0.000634239813528199,0.0142253350266861,0.0150535613909591,0.0294163458058881,0.0245898831204611,0.00408007423913638,0.023734035473774,0.0018199866768745,0.0108110193924946,0.0278951493492763,0.0108787639418448,0.00246862828861843,0.0331570720488262,0.032896601746439,0.00341072052106931,0.0041254557583889,0.0238175869593833,0.0150964065371698,0.00657691167503172,0.00564034564315726,0.00791073012461059,0.00695523292554062,0.00330437049320308,0.026715220232072,0.0319246316496873,0.00734033729668104,0.0120179493592836,0.0111222389130615,
2,0.0044217024218949,0.0159735393428921,0.0191402159861512,0.0120382911979985,0.02194558377137,0.00157293387771542,0.000819307792063293,0.00634540141743123,0.000480636577135514,0.00588024465331456,0.015491612005626,0.0287527356298327,0.00611923759833795,0.0195130925692096,0.0170019227461341,0.012563626165265,0.0069671567715129,0.0206918069712115,0.00700233924333102,0.0275434069120852,0.0167728644947937,0.00705080839343354,0.0123947320216051,0.0025859875774353,0.0204839553415206,0.00926454202213244,0.00639875170391271,0.0204905896632945,0.00993403485510868,0.0227950863588973,0.00533301092450616,0.0278943835941918,0.0135492169095492,0.00744780229858216,0.0171257703045568,0.029906145851743,0.0130759530165665,0.0153803719455268,0.0221051932330532,0.00460276312289773,0.0124444907318192,0.00969652038423491,0.00625783632037543,0.0103837917102866,0.0076126053712635,0.0139948331549118,0.0129190551415978,0.0247753540202263,0.00947257509749301,0.00926347137932245,0.0130100732856173,0.0211040744869612,0.0124279975137777,0.00956426466784802,0.00978895967334499,0.0021559375383393,0.0240546522813933,0.00258696541893012,0.0106580076119405,0.0112158760580893,0.0188883295630922,0.0216213988185283,0.0171457469849359,0.0194610540104086,0.0146800085547587,0.025767884130016,0.0185109737955103,0.00515881936979925,0.00485129207210041,0.00982352715060331,
3,0.0150131122216866,0.00838466173892923,0.0173613031511883,0.00422177049703117,0.0255748709237722,0.00852742150660232,0.00878016677445841,0.0229724561029543,0.0160031222335737,0.00767024008063999,0.0305050580875773,0.00407202298375379,0.00496517917599193,0.0175804504059792,0.00637265470351136,0.00871493014245259,0.0215199425160009,0.0264794944130455,0.0264566994315858,0.0254240988087016,0.00218918894243546,0.024669190218806,0.00446473139702486,0.00794800523676857,0.00735825542410659,0.033195014601272,0.00118989771376051,0.00450099364219726,0.00668807727918047,0.031310098325701,0.00798077349137279,0.0378671241805076,0.0188480471235266,0.011438938530774,0.0289338586503272,0.0121774182980154,0.0201777364461125,0.0145488759707985,0.0298662973275354,0.0082283056573231,0.0166351781050705,0.0350838975422992,0.00306027624386663,0.00218994003166582,0.0180538390659911,0.0144115637057624,0.0252169550056667,0.017402586276569,0.0145533167089343,0.00643974560599388,0.00754999069820258,0.0160806507390067,0.00150063086668197,0.0204024243953067,0.0149358054809569,0.0103077853736951,0.00793414364849806,0.0219028335794595,0.00117644613717435,0.0124344876713218,0.0104580301566204,0.00380289269227755,0.0114989025735333,0.0240291856605067,0.0172549674909597,0.0139838082872664,0.0194256127331676,0.0186838113554355,0.0195058193206344,0.00125597547287608,
4,0.0185643662281325,0.0236557029447819,0.0255351963132767,0.00692404943012142,0.0302281841813216,0.0142287351637555,0.0236224491195556,0.0248847855215707,0.00320509948343995,0.00470339262475975,0.0164219936454395,0.0202880071930035,0.00732443284814935,0.00404129902370483,0.00529086052255162,0.00325661943974453,0.0322145128848874,0.031405988330562,0.00336447128468842,0.02980615875774,0.0112637584960839,0.0274069674204681,0.0231057287904675,0.0217009390205153,0.000992708519118355,0.0126575148522585,0.0259054185759293,0.0236836058862598,0.0156263414095569,0.0109826623159969,0.00369746605581734,0.00333946780810991,0.0127448540290595,0.0158194335817311,0.0172816795915104,0.00320642888716477,0.0238581862296996,0.0226709409441635,0.00855893620397257,0.0140732004542514,0.0137513929034066,0.00703404194696598,0.000143719814337253,0.00865638000835197,0.0198453266084371,0.0178463397849911,0.0110111232593546,0.0213164243160983,0.0279747332389039,0.0322650746528936,0.0201745937383696,0.00558196314084152,0.00769610062199682,0.033400619103951,0.00165592251953241,0.0237634001616928,0.0068614145721842,0.0211776311900172,0.0276624959687176,0.0137049346230089,0.012649454561012,0.0133536176849244,0.0165947320285737,0.0318746332474152,0.017614568555646,0.0285243634249559,0.02616251195564,0.0210614250792073,0.0319223113075742,0.0196396140859665,
5,0.0109383905662499,0.0162691277143834,0.0359385028520327,0.00932740482578681,0.0107070923481224,0.0133179418425361,0.00566171302722384,0.024426840147483,0.0237667817790128,0.0206735119618124,0.0158603826696673,0.00134440448295815,0.0237009742829073,0.00122199667339157,0.0346383925713121,0.0359215990396,0.0170202750135536,0.00591572674487215,0.0369304250312952,0.0325451502087679,0.0182135361381037,0.0299651250189189,0.0228918442677263,0.0140673114916739,0.0340138648688581,0.00906797288642689,0.0192565736647952,0.0349808847922482,0.0137172598128219,0.0082371393170226,0.0286065171991735,0.00930910268640502,0.0162417356033319,0.00777651473312964,0.038435947000185,0.0235478480464139,0.00534316184556628,0.0220060085178891,0.000990896099846205,0.000145526231243399,0.0290541218278278,0.0268924302089618,0.0374593600892878,0.00802044541130083,0.0121387453079198,0.0282238954273755,0.00399305601181411,0.0276364977109173,0.0138727090541617,0.00710865182553785,0.00830949562810529,0.00115040303197464,0.0336878111599566,0.0148176135718137,0.00302045895806234,0.000308291000321958,0.00985696971816356,0.0308974734386496,0.0326941380070176,0.0279393368907171,0.0316291844672041,0.0404469254105958,0.0200420356477941,0.0169647218239731,0.0089020243152799,0.00234818425775858,0.0109530177835929,0.0132027539168429,0.0315520587168529,0.0220483702643335,
6,0.0214999010204579,0.0203553713223213,0.0166093889623942,0.00723109727571885,0.00508559426877707,0.0168869001726135,0.0272925242898567,0.0147320457340404,0.033757685368885,0.00278928690592348,0.0242266861885766,0.0268287280075749,0.013573329929951,0.0222193756981505,0.0222021617985648,0.0158829960195309,0.00641747691533374,0.0243046636843492,0.0176553171368877,0.0146764871295947,0.0189949240888736,0.0202058232239353,0.000226273437973702,0.0186813449086118,0.00358491646091199,0.00438781514977995,0.0242150841460368,0.0223056339684348,0.011288196044944,0.00325795979736432,0.0137068113836875,0.0289189741335897,0.00747030116631281,0.00651310954188245,0.0187540031017735,0.000746544704567273,0.0256379282823747,0.00457303798626081,0.0203199878436439,0.00604024521847015,0.00973133020990398,0.0133806520057743,0.0201792606113446,0.0172972299950847,0.0202098156775566,0.0201557049176039,0.0117341859793706,0.0213377423154823,0.0302560118819826,0.00133607418528988,0.0163745074559753,0.0260914110728016,0.0219833686440661,0.0196460891215326,0.0193533106971746,0.022280565430975,0.0154825886455868,0.013483900066628,0.00354413324644342,0.0127724223835846,0.0155430438488131,0.00835302836308937,0.0313559080286135,0.0177306065373487,0.0153569891382839,0.0206578243712043,0.00852902669494453,0.0217001810092565,0.0211654302234017,0.0111751412546304,
7,0.0275038280622129,0.0147808340790156,0.0149898431701204,0.00164945199895618,0.0047689311990686,0.00249885772316122,0.0247565937749694,0.0196907292245402,0.0125617205719092,0.00182274819649991,0.000439073626116388,0.00699251775634965,0.00955737306835936,0.0284139586820314,0.00167073943503882,0.00394023680186256,0.012965119016581,0.0231794277725474,0.00454613897586127,0.0251368046922842,0.0273076705716609,0.00469406465115784,0.0145310328721002,0.0133477523878199,0.0177694890645895,0.0188751787398736,0.0239220347528773,0.0152852721112745,0.00861374249706681,0.0258173395638302,0.0192294250352019,0.00352509712007774,0.0162859736439886,0.00228289917152458,0.00148449222997196,0.0105575714221719,0.0148702912312071,0.0257215162555614,0.0114901663585839,0.0262056720994794,0.00857449678132405,0.0191327893488765,0.0299516607370994,0.0212054550217538,0.00694293727969273,0.0265790141015462,0.0173422247197015,0.0231502718525558,0.0221544442927522,0.00706872337059062,0.0139034442010108,0.0170980383218887,0.0159915631459408,0.00625101079642415,0.00028169675016225,0.00168105544715118,0.0292310743415831,0.00592823096177867,0.00038767741654458,0.00665146520816529,0.00351731155973888,0.000403069091381363,0.0188600163586072,0.0192590769796827,0.0269735117072633,0.0198113134407038,0.0245214147850089,0.0138043137048998,0.0151041528710397,0.0142292321657922,
8,0.0145869396283271,0.0160430776647318,0.014034260883239,0.0103742120444666,0.000376142838096351,0.0148377836439653,0.016497632231289,0.020137983800652,0.0106642489743827,0.0073503463931881,0.0100900032728389,0.00534313599581038,0.0245382854262203,0.0215691278269595,0.00959890920499886,0.00933922158262453,0.00969749169511357,0.0193910719319089,0.0221177990660689,0.02535158932292,0.0104123048080072,0.015309348850423,0.00437098780154961,0.0128584589048979,0.00929113715008985,0.00696528473350782,0.0170024982634568,0.0148441224917671,0.0189865784919323,0.000249434163361996,0.00939978405597508,0.0238689130784788,0.00243341954018739,0.0140721762085426,0.00687921180791227,0.00690819756895272,0.0170707383011092,0.0105972841235901,0.0193000545979463,0.0156906805729401,0.0175539263248769,0.0069256819185281,0.0056041575637964,0.0126409151859365,0.0182450898264419,0.0108148433585708,0.0119526123720944,0.0222037887899115,0.000587470218909065,0.0113482683516097,0.0142636143950229,0.0147660912820838,0.0176908674601772,0.0196692283210308,0.0103489649928742,0.00983359243541155,0.0152696526303202,0.00952165114734222,0.015192951932442,0.0206752198179079,0.0194723339924326,0.00676951147762501,0.0106713912584291,0.000257647092928645,0.00016791963880471,0.00689180277069947,0.00980261314887548,0.0127981489887418,0.0177698263951281,0.0176975731363625,
9,0.0159634421922168,0.00844974005684865,0.00293401114796757,0.00264115407757035,0.0245448827359557,0.0219083739766342,0.0288936905920372,0.00193630844461069,0.0309389706438272,0.00689299576115444,0.0153820233091615,0.0198621351326466,0.0153590841490411,0.0158627096758868,0.0272015812052104,0.0207890596154501,0.025817799762563,0.0240551521697888,0.0233279526737077,0.0135237823190662,0.0188366767163353,0.0139124473944314,0.0126496721327302,0.0252840595801076,0.0142743512976487,0.0180544399994744,0.0255335330195117,0.00508774876313959,0.00503941006549479,0.0179802345315606,0.00769259442567362,0.00631062932084567,0.0214621936105302,0.00210297136570554,0.00438642652759099,0.00727043119048978,0.0158602826418046,0.0244299020494502,0.000683289033106637,0.00558217817214435,0.0232217091749104,0.0178540632907588,0.0261843099307443,0.0106245593750818,0.0092724709599469,0.00506873554640913,0.00389866299356531,0.00868324025689079,0.00106048783252156,0.00545928649234699,0.00251383817273405,0.0161211574624488,0.0144758618412363,0.0238370954225203,0.0214255168982243,0.0164158971257367,0.0256933569055096,0.0229492186765821,0.0254256364529962,0.022917335616898,0.00640339066645633,0.024066449000838,0.0294486252770319,0.0229390364203981,0.00942910976006489,0.0123243128509195,0.00908255602512624,0.0290104167929968,0.0219969576908431,0.0111673559039199,
10,0.0103774377983678,0.00269832209405404,0.0128979741929452,0.00368532115111458,0.0104022763704139,0.00217499819068255,0.00402355829336817,0.0168561609581672,0.0120493759858482,0.00745670931580628,0.0248693633375954,0.00973061150436897,0.00247607644183267,0.0159398382893605,0.0143683483727545,0.0107710195747936,0.019333254358239,0.017751022976243,0.0208254319874155,0.0211429671738238,0.0201653600152436,0.00268625671169151,0.0176089536259624,0.0222076398242979,0.00265641494471802,0.0213815622247672,0.013813197287153,0.0095783504236583,0.0123376593552086,0.0223371375926381,0.0220237866874149,0.0187470306885455,0.0128588498541095,0.0124341259308873,0.0236363294071828,0.0194362366053888,0.0180457733937717,0.0200608712943066,0.0129517000045426,0.0122444279531118,0.0166244408784855,0.012493774709581,0.0121669558873643,0.00983659442989426,0.00639535024810723,0.0033123251325057,0.00174781801794054,0.00653244130502541,0.0111140609311518,0.00112511295560197,0.00383301700115982,0.00330361033493671,0.00609978549342175,0.0148282177608679,0.0143225174236777,0.00729435668399628,0.0146282823380512,0.0104486037982653,0.0141609428915222,0.0198105705477693,0.0120756482020096,0.00921860411228057,0.0247917059189249,0.000305938050711552,0.0100961718044021,0.0110670973058594,0.00761814976418948,0.00345861441274668,0.0167055660596861,0.00692093408927032,
11,0.003938685693635,0.00370698612353353,0.00567168076792841,0.00775760672933878,0.00179785442900918,0.0170956753045248,0.0126003958998019,0.00617890800518477,0.00335446655382301,0.00933042343819335,0.00823246350624136,0.00930257908637155,0.0104211917132214,0.0105936765430209,0.00777189358370996,0.00152241888061864,0.00199192462460474,0.0179690191838527,0.0171624842816651,0.0129773960395352,0.0262623847342725,0.00718743098721816,0.0172356978653115,0.0128625353029815,0.00985240018064391,0.00636944649113372,0.015058430808399,0.00183931320115957,0.0169444855293218,0.0113785089017593,0.0145204439105353,0.0184209387496096,0.0222178261997472,0.00543406778671135,0.0246303800834849,0.0161728391640685,0.0101569687481012,0.0183353348342163,0.0156412001468395,0.0184488539798655,0.0198776883337546,0.021247924514665,0.000187392679924587,0.015551958592757,0.0033379385550925,0.0106932137350804,0.0269660492233253,0.0134463878000735,0.0170094846845497,0.0203931193404488,0.0118837771555258,0.0171263616905681,0.00476444012159254,0.0138727237017537,0.0190849414573653,0.00330347483395848,0.0123605947414342,0.00028589048759593,0.00133538383141977,0.0188296342659785,0.0190761332470624,0.00496089240893204,0.00561731493129689,0.0220773958929947,0.000865788245161493,0.00640790453991964,0.00648940579451922,0.00164819012603039,0.019591668901131,0.0016525886722597,
12,0.0104826177158979,0.00761055868341067,0.0139598531461772,0.0185955090207621,0.00811566380209379,0.010739379294686,0.0161149055041897,0.00696681554577564,0.0219689526055472,0.0261121964101249,0.00455011082612527,0.028676890959119,0.0190278372884267,0.0244457841080653,0.0014636200575171,0.024174172262371,0.0121724708439123,0.00628291924065195,0.0151023300231525,0.0185837861083634,0.0163521263809394,0.0261110782283697,0.0164963510385825,0.00739445013550544,0.00369435592874942,0.00144842942955438,0.0231140436499305,0.0300457837922209,0.0137366554289238,0.00335462206284238,0.0233247575801681,0.00613229842512127,0.00764740656474308,0.0155557102930276,0.0255791510154804,0.00916691816967139,0.0053680344858049,0.0113760852480116,0.00541356602730569,0.0215718499758598,0.0137030414694161,0.0218271935663332,0.0112506713355137,0.0217657265757994,0.00420062120856036,0.0167275501019109,0.00556515087581307,0.0198223957093408,0.0175204472982331,0.0175621349168905,0.00235142415641892,0.00180517378897409,0.00162354373682849,0.0107724730560833,0.00477517333430195,0.0211162980461065,0.00826815319576408,0.00542837146396382,0.0119733440049268,0.0191955596961741,0.0202071193075233,0.0158297685774462,0.017326283313067,0.0138895827523773,0.0237586101710362,0.0109888452465487,0.0252076228229098,0.0117903853246593,0.00170542914380406,0.0235164906298893,
13,0.0292718670131604,0.0107762445523055,0.027150743785908,0.0363285999587862,0.00515553655225755,0.0112110481254297,0.00917182475273508,0.027647507623165,0.0157107196612447,0.0122530553454633,0.00781987353386436,0.0212024768639471,0.0276170821154664,0.00571403855517586,0.00470686041615819,0.0234959026646507,0.00209165054849619,0.0169412489525199,0.0365836083489366,0.0101542204935727,0.0283243085519371,0.006110519005368,0.0232152627665209,0.00150619567624177,0.024427669183034,0.030175401706242,0.0226065583118646,0.0271551966045088,0.0108777487174232,0.0166118626728468,0.0163301580754811,0.0166395651337837,0.0224341096699239,0.0129271273876335,0.0178299324832139,0.0233694081538063,0.0274259750357583,0.0209698764449447,0.0165657789818102,0.0194817473984052,0.0193714199029533,0.00195692435916964,0.000214475286862867,0.0146825097118341,0.0171692740033584,0.00450154519983988,0.00506775320101066,0.0127059432242423,0.0332638784348114,0.0302978297213108,0.0228198101212685,0.00643028227277586,0.00597614059340621,0.0157869759285964,0.00459999735323164,0.00966385403603247,0.00344430469186905,0.0226041122238706,0.0262904705452724,0.0235817839352737,0.00793890006387628,0.0385394000402209,0.0066785784152079,0.00504411471098101,0.0132199073663625,0.0144303807935262,0.0114242368188547,0.0207416922177571,0.00508260633777679,0.02454318904099,
14,0.0134234729607676,0.0271502472749516,0.0117548339179279,0.00211028439780697,0.0226958575012254,0.0307829837220181,0.00704611588439886,0.000495932992218514,0.0114930846474986,0.0308369045166207,0.000820780223388387,0.0168974607260893,0.00805249351525269,0.0148298051213173,0.0180670350591076,0.026608624755347,0.00611223520272779,0.00564329470812108,0.0157564270390226,0.00274481626762758,0.00735583267510946,0.0151106743880066,0.0127395601920245,0.00183478010798522,0.0258202398551173,0.0193134173690482,0.0132984596928081,0.000604413550430565,0.0300409686119889,0.0100854784502189,0.0225862546486412,0.0187509782584632,0.00619804035718618,0.0285190144111946,0.0339878221243208,0.00299041022530234,0.0188847364134213,0.02420904368571,0.0203496116232374,0.00920633588442966,0.0299240196418514,0.0131331955899194,0.0200961798522477,0.00787923849189547,0.0236079852413042,0.0203679907799559,0.0200958405746637,0.0150691456512865,0.0248386960441037,0.016787464665403,0.0122341227468642,0.00100828693485242,0.0169998077082743,0.0118107286300979,0.00789900243285558,0.014856773725165,0.0202611240796747,0.0137445177007252,0.0159830019964789,0.0134672260021808,0.0118406157629482,0.0276842225461722,0.00437415818840731,0.00564085424788848,0.0286186085266977,0.023523276244269,0.0108964969377811,0.0141910208884846,0.00624844021717941,0.0256734018362282,
