State,0,1,2,3,4,5,6,7,8,9,
Initial,0.0303211809528397,0.214417117416215,0.02320139689207,0.0191206812621962,0.0169300794608485,0.0432193016689832,0.0439694689936769,0.441011125769368,0.0407002643951499,0.127109383188655,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.0435234634084771,0.0602504803248074,0.124457053949384,0.0819033118579528,0.0330280665441395,0.106792007665123,0.185586446105609,0.0220956111003595,0.224436490850821,0.0792783090472063,
1,0.0769174701475569,0.0779079197398635,0.0787752110218923,0.0293583761144291,0.0169261475071657,0.0581224431174005,0.0509975398460985,0.0732035068607069,0.0761299305480489,0.100692035481266,
2,0.0579225742434634,0.0497833633644705,0.0346794388369711,0.112101252022252,0.208698957936849,0.186119823994675,0.0706234008229685,0.191775936457404,0.0310624320548635,0.154539133120958,
3,0.108864361589853,0.0077200022636394,0.103874438827951,0.0481413650999356,0.00938637655639253,0.0998178706082732,0.0648953827458393,0.175265586077187,0.093791538361957,0.0884845324942103,
4,0.15318746509798,0.0508857493037573,0.258648973425048,0.21763875284551,0.216389875529624,0.0754100357234399,0.140102403177236,0.139989508005164,0.188751696484445,0.0853705704867962,
5,0.0929362762861754,0.201853697892585,0.0246918160225358,0.156002322346705,0.127242202993524,0.151006615673666,0.0060412976184047,0.0893206371742976,0.0118859461302125,0.133602717203009,
6,0.245024902905716,0.0423765149061776,0.178220092278381,0.141198533873127,0.0632909729835976,0.0570866610057642,0.230833759254266,0.120190509306742,0.100692691527367,0.130385031182098,
7,0.0948368627054663,0.151611944466597,0.123978091121627,0.0583267090992709,0.0626673908172479,0.10388659205036,0.175577277020409,0.0141265742278023,0.0316050365370347,0.0606364532794751,
8,0.0835817483631823,0.215584906048683,0.0339502912720785,0.121516345261631,0.10273573087526,0.07422084197461,0.021587640235422,0.112634751069665,0.196488148236319,0.0566594474406431,
9,0.043204875252139,0.142025421689426,0.038724593244126,0.0338130314791745,0.1596342782562,0.0875371081866866,0.0537548531737537,0.0613973797206727,0.0451560892689317,0.110351770264332,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.271893668411901,0.0549323537055577,0.165450305083872,0.223219353224834,0.0760642508828648,0.133580823079352,0.0437283795660126,0.119753878261595,0.100061153497626,0.0972714549135,
1,0.120648778202241,0.501879671245326,0.0907672960976279,0.00236750320096844,0.167816871657371,0.0358576188293038,0.266126209107003,0.251696100358204,0.0841506570929577,0.234897343395117,
2,0.0609812538341258,0.209591477010166,0.0413104022654957,0.243179372773432,0.115200628875905,0.216611991207576,0.00866723388911509,0.0933822894620399,0.178701749148468,0.0165011487245209,
3,0.0422063372298751,0.0474229832301692,0.0929641821633475,0.11734953584655,0.00777228590536331,0.143670718128664,0.0448268333804688,0.231347763922096,0.0590851149872455,0.285730901612771,
4,0.311052039426859,0.101829996597785,0.226170319050982,0.0675105042529528,0.19899761571035,0.253939629049231,0.259186137200109,0.174788672189755,0.228434721428556,0.149153406425915,
5,0.0215218772841684,0.0199391074431974,0.241983117604008,0.231759834121064,0.321653903343032,0.207248504149293,0.22051199784002,0.00112476694822172,0.0280162581688977,0.178633805265381,
6,0.171696045610836,0.0644044107678119,0.141354377734661,0.114613896580191,0.112494443625117,0.00909071555657451,0.156953209017285,0.127906528858089,0.321550345676249,0.0378119396628018,
