State,0,1,2,3,4,5,6,7,8,9,
Initial,1.07097273820405E-48,3.5531959960013E-16,3.9268345526906E-24,3.04878344140923E-14,3.65058390627484E-26,0.0170296144825272,0.11453771086223,0.000221250135365351,0.868189201048955,2.22234708943538E-05,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,6.17757433161555E-05,0.0257556771760679,0.584742906247583,8.97656538152396E-06,0.00781403692126292,0.0318042132535074,0.00597574484018214,0.00937075153847419,0.1036153586149,0.0100382834756558,
1,0.0371712318518161,0.359173209109149,0.00127573072483545,0.0172722929914185,0.208474090706065,0.12576138391454,0.000582252265851379,0.0885355453026397,1.66141092211601E-05,0.00163281588901095,
2,0.00173176638907926,0.000342908939557739,0.232547120693757,0.40195655489738,0.117831986599981,0.278965720593372,0.013395054856879,0.151702886284306,3.56626915886688E-06,0.0349000568438647,
3,0.0179893421859946,0.0545836063466781,9.12923955370243E-05,0.000555594528803658,0.056160032546642,0.0148650095249017,0.00865893535262623,0.208734850613982,0.390061926335504,0.10711827678217,
4,0.0161707979299765,0.0902904186298446,1.05512200878304E-05,0.359371793384655,0.000189552494601239,0.539866043685018,0.0536280821538998,0.0163002501202295,0.239319814540684,0.0488430493650572,
5,0.0148701347519227,0.0536927786876248,0.000348867101367242,0.0268256338528274,0.323851893392341,0.00161007347222177,0.0109995694679133,0.00467017115486322,0.000534804955232283,0.425945678722613,
6,0.101119872793525,0.0171049818322562,1.56652478252415E-06,0.000154647440837387,0.00649661026339045,0.0047057169985861,8.9652398670233E-05,0.514458335261482,0.255642496325933,0.0489664846785598,
7,0.809479649130287,0.0363461454521388,0.134543742590744,0.00221957004423012,0.101017543617985,0.000532281021868889,0.0329269639446414,3.13881082674829E-09,0.0107051694089119,0.0125162291563709,
8,0.000645390999843986,0.0168283137873628,0.0464197979381952,0.0997166816592936,0.17234647257055,0.000535878628855249,0.136033635550418,6.89516187925867E-06,9.9730128149707E-05,0.00850394652216692,
9,0.00076003822424351,0.345881960039317,1.84245631022381E-05,0.0919182546351775,0.00581778088717984,0.00135367890714224,0.737710109168916,0.00622031142332101,5.19312299200619E-07,0.301535178564524,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.0237989404782892,0.112112816824279,0.0233105002404745,0.00107631041945088,0.00531706762754222,0.293397279396907,0.0612667987336839,0.000121300220845022,0.548093331917428,0.959070188484581,
1,0.84180735334921,0.515386206718205,0.0115846106572945,0.028647510568897,0.000956120802837806,0.0414523000864787,0.13214672499324,0.0053559105783066,6.68571083896785E-25,2.52415902346337E-09,
2,0.0244430729069812,0.000836955658888647,0.632757996943516,0.630397534675983,0.000465610212197101,0.147173817270665,0.736675710665988,0.295420661950278,0.107959101866941,0.0282817500817749,
3,0.104213255035669,0.0631660378495417,0.000998492240703513,0.00156126021563006,0.0951329687552143,0.0535556357721544,0.0373520380985487,1.49886450137192E-05,1.32395747406405E-24,1.02279028283075E-10,
4,0.00573575706059253,0.0979752602946548,0.000257455001610943,3.64817390611976E-07,0.00184325063288701,0.0476763435883076,8.07265156328292E-14,0.695625253389465,0.274619774968255,0.00404136567325552,
5,1.64571268599945E-10,0.205185564548017,0.00222406919271477,0.0458804405150995,0.207326709867565,0.415622096363481,5.50025225801075E-06,0.000509496513431382,0.0693277912473681,0.00831817745999654,
6,1.62100468345198E-06,0.00533715810641589,0.328866875723678,0.292436578787547,0.688958272101749,0.00112252752201908,0.0325532272562027,0.00295238870264877,2.09307125547806E-26,0.000288515673941697,
