State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
Initial,1.19036329585953E-19,3.95083046571228E-09,1.23952125701165E-16,4.04016252454079E-56,5.00950294610604E-17,1.94012619459872E-85,5.68313437898437E-65,7.40067794275847E-21,1.29509890495381E-20,0.00309381492142769,4.39230049016347E-34,3.80164473605258E-10,1.43865216603975E-06,8.84356913871117E-42,2.81329047222644E-08,0.047688325776304,4.06863286327414E-101,1.9760924311567E-60,5.12537026123374E-10,1.03092696343476E-19,8.49878078941177E-07,1.04578615862843E-18,7.1837016772416E-66,0.0408988976472608,9.45182166059797E-40,1.90079567945405E-10,1.1259625192008E-59,0.57988084969114,2.75149646585941E-25,1.02450865441201E-16,0.000229879355897912,2.91184104373885E-20,1.26251872681092E-09,6.36909329943364E-28,2.34222104884793E-13,1.93749349307961E-21,2.23736083890119E-24,7.22224498770398E-06,3.41532846341515E-19,3.58584109023907E-43,0.0294285597029955,7.00882929522185E-46,2.30552076739927E-51,1.02153544264314E-15,4.37610447075608E-07,1.06842455456051E-20,0.167445146595988,1.14959339905441E-20,6.67749880511239E-18,4.64309814107934E-53,0.100097638621306,6.81748024509273E-27,2.94962957729375E-09,2.16967892090269E-07,9.14647216295645E-16,1.61087328763184E-43,3.56939467446107E-73,6.07735184905363E-07,0.0312260772200199,2.66216636176185E-31,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
0,0.000673981422039041,1.897012982968E-05,9.68641070125276E-05,0.00436686152134986,0.0015800728485345,2.02223346764758E-07,0.000316652385637302,2.51241567658565E-06,0.000668514318728157,0.00147589559573758,1.3624602332597E-08,0.00154340016464186,0.000941707670869092,0.000198671387181039,0.00233487978253074,0.000203837800568486,1.09960626936844E-06,0.000100319956090762,0.000209599387828003,5.88054971634483E-06,8.63927286609629E-06,0.000141037032610758,5.01544618942213E-05,0.000271052138870499,0.00267218734065138,0.000497974654358391,0.000102813124118185,3.70215010773915E-08,8.44919422732709E-05,6.23053157827681E-05,6.54267062053347E-06,0.000279025889248495,0.000100470902952302,2.61952121791178E-07,0.000194730159060623,5.06857715523296E-06,7.64256734526743E-05,0.000262943716103324,5.26300985951803E-05,0.000120151446786795,9.92764973832865E-05,0.0337517441240704,0.0195488383752545,1.63287391258954E-06,1.47977655817612E-06,0.000275246236814818,4.4073283037217E-07,2.41742519135598E-06,0.000678682193894971,2.34153289054486E-07,4.14731225653776E-06,3.34744358927016E-05,0.000107439112140365,0.00217417867983318,2.89797501647755E-06,0.00791553921658796,4.95022209618684E-06,2.30974937448581E-05,3.27968489842654E-06,0.00199402242896942,
1,0.00836435563286294,5.48460846401433E-06,3.51588241384177E-08,0.00762148802010233,0.000103588717788129,7.60593419852341E-09,1.23333038107932E-10,0.058713789818234,1.20687793254012E-05,2.97755427490871E-07,5.57720131212304E-12,1.38786740750617E-06,1.5993376473583E-05,8.86525166055768E-06,0.000159844550568722,3.92154462235541E-05,2.71669275320312E-11,0.0736659043942577,1.42135649878001E-07,5.14757553207491E-06,2.16053182848097E-05,2.75027684853632E-05,1.3281181610048E-08,0.00134980342781879,1.05083361535162E-12,5.36713348584157E-07,0.0726976387331587,3.30600888094778E-16,0.000506741511037216,0.000549228540205435,1.17713798726091E-10,2.92579690425834E-07,6.66536598873314E-05,6.54755353715531E-11,7.74897008399977E-05,0.0250334971038988,6.07389678037705E-09,0.000484531256992956,0.00214732834787939,0.0957565200414025,3.11832607610416E-05,3.70082934708241E-07,1.41941261981531E-09,0.000102066722968211,3.38542511529648E-05,2.79968328208933E-07,9.88202742906639E-10,3.01868592474605E-12,0.000220928226085268,5.66843720798556E-11,5.21565638013857E-15,8.51432027783932E-06,7.40359380850269E-05,2.75651805835798E-05,0.00194685568351257,0.0404685875066141,0.0162167992872387,1.36843951017634E-08,5.23150158679859E-12,2.95661997508717E-06,
2,9.88772006747863E-07,0.00398995494383653,1.04753715713671E-15,1.3025870425023E-07,0.00212055270205479,0.0106427568930308,1.60428272632045E-14,2.34634525636146E-14,0.00118484756380586,0.040179215147025,3.17479114477167E-08,3.48598961726223E-11,0.0381250043482497,1.22718268121613E-11,0.0477236860024561,0.133293482611577,9.33377210638108E-07,5.25046349478515E-10,9.95884153893815E-19,3.21260780806742E-10,2.50275487122924E-09,1.58186798863476E-17,0.00809655367079049,5.19434867271593E-14,2.8539837332103E-10,0.000221093820891096,6.69547633141665E-09,4.82225393255998E-09,4.94483082492491E-10,1.16487334492352E-14,0.045355933974982,7.8776479222572E-05,6.75237672403065E-12,7.0027085700657E-14,0.000940549845328825,1.51547841995829E-08,7.25948966178426E-06,0.0129855453014711,4.42268395075448E-11,2.07899128299243E-09,0.000352776646796214,2.81621958675404E-10,7.05522082214891E-07,1.11593465501584E-05,0.942195484257744,0.000105104342328128,0.0157218449596661,2.75666308037775E-11,0.00652119121542965,4.23269861690039E-13,3.34938018644567E-08,3.03179960129205E-11,0.0639696804634634,0.0320786550945964,1.103549403739E-06,6.15187473026055E-08,2.78179565836737E-12,0.00337040109974412,4.96987516422889E-05,8.62458698730431E-11,
3,0.00386075778051998,0.000577357754506593,0.00027804629149748,0.000689003027672352,0.00988796834264885,1.87845286901462E-09,0.000748698979077106,9.08287639451761E-07,0.00153987729979789,0.0167639561124516,1.07629504847819E-10,0.0825838149663399,0.000144508884827319,1.0481839300917E-06,0.0192397617794966,4.56143390696251E-06,1.42044074112568E-10,7.45105111340708E-07,0.000223410925077855,1.08756211259148E-06,0.00250090553208577,0.000229805397908529,0.000128669282903377,0.000705863495490497,0.0388741261564392,0.000401971137184121,8.77526161473646E-08,4.49327505759944E-06,3.15766978896333E-05,0.0001605778135637,0.000463660403504383,6.18739703530023E-05,0.00325199312852231,8.09458871479252E-09,0.0153860843058112,8.1459771879421E-08,3.51848370853888E-05,0.000593024297180578,2.71143160065626E-05,4.3096029267621E-08,0.00381444230214362,0.000800056681552365,0.00114415031308117,1.20700613827585E-05,1.31009428025769E-06,0.000201589023476947,1.12655224516385E-07,0.000139574691197611,0.00474681481637695,5.52041703585065E-09,3.42455198502109E-05,0.000321596579006721,0.000426204809011507,0.000128318655681668,8.19646639888265E-06,3.65777986981377E-06,7.60352879166703E-10,0.000793159457956032,7.5542086813325E-06,0.00717198781628276,
4,0.00304801077224343,1.68554635633775E-06,1.80310834095794E-12,0.000271343823554224,0.0269656388447999,1.13736847210149E-11,0.0586424911287516,5.53114656351365E-08,0.03748219154016,3.86402471790278E-06,0.00119885738434546,0.00232373527705808,0.000370621669615296,9.74777315014532E-07,0.00281336138465661,2.78717541645509E-09,2.74604100430624E-13,1.08847111368567E-06,0.000110965140733855,3.09037246142809E-06,2.89436791149269E-07,2.46223550602679E-05,1.2924814048168E-06,0.0303597228940274,1.06752198788786E-05,0.00026891624157857,3.21333180425453E-05,3.18998566272202E-26,3.13385506607805E-06,3.53014079444891E-05,1.92654470715761E-06,0.0346124931851781,5.48168027887355E-07,0.0275832678780268,0.0148096422538154,5.1987543191209E-05,0.0241774714769288,3.53142548455444E-06,4.39337877024223E-08,4.31486449311547E-08,1.9154064952056E-07,0.000323234986118599,0.000382945955510619,5.02067343826645E-06,1.81228676804291E-06,0.0339012365181626,0.020846668853149,3.35818075736962E-06,0.031143432287517,0.00866054631196011,3.80087583734584E-17,6.24640400797235E-06,1.71173684341922E-07,0.00827702217915999,0.000221080217582029,0.00414460906748728,6.1247455235421E-08,4.53359961036211E-06,5.53054617251998E-13,1.11400582921386E-05,
5,0.00115357685594369,0.0107772065092601,8.19529255089518E-09,0.00381512653023363,5.85758821871707E-08,1.87145101117792E-09,0.000385162676032692,1.69357297844219E-05,1.04126515828816E-06,0.00597417767581833,0.00390442897863084,7.65344640053326E-06,1.3323190344147E-05,0.127342729019209,2.78970126574993E-09,3.01058085090632E-08,1.97389274596316E-13,0.000195924262020616,5.44645907077909E-07,0.00988362616401952,0.0301363215430315,0.000848150141871699,1.77137404740906E-09,8.82018459120272E-13,2.29192705439038E-07,2.35235356026772E-06,1.05187253761336E-08,0.072645553142826,2.12350959823637E-06,3.17998322935848E-05,1.78758838062937E-05,0.00434934292615621,4.66262674149484E-14,6.84236703436789E-05,1.42161834313254E-08,0.0212294355374444,7.37718759239213E-07,0.00160726880053425,1.70903256095872E-07,2.28318601897474E-05,7.43202275191507E-05,0.0065095531689348,0.00162339274566478,0.156098925849639,0.000214296038111608,6.7181896524284E-08,1.05505074505067E-07,7.80297190177811E-12,6.45210786183183E-08,0.000286484586687515,0.031232870565873,3.48574559361965E-05,5.36189251031642E-06,8.38455638500629E-06,0.0332959104173558,1.05598166002409E-06,0.00212483201806832,0.000385557452972646,0.00126815496236045,0.00013562234166354,
6,0.093241100599621,1.81748779905025E-05,4.7764147261912E-06,0.148053344848422,1.27629309278812E-07,1.29008744709306E-05,4.64696520177019E-08,0.0001039104176009,1.65894849597512E-05,1.94911382653171E-05,0.0256322615147832,0.097059571492226,9.76288865370693E-07,8.00886998447141E-05,5.90899386967892E-14,1.39676681524056E-11,1.58957618018241E-09,0.000170726241516287,0.202245070058875,5.95679434999255E-06,0.0808311817694373,0.0111736228231138,0.00203830065647248,0.000216610955017509,0.0600839213904829,4.08220110731137E-10,1.35988978924381E-05,2.39873240243072E-23,0.464649440908668,0.000641634404454338,3.69166158886138E-06,5.88868639143017E-08,1.09113133704455E-08,1.99104173497023E-08,2.99728385348516E-06,5.42100576084174E-06,0.0146388688623808,3.27545621821491E-06,3.72105359955238E-06,1.97996945556905E-05,0.157936736835209,0.0129361842609903,0.317202554946951,5.29337555159598E-07,1.98979576169503E-05,3.25186105621915E-05,3.88955758607939E-06,4.65847038717078E-07,2.50324561980407E-14,0.346604020691676,9.19818267898599E-14,0.00208246714536798,3.42464621842843E-06,3.67488037674324E-08,3.3885258978682E-06,4.64727378127056E-06,1.14403912059971E-07,1.95109231589189E-05,9.11448621646233E-12,0.00093586719810778,
7,0.00120142873831318,6.96556023456972E-06,5.67600670227445E-05,4.11427803924023E-06,0.00341825167895429,5.4950740752033E-08,3.80445522757439E-06,3.41489488716628E-07,0.00119813856328963,0.000593784167162366,3.31053473951731E-05,0.000103310939313544,0.00778040419390103,9.78982813250952E-05,0.0501843129843729,0.379537674188316,1.85591291724727E-09,3.23366799315419E-06,2.11142141511537E-05,6.28534051316381E-07,1.18025069547229E-08,3.25011448368474E-06,2.42612292208929E-08,0.217034574840885,8.10500853973727E-06,0.000159227306054583,0.000126992114479765,1.80666432588436E-06,7.46825335131298E-07,2.85266723569166E-06,2.56698702675585E-05,0.000185091474677514,0.0847375225457032,1.00184899762375E-06,0.00488407358188176,4.33965657554816E-06,6.83947161203349E-07,0.0652334806785071,4.82010779581578E-07,2.67923743130001E-05,1.86350672235376E-05,0.000631280874461915,1.75579981086548E-06,2.96861382219686E-06,2.12065740909546E-06,6.53715101925867E-06,1.56102919111149E-08,2.30269151850349E-08,0.0142172999293932,3.47161880020482E-05,7.16150522128837E-07,6.84307448744294E-06,0.0423552480514756,0.0413554083840649,4.60588040059559E-05,0.13821905936008,6.16341506043699E-08,6.63381731700708E-06,9.67872744555769E-05,0.000862346113719629,
