State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
Initial,1.25811962453991E-29,1.06491745903748E-41,1.36459992371712E-56,9.96568538146436E-63,0.284608136743645,7.20038000529296E-27,2.82368165398401E-17,3.0307934960571E-10,3.41119475034125E-15,1.35769535725368E-09,2.4691229922071E-21,8.41937729835024E-87,5.72538906195142E-86,4.78752369582778E-12,2.28728608537439E-20,5.39473956267147E-05,0.000355593733280358,1.34667861126894E-05,2.34429917096884E-09,0.0754328257528391,6.42510287204451E-31,0.0293420933659802,1.15274421323163E-23,5.28326010086441E-19,1.03307471199794E-73,2.20280002649669E-14,5.83857228884937E-42,0.000165395057990082,1.75984275341364E-96,2.91177764003449E-11,0.043770274442207,0.209969310683148,0.00330795380874653,4.25224867825805E-18,0.35228368561863,5.93142396511545E-32,3.69999007451062E-72,1.89568901479413E-35,1.06742691818536E-08,1.80020865080096E-10,8.26273522450331E-19,7.14316338886861E-05,2.02401572988209E-09,1.40194480521986E-58,4.11313678371073E-08,1.81868150955836E-24,1.54360516082014E-37,2.42661841673181E-19,0.000625826929222953,8.71325791062729E-42,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
0,1.79524912207408E-08,6.43609387001008E-06,0.00190771948449542,0.00298882775507561,5.82854915262567E-18,3.54676560229829E-08,5.1386534076549E-08,3.83353711831942E-16,7.0139800776945E-09,1.15752739432464E-09,1.06469896186218E-09,4.24264385976722E-06,4.6130312032003E-05,2.65391737583439E-11,1.02179820200779E-07,0.00108628222120044,3.17801307640067E-12,9.53708989072657E-06,3.82378419048667E-09,4.43092857787518E-15,8.27873499954244E-12,2.78987204381938E-09,1.5114150534024E-07,7.77809839449785E-07,0.000377713528165604,4.89607566831761E-09,2.77116268579324E-10,9.75729203984076E-11,0.0334306045798104,9.19560316637873E-10,7.36535843789868E-13,1.02097658993909E-06,4.34744741972392E-11,0.000499946859640599,1.74532240328302E-18,2.63649274450738E-05,1.23898310779398E-06,1.46319810101525E-07,3.82291814568357E-06,1.76968164663919E-11,9.22050564594924E-07,1.21149938291608E-11,0.000987005417286077,0.099626478679207,3.91819526331564E-17,0.00107909212930034,4.68132260294493E-06,3.99652634601952E-05,0.000768663266364325,0.00825441486568528,
1,3.17122877945361E-09,0.00968431237611919,0.000845651700218914,1.90119207933655E-06,1.58828454606761E-09,2.96353456986518E-09,1.29113329543583E-05,9.64230524979681E-09,1.14177917994165E-05,5.74102157950237E-06,1.03406654295829E-06,1.09920513775675E-05,2.61215219259161E-06,8.463411165158E-09,2.1665180859394E-05,0.000141772899102626,3.21461151786012E-13,4.39546966837766E-05,2.58196070005632E-05,7.61550580475742E-08,0.000205112731655411,8.91206266140114E-07,0.00818854098752217,2.76786473895631E-11,0.466541259858252,6.55144849203304E-05,0.063991091461558,2.88880804286674E-09,0.000171523306560762,2.76544674107357E-06,2.5611470401537E-09,0.00051200726089665,9.03805572728973E-10,0.000155993937621268,4.72836788251123E-10,0.000481848167663227,0.0206042296486849,2.98218924512537E-09,7.72665122859636E-07,1.82039211206971E-09,0.0231051821422417,7.94890966561244E-05,0.00570520347611952,0.000111060621240733,6.39435491424644E-11,0.000399779795668016,0.00013922328573244,0.0110906458658843,0.000251567224867647,0.0687441927040301,
2,0.00010635851585424,0.000131384261473796,9.08784904412489E-09,8.32516214528105E-07,0.00543300044853422,0.00011478155527276,2.22588363842702E-07,0.110794001142196,1.63681948451574E-06,1.41121172151386E-06,2.12051185147683E-07,4.10748965955565E-15,0.000523600094315571,0.0474908749492607,5.9414214735933E-06,0.0197376780382664,0.00102185312480013,0.0818900232121872,4.57110954399065E-07,0.00189470753423362,4.64715298567958E-16,0.251374160411254,7.15321866170182E-06,0.00018375767621152,8.62104074617898E-15,1.57640186078422E-05,4.63167082428318E-12,0.136670424368131,2.99379464384297E-08,5.7285410998586E-05,1.91048151892655E-07,0.0116038585139372,0.000216052612223252,8.5838414816681E-06,0.00192757567525478,6.55091235416208E-08,9.15975135011978E-13,0.000782377240169563,0.0881813454087542,2.68993506173679E-06,1.14735593642329E-05,0.000649651419483549,1.52190238597305E-06,6.7916996090751E-08,0.12958936727212,2.10198541295579E-07,4.36952851929013E-09,2.76809520311161E-05,0.00174964853263502,1.24163711895307E-08,
3,0.073507417745033,0.00345610431152983,0.000293478574258688,0.00125456552967899,0.0124347757702622,0.00484436679929137,2.37571350362196E-05,0.000194151066921207,9.10857756159546E-06,0.00390725326795497,0.000427841133022305,7.30229685029272E-12,1.07951763490424E-08,0.0445798805874279,0.0295555296180691,0.00123546438522143,0.0105948688376643,0.0525233606778259,2.71310629828813E-05,0.0759237839703371,8.495192267228E-11,0.0121908897627236,0.000112548550724358,0.146571381263414,6.39700111346925E-06,0.00991422978125923,2.65508415775614E-08,0.00342480305758469,1.36793197939211E-05,0.00125200041887786,1.37255244916815E-08,3.34751302500772E-09,2.41424256768856E-06,0.000275390586979165,0.0134108649648718,0.00529938393766089,1.23596654835676E-07,0.0818657729550387,0.0152978522594662,0.0736336338665173,0.000286471473837087,0.0119688773618478,4.38733863639097E-06,0.000118484952123575,0.00399096993371457,4.66709921104572E-05,0.00191313847285614,8.57441055284743E-05,0.00186864741039023,0.000293195085809218,
4,0.0647717070708351,2.16615767431702E-05,3.52588630972101E-07,1.65954612207143E-05,3.90097030616463E-26,0.00696066126678388,7.40607523178651E-08,5.72664796975533E-05,0.191535061806781,1.03529160016804E-07,2.24531847022663E-06,6.03461613391332E-15,1.23154971092657E-07,0.00189717696814017,2.27425516625691E-07,4.11407844321838E-07,6.90289303074068E-20,6.75614590095952E-07,1.61508526125822E-11,8.43798196276167E-12,0.287458394309392,1.8699278993191E-14,3.60134520888433E-07,3.53409235108579E-12,4.79227457198703E-07,0.000264034970102087,0.000562370423837291,4.49356986825711E-07,1.23662595727094E-05,2.9144929596837E-09,1.1388238439262E-17,1.31847555995791E-10,5.27689957172729E-17,8.39569017590182E-06,5.11901131108256E-23,3.73728527212371E-07,0.00629812267294637,0.000157140507971735,2.43486321510135E-11,0.138758203740465,1.89039781946326E-05,7.47536403660563E-06,4.56912564386043E-06,1.67035198209461E-06,2.81554777019121E-06,0.000500347542953733,1.01105473424374E-07,0.00767318846815877,2.05458245233299E-06,7.64320599229342E-12,
5,4.30356313414571E-09,0.00793963459396532,6.27800856809982E-06,2.36772335830111E-05,0.000110170636536947,5.97850670722223E-06,2.62427803779776E-08,1.01235017853059E-05,1.75723920074133E-06,0.00741941898701639,2.78186833578004E-07,6.7789277879664E-08,0.0178867793799823,4.61749888606519E-05,8.31316018740244E-06,0.000166472438561481,9.90495666422084E-06,0.000948162560497666,0.00500960255011062,2.3383890090438E-05,0.00479777121926008,3.70451766306181E-05,8.520936161668E-06,8.89658019492521E-06,4.83393836857757E-11,0.00126730949373677,5.95649519915302E-09,8.22731842576474E-05,2.3804952302024E-08,1.50752779522169E-08,2.78019849422294E-09,0.000432678694921751,0.000330590410613215,0.00287018181842501,0.000101150904070463,2.47752531195581E-05,0.00219872021736592,0.0059515984772109,0.000401766324071796,4.28816875328996E-06,0.00142174352219624,3.69386989611517E-08,1.30380875316122E-07,1.77677739388478E-09,3.19140198523682E-06,0.00472983049139602,0.000115817871523411,0.00174861364277818,1.33400382500213E-07,0.165235763072685,
6,3.27004013069497E-12,7.27158046568785E-10,0.0191469233010376,0.336177272288373,3.66563945289449E-11,0.000127104349277656,0.154929338768396,0.00313469395555691,0.00110910923392527,0.00674214204960165,0.162066798262115,0.000141867793084772,1.27326534596856E-09,0.000256721751041945,0.0385336396297415,0.221170824098054,8.75853490651911E-10,0.00873610972693281,9.91855901535772E-06,7.27206317073475E-11,6.58625724774062E-08,0.0047012920162769,0.000264280003927464,5.65638733442564E-06,0.00014009834540251,0.0020748607320937,5.16322136391047E-10,4.44884068404473E-05,0.0695749311946068,0.0809019871640186,3.83087468270605E-08,2.69324569367356E-11,0.00727863227510446,0.000806021340453086,1.30812306983704E-11,0.00981183985574822,8.97093531865481E-15,7.10443279915556E-05,0.4308169593955,4.58833839453065E-05,7.9451795044939E-09,1.97421691279762E-06,8.0316593606511E-07,0.105698157518551,0.0147227673902931,5.43713352796982E-07,0.0853946257110576,0.120768388612949,0.00125381178586909,0.0153257449683567,
7,1.42784121261431E-11,0.0100485197710565,1.59219564455535E-06,0.000607598387751434,0.306391133771377,7.99838036580016E-05,2.37636844355368E-07,8.06807506714186E-07,0.000182250856577876,3.07000925586457E-05,0.000256045758747107,0.0738237069860116,0.00262580678295339,2.25759453730088E-06,3.81139888638745E-06,3.24603122021136E-06,3.25467853367025E-12,6.13385600832507E-05,6.13286886774932E-06,0.00905725307425131,1.01733060354409E-14,0.00222344678767271,6.35451404554503E-05,7.38470088753319E-05,0.000228585237047323,0.0179174336929838,3.11801988582524E-07,5.99598213141123E-07,1.71922522983434E-07,2.38134004822206E-06,3.11781177898384E-12,3.03174564480083E-07,0.00223091458424254,3.58876630697071E-06,0.185689173877689,0.0145628965501349,0.0174632749838278,0.0135622217914893,0.00981451457324556,1.32784323563701E-05,6.53651442979779E-06,4.72359070397787E-08,2.97938486189226E-06,4.50657051952209E-06,6.78937301528814E-06,0.000389609363406114,0.000762320688569751,0.0112838462395159,6.33210167774438E-07,5.75834237986155E-05,
