State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
Initial,6.97970099011663E-21,1.47269049262775E-08,8.40299619630172E-06,1.05994293466477E-15,6.68478398003109E-11,1.45757622857993E-13,1.66170362695574E-21,9.27207071456328E-20,1.29323312929931E-14,2.99790777224444E-09,0.0099849240583756,2.43293824351485E-27,2.12040225982604E-17,2.56662429590997E-89,8.59333221451737E-60,1.04059095093832E-16,0.00865736015642323,1.4863001684415E-15,5.54958129721351E-05,0.0386234881469138,1.33324437929594E-09,0.112266596052975,2.06338474737787E-45,1.44026517825622E-15,1.46806687030034E-05,8.22889694812606E-41,2.69506683715739E-59,2.30952836363362E-43,2.30407601215957E-05,5.48463274321624E-20,7.13125860457384E-83,0.000251944501454921,0.0850928542000401,3.17168527094656E-18,1.67430443027143E-22,7.69574935862826E-20,2.04649307955197E-23,9.98197837233349E-80,0.0373279132462552,3.54099628129594E-36,1.27263543556268E-19,8.74102520616009E-26,1.23084364406121E-27,3.05573092571882E-89,6.5097076050377E-19,8.81860140584145E-15,2.41699468795648E-08,2.54246729659985E-24,4.63656767696373E-44,1.0331345041955E-08,6.6335388445851E-15,2.46029796429827E-06,2.5186714583902E-34,0.149403974758422,2.38891585071564E-25,2.68461154895109E-29,3.75950211615812E-17,9.38910593369935E-15,3.45003384931825E-09,5.48490085123026E-38,1.42866739872875E-16,6.44460942890688E-29,3.10995973822732E-28,0.000347075432747153,0.485388633874053,2.78143234169323E-88,0.0725510886200517,2.71517217543475E-15,9.28664543370147E-19,9.33991166630793E-09,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
0,4.27002534536026E-07,4.61274109465376E-06,8.90299683226613E-16,3.96030190932516E-06,3.01601261455412E-05,0.00188811977258976,0.00137552975624197,4.82390210253998E-09,9.18214610731959E-13,5.96644743619628E-06,1.56769409849304E-07,5.20008340647255E-07,2.13112743201876E-06,5.12438562467017E-07,0.0009183162721288,0.0254125711166095,4.51837123060062E-07,3.99558788395637E-11,1.18399821602371E-06,1.34863944539421E-09,1.72781685107999E-10,0.0150713898544986,0.00917463018583161,3.53141364079156E-09,8.37710177783076E-08,5.66311783854269E-09,0.00279474062106192,0.089511757932674,7.78617010615442E-14,0.00669107760023575,0.410069613019781,7.26118070224442E-12,0.000163036765676134,2.58385667736112E-06,3.21461416572936E-07,0.00789719955110593,0.00207961930633843,0.0036213126182826,6.34661459736648E-07,4.06031115453923E-08,7.00815201551177E-05,8.89505682102875E-07,0.000813631336805042,0.00750217828064087,0.00495104070923927,7.95100710942575E-08,5.23848038782395E-06,0.000170924039900146,2.51858108961267E-05,0.0141763489145065,1.66388430717995E-06,5.79858075153137E-06,0.000763804921035137,6.19486249147557E-11,8.24217069347375E-07,0.0663859388003787,1.41385973290181E-05,0.000867141223700028,4.94397290016814E-05,1.54100893860609E-06,0.000684316255420035,0.000255227946304214,0.002682516268017,0.00102511750294649,6.04001026707013E-15,0.000712306710736214,2.3683139415532E-12,5.86364074488366E-05,0.0249504579266898,0.000841559773959808,
1,5.21268246543422E-05,1.62747633373941E-09,3.93301316228186E-13,4.24897105857802E-06,2.54843963598002E-06,1.14841806734258E-05,2.52721922707638E-08,1.60819182631712E-05,0.000496869553503025,5.32328527117115E-11,4.71102032614167E-07,0.0423195894195722,0.000281665738755193,0.338417511564146,0.000454040166278128,1.2434399597288E-06,0.000169507816317393,0.000107562165769235,1.78329358888944E-05,7.15583875819771E-06,7.61738465686921E-05,7.44434411374216E-12,0.00019155870873152,4.36228076273133E-05,1.28224002573676E-07,3.86425664480921E-08,0.00194321103205982,2.96411806353239E-09,2.52425498211129E-13,6.0385040165043E-08,0.00113378601815886,7.26086842153843E-06,1.98743106558764E-09,6.5765222029797E-06,0.00215660535137238,1.38784802684366E-06,7.89076837711052E-06,2.08835551328945E-06,0.00129598937845513,1.01221417249192E-07,0.000845372974157314,0.00101935695237753,0.00307042538750715,0.230706716244099,0.182874928657558,0.00147988041258499,0.000730886877707303,0.154173070108176,0.00686294879386393,1.89983880010676E-07,4.61462616081844E-06,0.000391227057323942,0.00116102543396108,0.00407637519261765,0.000362472458230841,0.0297260598306753,0.0961370060857153,3.19695630849303E-06,7.48208460235693E-09,0.000896876079525757,4.23651109655724E-07,1.44047844674755E-07,2.59706792686964E-08,4.34152238738757E-09,0.00665051978199014,0.00011197469058886,3.64275078014018E-05,0.00466505424827072,1.4140338882829E-07,4.52709611023709E-06,
2,0.724057071148794,1.14050665240393E-13,0.381003002576287,0.0229759166057151,5.56601290182942E-05,2.33025808469249E-06,1.90254457629948E-07,0.0380115533899078,0.300550671910801,9.47397024415297E-20,1.20936026031941E-05,3.96551941753852E-09,4.89735064184699E-05,2.98136113981441E-06,0.000528234638129063,4.89038421869749E-08,0.000226997347228116,9.80142102118698E-12,2.48314334658373E-07,3.65494498167973E-07,1.17142018947255E-09,5.07524447592706E-07,0.120857083685555,1.48520768590164E-06,0.000922074247550084,0.668753366600505,0.0024879122485153,1.11328499209503E-07,0.00395727150848716,4.07096768493507E-08,3.53183932340224E-05,2.63645044628534E-06,7.00885514892761E-06,6.21581851593817E-06,3.36686547200624E-06,4.00523794483162E-06,0.000941753410175826,3.33688201694811E-10,4.32545375523703E-06,2.74585643201621E-13,0.00176977025530757,0.000128594533175835,1.01126563641771E-05,0.0253803006801886,0.00124598649811713,5.25709718229338E-09,3.11969649411194E-14,2.57010826118572E-10,1.91135702971762E-05,0.00010868444878887,1.11899119097885E-10,0.0694947426482804,0.0446366812213212,1.35779368612498E-09,3.49287136434953E-05,1.54651568331969E-10,0.00447268536319748,2.62937541521585E-06,1.0823816134179E-06,0.00295531345493651,0.808047871084229,3.66679884807202E-11,0.0127063783229732,0.00485992679268145,1.19368798226144E-09,5.40728508090125E-05,0.00103465363354408,1.39286877970874E-06,3.1944601214825E-07,0.00033974417669564,
3,3.86802390634847E-06,5.76771997992483E-07,2.50985591955038E-12,7.40727346577039E-10,0.000293016928575127,0.0108994717755196,0.00082164777692322,1.05055330151816E-07,1.93396928229808E-09,3.53059892142126E-06,2.71868742252452E-08,8.33012296130811E-06,0.000106907693448349,7.88007798491652E-06,0.0158048516802452,2.27663165429057E-05,4.11860858117659E-06,1.20251515742809E-06,2.89717143444867E-05,1.60891111690128E-07,8.32896815286498E-06,0.0257573021213897,6.12831273966506E-06,2.72328255510081E-07,1.4090295985675E-08,0.000115985545200984,5.6271741038067E-05,4.64830777674584E-07,3.10104312540655E-15,1.98241463412282E-06,0.00634996174753064,4.41027932210514E-11,2.66471311368783E-05,6.46129175040323E-07,0.00040807951844327,0.0033480329092647,0.000275410223991295,3.2444242213668E-08,6.31617768211668E-07,9.79472861896278E-13,9.22142299719117E-06,0.00011825831172042,3.99570414190327E-05,0.00434211250242606,0.000523946708964679,2.462138205887E-06,9.94332139861542E-05,0.0258983114072592,8.87077478245929E-06,2.99646140421456E-05,0.00838800118911739,0.000957873312787994,1.13580859925889E-06,4.14021767532883E-09,0.00182690615322176,0.0214067293737948,1.08173755118292E-05,0.00319482581244296,0.000122606837557078,0.000363373484839142,7.38306214651478E-08,2.32592195472788E-10,8.16505256591128E-05,3.1777333463597E-07,2.28312172798793E-10,0.106777182688992,3.4174823005697E-10,0.000756714991762323,0.00143792304292414,4.05014621393717E-05,
4,1.29124544210196E-05,5.43051724344364E-10,2.05134648488123E-10,6.45623771363326E-06,0.000605931358904978,0.0533842612373167,0.00612917080416093,5.80929872559334E-10,2.96489062960786E-09,7.88462265376943E-14,9.03832864023733E-09,3.97957596967682E-07,3.82269167429952E-06,2.88703355380384E-13,1.74323090525471E-08,3.80700990074483E-05,1.42073526875924E-05,4.13881238445459E-07,1.28667033118639E-06,3.75886490210837E-09,1.07893764295201E-06,0.00589835456284038,9.92500267194174E-08,1.31887311693487E-05,3.47370266614563E-09,4.93434674028094E-06,5.0580011219501E-10,1.67894108964741E-06,1.65703247357787E-15,0.0408506489583901,3.10395637317784E-06,6.25061438491834E-07,0.00114228889503331,8.00479987809282E-09,8.52548889744675E-06,0.0176782722836635,1.8545599659493E-06,4.40050354025712E-08,2.31188832608517E-09,4.02550802478143E-07,2.44578460140627E-05,1.66037176661018E-07,0.0101671379371602,8.47771021744468E-13,0.0122283913472092,4.62970810712299E-07,5.19225668116466E-11,1.59227824110921E-13,5.82582399911476E-06,1.40740078056254E-05,1.58642401903077E-09,0.000169552233784237,1.36987016122707E-06,5.84426502949896E-18,4.7453170704182E-05,6.29059942317359E-14,0.000908789069344521,0.155707695618864,0.00081294570966929,0.000272195805917226,3.82948231942696E-07,0.000415640907720484,0.0296764259810697,4.31913944923267E-05,1.20526169407352E-22,5.56535799727373E-06,3.59082573857829E-08,0.000329435900512199,0.0133523572435238,0.00343603085687783,
5,1.01268652079621E-06,0.000186267581081835,1.93516245721212E-09,3.23782734908636E-05,7.70861684031074E-05,0.00349752840222029,0.0371420660696584,2.5974545844563E-08,5.69883413567602E-08,1.20511100877705E-05,3.66674251048097E-10,0.00040981996740763,1.97058828748986E-06,4.16593066670339E-08,3.41680789287966E-05,1.48506447666287E-05,1.92379109639407E-11,1.75274281553277E-06,1.61955352536196E-06,6.12466751130567E-11,8.64147715845247E-05,0.000395306215629905,0.000227572908264459,0.0295427112381691,6.61689937844551E-10,1.61687318834712E-07,0.000355924865326622,0.03644380949707,3.97035945325287E-10,0.0839489933626429,1.10027520120323E-07,0.0502147907445317,0.131238647354122,5.19237143720241E-07,1.02988707976602E-05,0.0148560667693907,0.0455379228690065,0.450127693163839,4.05335997749665E-13,3.06340884905101E-06,6.16588434842491E-05,2.30016348913055E-07,0.0308503573578127,5.81811158131443E-13,0.019303486403304,7.27538062868537E-06,1.82256590475159E-05,9.50401321599481E-14,1.13156120948498E-09,0.000277772739467445,4.47519978399558E-05,0.000626504609359956,0.00647567884396699,5.96004277723201E-26,2.07205326154916E-05,4.40462933643026E-14,0.000375661750636342,0.00153463254024442,0.000983878064896164,0.0024901336602036,1.07442494401836E-08,0.000898777490817462,0.0230576974732896,6.08217836592574E-07,1.85170778518702E-39,3.54603122595923E-05,2.28264280877528E-12,0.00403785729981695,0.00198122930338941,0.000478089453981381,
6,1.40458670344527E-05,0.0194285553707969,3.08302335546069E-05,2.85039658984545E-06,0.000916028592813338,0.198776459952514,0.0602553364339978,1.55723989914909E-07,2.78081596517138E-09,0.00817363345823332,1.41404747512042E-09,5.38062135374515E-07,0.000336796413884469,3.22785643735253E-08,0.000395237056843808,0.000356061235475666,2.44547008809744E-09,4.44019432387106E-09,2.75960259533956E-06,1.18916053561623E-13,6.77626311478929E-06,0.0195814378585995,0.141852053968231,0.166103998136253,2.44797998246087E-09,9.9404548743937E-07,0.0011807648642794,0.335314041870275,1.27351634835948E-07,0.12989300801386,2.15150710683966E-07,0.319564133389145,0.503267368485819,2.72355637163342E-07,1.41426905121446E-06,0.199495727928306,0.00178596717852382,0.0823360263338196,8.82686102377616E-12,2.8311025258069E-07,4.42601865499508E-05,5.13623689516053E-08,0.0036534496247088,1.92974617059163E-13,0.0771276636289383,7.32011215368154E-08,5.28564000240917E-07,3.75932367680015E-12,3.58265094371623E-09,0.000612031879148388,6.78651845730599E-05,0.0241526804429029,0.0618693756022262,3.84986935903689E-22,1.07747372606406E-07,2.71589933609717E-12,0.000262596550267732,0.0960222945684674,0.00475315854628505,0.00356747495920548,7.30312202870797E-08,2.43330447905191E-05,0.0354941537891969,1.45131942221259E-07,3.98341785066158E-32,2.8350029322947E-06,1.94467234762142E-09,8.14006910253539E-05,0.0331625005684376,0.000859845217676554,
7,2.39491855829637E-05,3.80791476746226E-09,0.00089606561810962,0.00679215018906454,8.85224998150661E-07,8.51450034577715E-07,8.02703660898917E-08,0.000835740671370452,0.0105433686663271,1.40061040440131E-14,7.26579771373904E-06,4.33369235872076E-06,0.000771923380593765,6.58782649802017E-06,0.000211216205017695,6.85335940597498E-06,0.0164904549934371,1.35353308633383E-09,0.00484242668273909,0.000236230377453898,9.43689394959506E-07,0.000475106042206111,6.03643611394206E-06,0.0109685151947965,8.79822069053916E-06,1.28490404054385E-06,1.28915569797978E-09,5.07650420371962E-12,0.0117972707860465,1.240916657201E-10,1.88560535843361E-10,0.0378500448200085,0.000949360194690928,2.03538363669455E-05,0.000323365389362767,6.90945019378163E-07,4.21253410641652E-08,1.78852481471828E-14,0.000115265300860062,2.27734923265464E-14,7.39744431701419E-05,2.0596415144462E-05,4.14259272516184E-09,0.000406330661642273,1.46886792994716E-05,8.39893949775407E-06,4.74914113492993E-11,2.11468977937024E-09,7.87367772893056E-07,0.00431761936881486,2.60571214612192E-09,0.24211695883512,6.41887802684836E-07,4.82694068446314E-06,0.000268892708542666,6.85991554951936E-10,7.75136693207139E-05,3.67819119569899E-07,3.87527038914506E-07,6.09357421673085E-06,0.00312163951886878,1.08641829307095E-12,2.36397043901659E-07,0.000228083143875681,4.99460504899277E-05,1.41655377349501E-08,0.201942834939062,0.00210059388263551,1.01341294218001E-05,0.000182386157506938,
