State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
Initial,7.31218123638757E-25,3.48240911002451E-72,0.713420415011188,0.000357680739393534,6.15817748652902E-05,4.1281474134817E-18,1.03372135298936E-37,3.06965259947459E-07,0.0811890528267891,2.01008388744639E-10,8.05880346724317E-08,6.73207676852371E-12,5.86634452542142E-52,1.22679750614304E-14,0.136130301706057,2.88133148283113E-23,1.24013027782321E-35,1.30348049533796E-10,7.22302267599127E-05,2.67015396618438E-17,0.0556010996809108,0.0131672266454696,1.57091848424445E-88,2.02094813113306E-21,6.38665650648242E-38,7.17612469201048E-33,7.53098991331267E-09,7.58086746813471E-43,1.2673845395779E-60,1.59661806865749E-08,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
0,0.0012357321347513,3.92835189550947E-07,1.11421997832813E-10,0.00782477421465899,0.000623587159312351,0.00595940263286807,0.00858152025792511,4.23973830014084E-05,0.00135110514765633,0.0658891317103985,0.000132949154881766,5.26159610533122E-07,0.144647649814973,0.000273449767842297,0.0400737702218618,0.000693003619251028,0.0114355124569427,6.42006005919114E-06,0.00595787867646611,3.82495518588141E-05,3.23914432619327E-07,0.000526922054049754,0.0496569906840746,0.000815591255294454,0.103019614768303,0.00864619739124945,9.33354945955404E-05,0.479641903507062,0.00181261539585079,8.26960403738019E-05,
1,0.000400524440857201,4.17517328859602E-09,0.091267765388605,0.0128911878919544,5.71373650870695E-10,3.78764209677556E-06,0.0188359217113839,0.0922480328928067,4.17233551647854E-09,0.000939363658945027,3.56510397904398E-08,2.44307859554728E-07,3.00921326543526E-05,0.0139124490669008,2.03223012367973E-06,2.70864748860058E-05,2.14304406340921E-10,1.22050005978972E-09,0.00259778140205537,0.710544068685034,0.00977688372251789,1.13730463734263E-06,0.0369065257986112,1.48638148983046E-07,0.0617111875014297,0.0114308679697815,2.94128795482123E-08,0.0543113712669185,4.10485818517186E-05,1.24822079953151E-05,
2,2.14500695759842E-05,6.74917219068717E-09,3.99694642886566E-17,0.0793984214277587,2.67296242155912E-06,3.06750367748775E-05,0.0141681804404444,1.38765822159586E-07,8.22935997394947E-12,0.000637438925868816,3.78290175223341E-05,0.144551662472674,3.99124572343233E-07,0.634855487342768,1.1304366753421E-14,7.51880714669718E-05,7.37494183878657E-13,1.87373441765256E-07,0.00521772134694232,8.8616113750535E-08,2.90436690323851E-13,1.06269442778378E-07,0.00451513308309662,2.92748003703779E-06,0.00230923122537928,0.605045284944762,5.43203763876644E-11,0.00586913432091877,0.00139001060088454,2.50633838259292E-06,
3,1.64400583702272E-05,7.41938980849885E-10,6.74157795730344E-26,2.91831482730746E-06,0.000783180770928901,0.0143361244304754,0.0444437879884099,1.17470052323851E-07,1.04363045244141E-05,0.000515413933441511,0.00213731353979122,1.44704534006373E-05,3.74849839878706E-06,0.00341613616022329,5.51443383332846E-06,0.00977072348312985,4.08564377508086E-17,0.00407091079125053,0.00111237164880071,4.3582880204619E-08,1.76361053259515E-10,0.000127376229616765,0.000424243451568534,7.50518307143274E-06,0.00503665875500217,0.0334306679773511,2.20591992594204E-12,0.0370611270757051,0.217355928869944,7.449819767633E-06,
4,0.0306390973356101,0.0136727201968582,0.530979473375844,2.01340139406973E-06,7.65089770532475E-06,2.52243678552685E-05,0.00020076430370907,5.30244560689383E-10,0.0432310521057593,0.0062440751073823,1.18529818376299E-06,0.026503927002772,0.00102432960382981,1.76299819154472E-06,0.290233166262842,0.000359596675931626,0.137574480929934,1.45057108499762E-05,3.85966120545222E-07,8.2533012844067E-06,5.6518700214594E-12,0.000983944241327455,0.0183768216376195,0.00147357883113421,0.000397072751299891,1.90829513707089E-09,0.00627712061373687,3.81326793159115E-08,5.48890871530108E-05,0.000253548197209994,
5,2.66464289111751E-06,1.27081352048013E-07,2.00773088044369E-27,4.55302940112128E-05,0.134039322582294,0.0880076277821915,0.00050030144830545,2.07297383118669E-06,0.712655312377133,0.116336645147887,5.07839723797949E-05,0.000618839413440666,4.9211611628183E-09,1.06089122271251E-06,0.0731599478436373,0.0101552004561138,6.63369490731545E-17,0.0489532971954893,9.66796273408414E-05,1.61600431365167E-07,7.68536383739562E-05,1.47818459499338E-07,0.300591921865804,3.13271369281982E-05,0.341374098036567,0.107663622775067,0.0119667443277245,3.04609171659288E-11,1.19825226890013E-05,0.015915302543008,
6,0.0769485504920285,0.00331306735713086,0.0192681284492306,0.00530004615318959,0.0115762581851887,0.000186199243605764,0.051834336270696,0.00410795132735992,0.00725003642119002,0.0182365453069557,1.17938285215075E-05,0.0159416833789289,0.047575581921725,0.00456365800013915,0.000341605135941532,0.00134233836706531,0.0036508225268536,0.00998647475961959,0.000171487801267863,0.00192895565148894,0.00358548595038111,0.0372525403409983,0.00722029893846159,0.0210375127299572,0.000584945074767904,1.28654697207342E-07,0.0662520683312383,1.45042678314121E-05,6.18047608674405E-06,0.125197002337227,
7,0.0415559433170627,0.0118546868261991,2.8201799661929E-07,0.000572981733476133,0.084411678234015,0.000134083535756862,0.0514128847135488,0.0540362366683545,0.0178189011613126,0.00518067935950837,0.00118493041076642,0.000273863449460255,7.96384167321373E-05,0.000185033275621418,0.257399583877047,0.000573974945202216,0.258188094889214,0.000825207990362528,6.33354225170357E-05,4.65977955363464E-05,0.0681617405942561,0.00362878984588042,6.67216485338754E-06,0.0726586142884303,0.00026993492731806,4.29254270560033E-10,1.01810174785275E-06,1.11281858737947E-07,3.25545973937654E-07,0.0267570479480453,
