Iteration,Median Score,Average Score,Median Time,Average Time,
0,68613.2181187908,68613.2181187908,10.455,10.455
1,68702.0037428793,68702.0037428793,24.652,24.652
2,68595.6600146771,68595.6600146771,80.78,80.78
3,68650.6632093729,68650.6632093729,105.77,105.77
4,68643.7937972428,68643.7937972428,181.316,181.316
5,68660.9530630591,68660.9530630591,233.913,233.913
6,68647.6705472401,68647.6705472401,320.005,320.005
7,68642.1845857244,68642.1845857244,455.189,455.189
8,68623.2179819565,68623.2179819565,517.001,517.001
9,68648.6721899634,68648.6721899634,637.017,637.017
