State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
Initial,1.40229074970207E-207,2.72296678374682E-40,6.26718813265157E-20,1.44465133861498E-301,0.00415518875895096,0.00224766927915658,1.31900758158721E-188,3.21560372048133E-23,0,3.66896548591544E-172,0,1.35169497101627E-71,1.34042218525284E-76,3.43097797138821E-40,4.54147409817811E-29,4.0035872571784E-62,1.84674329370384E-94,0,9.03493305990331E-255,0,4.23317247692242E-20,7.22361216741161E-59,1.7303209415623E-27,0.00040947523762619,2.18138805881431E-51,3.77833879185884E-42,0,0.153996893366425,1.85442557483201E-199,8.96338250614015E-39,1.41510419653218E-70,0.00599402362430479,1.53869618148217E-72,0.00216252851757686,2.65818301191712E-92,0,0,0,2.15041392674692E-149,1.56873387710905E-63,2.01610814677117E-62,0.017139057704536,1.13733386664005E-75,9.05739756203559E-192,7.16856038775669E-49,3.91327256005426E-210,4.09536935288491E-96,1.2928407521912E-70,1.76019888141404E-48,6.09655525940538E-42,1.58603169997186E-28,0.0181251308114399,7.68758108917612E-26,9.52521776068543E-209,1.79649113944223E-15,1.93835335841003E-140,3.12923920415331E-125,1.13656530962972E-189,2.72158946947828E-251,0.000139512817445347,2.64824257690679E-41,0.00959849500412572,1.82719231913218E-85,3.67563368567134E-43,3.98252123818717E-30,8.16923591380209E-74,4.8505222678714E-34,1.53506322872009E-97,6.2917985341612E-43,6.91904516858119E-219,2.89033974019336E-66,6.59074528448385E-52,0,1.71753785960386E-257,4.54984624954376E-178,0.41213383336411,1.39055790614125E-171,0.363988938083333,6.97785060103615E-18,8.47434060487471E-120,8.59751339775778E-38,2.44277738180275E-215,7.10274235881383E-78,5.61624491795825E-140,1.29181398994682E-25,0.00880597624534132,9.48863705331106E-123,9.50840868847339E-133,0.00110327718562861,4.05135069573707E-307,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,
0,9.85834989107394E-07,1.06819554744809E-24,1.63117239323266E-10,1.5126826996391E-72,1.373303316255E-50,4.62947865739069E-41,2.0358919004797E-44,0.000392826483796397,8.80982852233428E-58,1.31613869288793E-12,2.22264658196597E-49,6.69776435227176E-19,1.01082378877206E-25,6.2675610738823E-50,1.07975742476863E-29,9.04529544411563E-43,1.18745501434219E-45,4.02418775903919E-15,9.90437991924605E-33,0.0774599461501828,3.71171909260645E-34,1.04668393685687E-19,3.57541394190779E-28,0.000727871803388611,7.80942279134329E-10,8.12412210115252E-35,3.07595836221039E-103,5.93183593421764E-46,6.08474376764745E-28,1.36468210379891E-65,6.00724336862684E-34,8.68684339065672E-48,5.83187231159885E-12,8.77371835640122E-14,1.54888227461875E-51,5.92052149366326E-73,1.66482222767317E-61,0.00105808075879299,2.2139784866077E-59,0.149725441796458,1.26475902241653E-41,4.65125424149987E-11,5.37293309217436E-12,7.73723740469162E-23,2.29912039559909E-27,8.95417515072568E-07,3.39807644908668E-47,5.43629260106972E-37,4.07156478651922E-66,7.14482239212591E-32,0.00733066608487091,0.0100385444942265,2.45013934222741E-39,0.287779957457767,6.85636443048055E-21,1.19347345917683E-48,9.94000724371738E-47,0.0037334852038444,8.40126824029948E-58,3.8144095848228E-51,1.00082080326816E-39,0.00271922240700261,7.64072637078049E-32,0.320979121317584,1.26351771474869E-42,3.49159414936886E-73,2.8260163919754E-13,1.26464621939009E-66,0.00217025804452071,0.00858275339079241,8.04779398070071E-28,5.47172293252095E-13,2.70111259121472E-76,1.15552161591468E-50,0.0306778986543208,1.40483256720734E-28,3.65122040664159E-10,1.06434654664767E-48,0.00219086808174478,0.00170846406661431,1.5959892045287E-11,7.52336179690148E-09,6.73811724118751E-29,7.69587312235786E-30,3.11137108774065E-23,1.12615252973745E-34,0.0120162681228167,5.87824712364592E-70,8.30383104959171E-36,2.22273441635652E-10,
1,6.92580203852962E-29,1.32105417817305E-13,9.23177484749091E-59,7.83910141909853E-25,8.51427390305794E-40,0.000558390244109954,0.0071632041119024,2.71466159880647E-81,4.40278348402658E-37,2.33674771950879E-12,2.99641566859996E-28,0.0463630326957452,3.55063900784017E-13,6.68809902058373E-22,0.0531543531758291,0.00191420286457588,9.36135336039571E-09,1.03498531226837E-20,0.0202993392365763,0.00153473492064325,2.11935401472389E-55,2.45390004184036E-31,7.43616879450646E-23,1.05085276056721E-40,4.10054890409372E-14,1.92967515286869E-27,4.92281070932437E-28,2.29479682962118E-07,3.18833114474449E-22,3.20775961531177E-52,0.0124755232628596,6.22138509766495E-37,3.59347011512033E-62,4.43251322013705E-22,0.00771807943362285,7.09816148223044E-96,2.50049246676351E-93,1.08332783438804E-27,1.86399981283191E-60,2.46721414378784E-13,9.33674959518163E-51,0.0490946535230882,0.0139618177446662,6.00063018955803E-12,0.06384361413053,0.00942814716876938,0.000362174445863565,2.01467750620511E-32,3.11062771024072E-25,1.13826546747237E-34,0.00332240753615319,1.39436639886496E-26,1.96813149493115E-36,5.64614015159254E-34,9.23683739611309E-46,3.41495541287403E-37,1.47563239477052E-34,7.76987050125689E-31,1.46405244085898E-26,1.53826097681297E-34,1.0702780065219E-38,1.90516582658088E-12,1.01646460990497E-13,3.29038746448524E-27,8.88234113506543E-49,2.43283336378136E-38,2.62112817520471E-35,0.00259086775906762,3.81797375073425E-90,1.11131871877729E-24,4.53002277836292E-64,1.5721300187539E-06,1.56494782974413E-114,1.31228484891137E-86,0.0830197302200009,2.58718152479817E-127,1.24997943980939E-35,4.38920610484209E-52,3.45480660340048E-19,1.11379912813627E-15,1.52536604647844E-08,2.19365423240661E-40,2.3136225788439E-32,1.68128419885975E-27,3.24670715388908E-21,0.0987424438734305,3.06279370043389E-21,5.06900319951119E-46,0.0138951517491332,0.0143580067898853,
2,4.76218788332999E-30,1.70644798575606E-72,3.39111601326269E-20,4.36790549860165E-85,6.725159925718E-60,7.6576745871893E-54,1.14143681996085E-30,4.57497951590167E-94,6.67392354761057E-114,0.0364857250915125,1.9053557848036E-71,9.7009882946064E-47,1.72366845568617E-20,2.56369010446191E-80,1.89253080252315E-26,2.21648034262034E-93,2.49903713719475E-41,6.78597978651443E-70,4.58593375479294E-35,1.42355214786677E-29,3.26496401407293E-47,7.70547117640015E-41,3.14113102096955E-42,1.28082930141959E-86,0.134765429696585,5.66137040988723E-09,4.25197852654696E-16,1.41087900076731E-63,2.40790244764686E-46,2.82704774312995E-90,6.92630839884302E-74,2.37243408734946E-19,1.55111200349749E-51,3.79304140273319E-62,2.57848373976101E-89,3.44007623693036E-59,9.41852391170466E-39,1.44740431504059E-50,1.341867510673E-43,2.21089676297757E-43,2.04083025925485E-44,3.11383532828508E-81,7.39199080548327E-29,9.97678117802545E-09,5.74498196860315E-24,2.66977898531735E-53,3.55625045848618E-32,2.89895608769777E-91,3.42469492900531E-26,3.76429118135652E-23,2.69804608543143E-11,1.37812030507899E-36,2.92342142921495E-09,4.07086566657243E-17,7.61106269357744E-16,1.02547204888212E-43,2.13531297789942E-61,1.18677673403221E-51,2.53324106723091E-34,1.07272928418108E-34,4.8423374040413E-17,3.4724544280229E-32,0.287180003173054,4.14185699247858E-95,6.45018043857583E-39,1.49831116183125E-58,0.0986638561185151,1.86032291116671E-89,2.00666758091723E-75,0.0379552652665019,4.25938643431993E-53,0.122335779225885,2.87610735159644E-25,2.42784929414551E-98,3.52977117227086E-15,2.04901736555224E-53,4.99164692660125E-46,4.14784115558819E-91,7.94382960223906E-66,0.0766293316521445,2.1821816276505E-38,2.74886628615143E-103,2.33604911017845E-23,7.95760837765217E-23,4.32705041428093E-53,2.67107573705537E-15,2.8778591967525E-12,1.89145080290395E-17,1.34986754625174E-100,1.99357837757812E-29,
3,1.62644042135588E-15,1.29497640954173E-55,5.96576310871991E-123,2.12038669700315E-54,1.00554604116334E-13,1.29199572805458E-21,3.63050564934511E-28,8.58634084018151E-38,3.59594679537176E-58,6.83307759481407E-15,1.9999392131097E-59,1.72100450331362E-17,4.95345497344539E-08,3.00742188524628E-13,1.15202404746716E-37,6.74887333901148E-35,4.80162908341843E-12,1.05027025431601E-16,6.61446159346705E-39,5.11392686514526E-28,1.49243301752713E-39,0.0026826947222399,1.33779986373338E-06,1.5992413745507E-34,0.0149993115179594,4.18629877051675E-16,3.73080382062336E-31,3.07099802421207E-18,3.91981211770716E-25,4.89811251308622E-38,3.34266238138627E-38,5.99322923806914E-42,6.63812267390327E-31,0.000662208044386493,1.35359196633302E-81,8.11815186534276E-43,1.04805741489516E-66,4.63665053447981E-30,1.55708611947555E-55,2.82389497198828E-19,3.73278002830621E-24,2.66808780716293E-10,0.000829888302200396,0.0317373985463451,1.49788736908622E-37,9.54536993916093E-42,4.74269814264256E-37,0.00182480924525368,2.35947525712426E-07,1.73771165134735E-26,9.11267535798545E-19,2.87214984955448E-07,0.00591953451227369,0.000481197078658951,1.11291779475072E-10,1.15688224667931E-32,3.80616068938307E-46,3.17536356819281E-41,2.46201084702757E-23,1.88093136874394E-09,0.0322448660166152,2.7819785502344E-22,0.0317246787318745,4.86684439555981E-24,5.56577931935898E-06,2.6201745809457E-50,1.13099310958074E-11,1.1425811370171E-28,2.14192087219253E-30,0.00178595874827553,4.13622913633526E-08,0.0129620577938079,2.23444022711864E-31,9.90764313957453E-62,1.23876966272812E-11,1.00636927205346E-26,9.90233596781231E-24,9.53655235476349E-47,3.00127693102163E-60,0.0035077198222295,5.43588357857051E-30,8.82956925735172E-24,5.98551746299214E-18,0.00922665419052728,0.00158948188079229,1.01656229354096E-10,1.25570481481674E-15,4.31858215714697E-12,1.01372122004152E-74,2.9180055423081E-57,
4,1.03770157305484E-30,4.20246689868154E-20,6.42357591209973E-53,8.02413279482068E-25,1.8880440451795E-21,1.06885767261472E-08,1.40063212118512E-22,0.188222660997696,5.10001407006011E-102,0.00878544303565993,1.90637544839188E-23,3.74752469153445E-19,8.10137186031597E-23,5.19804386160824E-51,5.55301208908042E-86,1.28497929312104E-19,2.30276438345257E-86,0.0158562690977884,2.74432456822081E-44,4.64496300189288E-27,1.36760637723718E-22,5.69572159633644E-20,8.3003432536399E-06,0.174256545261775,2.62738444551838E-74,9.27879068436337E-37,1.14987029812109E-29,1.53808336019155E-56,2.50380454777887E-44,1.80912653052931E-29,1.78841529068928E-07,3.76544293857978E-90,7.45146379547487E-15,3.08630251682618E-78,4.74402118582185E-41,7.9194845141651E-31,8.39595310371265E-122,7.7389455860632E-29,8.66818008713755E-46,6.06156685198646E-13,1.15298625312214E-36,6.10960741232969E-44,6.1289200921647E-10,1.13816848011226E-60,1.28917619034851E-63,8.70438693873353E-06,6.33837428485148E-30,2.32263816996295E-37,1.30985991817163E-101,2.61671547797277E-21,1.67416136758155E-28,1.38204630839967E-31,4.16827903509514E-27,5.19982180688623E-33,2.63876315793271E-41,3.91903017639272E-27,1.178377031857E-23,0.182266928714042,4.0557623283077E-39,5.24687788819191E-29,5.3951780039902E-88,2.2996084913906E-68,2.2299931369306E-39,1.48999346622158E-39,3.48272966774013E-34,1.18064379542559E-60,5.90222956100478E-11,3.05490193077429E-27,0.100945172181831,0.01691895656669,1.18280150161977E-21,4.61239043399746E-20,4.73691654802606E-29,4.3073318257092E-65,1.91735620251858E-41,8.73430054253551E-29,2.02475477306773E-55,1.75571535342004E-62,7.86609388953477E-60,0.00181635340706708,0.0110879175130227,0.00161846465413194,2.82655406245421E-25,5.21698362111029E-23,0.0191489375252,1.97926977491274E-54,0.0434009316459275,0.00199177779090445,2.677013100625E-13,4.2981610192257E-15,
5,4.6535225421203E-41,1.2457132670161E-31,5.6374597486954E-69,6.07672974192052E-22,1.4391028954626E-26,1.09807447561243E-14,3.44208411555048E-45,6.66268691555574E-28,4.50932324766303E-78,0.00982385164475014,3.06961301974943E-21,7.38087806269454E-21,3.41833305347284E-60,3.83816131163117E-33,5.41023254380585E-101,0.141042408453603,1.31466582794925E-81,4.51881479441269E-18,1.76749184351692E-47,1.55070972716437E-25,2.01770997023325E-36,8.58296765601172E-26,0.012428045697231,0.0128650742544834,5.84888554245159E-68,2.83006463184436E-45,1.65537695941011E-28,0.0338188213590251,7.11051679942033E-46,1.7131502888582E-22,0.0316134732015916,8.48698733809931E-158,1.09511127837253E-12,2.84354184539511E-85,4.63478941803369E-25,3.23137952282025E-22,4.29442718564289E-163,1.84175141460636E-13,1.73600939918231E-36,1.31246949261741E-26,4.15102626839123E-35,1.06689504395856E-52,1.72401504986755E-13,2.48253283755079E-37,1.08924333855034E-97,4.61482426627679E-12,3.3160687462116E-16,3.07175125188291E-14,2.56265306501867E-114,9.44676649878662E-30,1.58903111652147E-33,6.85875430421875E-38,2.774546704226E-07,1.53266700127581E-61,3.56146621555187E-70,6.04145560098678E-40,2.39179884778894E-45,1.99647555223042E-20,2.68782930662691E-43,7.63527771259449E-30,2.60112902163441E-106,5.05753608351001E-60,6.88376667289801E-75,3.41526394480971E-53,2.98034483214353E-48,2.62243713031106E-51,1.92561604517846E-20,0.128863965196835,5.87356376041167E-20,2.23824134526983E-32,3.88893890795726E-13,7.03305839587382E-44,7.53911166799207E-25,5.32624069264845E-75,2.77269597057206E-28,2.76342571482272E-87,3.34727012794518E-69,1.34075265561235E-108,7.68202088272895E-91,0.00112891044153988,4.20376952879102E-23,0.165977589631403,8.80969597627986E-56,1.71386991862207E-53,0.0547761822511886,2.12926989899522E-51,2.75595405295856E-20,2.92764886428392E-15,0.00105787253772308,4.56417335452774E-37,
6,3.12955793975456E-12,0.00247624938613751,1.30626395835353E-85,6.04347052241623E-81,3.78833403642019E-48,1.48641993523803E-12,0.0339149337018439,2.10422217691066E-15,8.96078490687311E-15,3.10520472905542E-14,1.15182643152615E-65,0.0526770520326156,1.50226041742869E-10,8.75676093272676E-56,2.73991586828626E-15,1.0347171718621E-31,1.01319447636492E-10,0.00362666134139099,9.23014487387626E-30,2.67103657612436E-18,0.0854325645812438,0.00350969458850211,2.60948248858222E-14,1.44848466837336E-10,7.31918738339438E-36,0.153629888230878,0.00483721782818353,1.3851259226628E-28,4.33920134676011E-13,3.08457043324644E-15,7.46344380474102E-14,0.000628809391230651,5.49355192596205E-36,3.38335777484433E-09,3.22276807354587E-75,9.80153535929752E-41,4.12545204248611E-95,0.089326860738508,5.91046561076688E-41,2.04850369470314E-31,1.40793205351405E-27,4.06847732347671E-25,0.0422146273979666,3.16044412654088E-24,0.0679307156961503,7.71580854867425E-38,0.0781868009795412,5.57077474801819E-12,4.03125108924465E-45,0.053827959985388,9.42074745547093E-37,2.23731491320083E-36,1.73670344809794E-33,1.8531562980296E-89,9.81576647562893E-27,5.62648743290194E-53,4.54359629629866E-25,7.23731245491774E-14,8.5488647982622E-10,7.28156088933769E-24,1.59196005318266E-27,1.63692130932004E-25,1.05787801333212E-38,2.42578398075445E-14,8.99970520255122E-30,2.62721487560452E-26,1.3033153375918E-12,1.40820148240228E-32,6.10161861636448E-12,0.0488221646692509,4.38101184284887E-46,4.16493099181638E-35,0.0473470890946536,5.08099627869975E-85,2.84530989869486E-16,1.85585152713982E-30,1.06685783774454E-59,2.85677571560456E-18,1.06137537142884E-48,7.432086873633E-23,1.07809015788445E-09,7.30894446815561E-32,0.00102580185565566,2.04944707164256E-21,0.00523568255061564,0.0440498550214461,0.0890332673791294,0.10704865558564,6.77529507590573E-51,7.49070065712792E-43,
7,6.93837580148231E-35,0.00675450956910198,3.56191137814365E-27,4.93685400983362E-20,1.64848281453231E-30,7.85841493686823E-24,8.81256094210348E-28,2.43456990695019E-21,6.47503499142207E-30,9.07661759262138E-12,1.76458298180126E-08,3.11600271258589E-62,9.79976209384964E-31,1.42548079393248E-15,2.98630100348192E-08,7.25119003851842E-34,5.3012593230775E-16,8.7847800323269E-21,8.91313941827244E-38,2.16167241818448E-14,1.15970934422995E-06,1.00531846346699E-10,9.85674285236659E-37,1.77456767302684E-28,2.76095952292143E-07,1.64515757173082E-15,3.97537755221242E-13,6.78947700259511E-09,1.26442628068121E-37,7.6616131836896E-18,5.48020487077649E-54,3.64266463006145E-16,3.8543365214582E-32,2.4290735213253E-40,0.18091682299072,0.00512579757542483,5.742546382043E-74,5.76980103414477E-43,7.34553174856075E-07,2.06386318651285E-17,1.36876429992788E-07,4.63139068244039E-08,0.100306223432864,5.77426146440023E-11,0.000828796774931278,0.119489557777853,7.89016949645206E-09,6.46541248343519E-80,1.62941550637647E-08,4.50369283407759E-37,3.21769176891283E-36,2.65131112782609E-24,1.57242299888655E-21,2.5065317079765E-42,0.00101803817611499,3.17869360495675E-67,2.85370968586845E-68,1.29640020853711E-92,3.38316881834193E-64,2.80784242587256E-22,3.03078696708813E-07,2.58200848389137E-30,1.19400819873417E-23,5.73835523719834E-13,2.84406990790368E-10,3.5522225428976E-26,6.53717887411591E-21,0.0598010458162838,0.00377527272424671,0.00127279006258201,1.13337152233133E-12,6.80565009989384E-12,4.18513339061212E-41,9.90255171381279E-47,0.000207376551649631,4.4290829439805E-12,6.94040266728818E-24,1.54436502054902E-56,1.29140148147832E-15,1.50253230454808E-26,5.21987745036523E-07,1.19461545660386E-07,1.00119660313822E-11,1.41654876654839E-05,4.67854935908433E-26,1.0802490765301E-15,4.67168038169978E-20,1.06603542221603E-25,0.214114430952718,7.53144361447858E-34,
