State,0,1,2,3,4,5,6,7,8,9,
Initial,2.024288863246E-42,1.64952636229705E-21,2.01543585722835E-07,0.134663288157365,0.864251212176204,5.0497128832896E-19,5.85279231121374E-36,0.00108529794234599,1.80499528589772E-10,1.05936419662746E-28,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.0718931360508647,3.63584560800584E-05,0.258922019925328,0.0749457418767845,0.115542557182127,0.282003486774335,0.0635459537994095,0.110524605791492,0.267401284508404,0.000228710041986667,
1,0.00184177145301845,1.11003595430384E-05,0.0545585989795307,0.000220122777213914,0.0141268269003216,0.115212346574201,1.07695085687604E-06,0.256123152425259,0.0840332854496804,0.00385732428808081,
2,0.052393018968274,0.00242755935816952,0.131174824101432,0.168342203609307,3.08260451634692E-05,0.209284063710415,0.00815105445737116,0.540720607140862,0.0100132240956949,0.0187259759981064,
3,0.00291435981354404,0.000746885574890548,0.0213734680248009,0.132108817999171,2.13946897878146E-05,0.00220536075980667,0.02270528749648,0.000571388714978836,0.270610689520856,0.784107341322564,
4,0.19105994693941,0.0235281774865007,0.00600174175886044,0.0570334365655149,0.0518679355334564,0.0795125411675507,5.20900746796566E-06,0.00257374909481982,0.00237892136224534,0.00137976901646768,
5,0.00915961980677168,0.0150852215470392,0.176222958824376,0.0621669006554368,0.561142339021495,0.0181616509577213,0.369633613069234,0.00489033907870599,0.00201577398733589,0.00280474351463722,
6,0.0836311768040708,0.0564395762526402,0.138288125759048,0.0115816206196918,0.0358596702208045,0.199409752019409,0.235758339729275,0.000881383134741036,0.0691595026192333,0.0944474756409264,
7,0.0773198830707734,0.901706771091898,8.36231443638014E-06,0.342919555349159,0.00959061476239616,0.0666380941141373,0.0841815435020986,0.0103884977361062,0.00721611909553164,0.0110488917670694,
8,0.0724956033324674,3.33941608118546E-06,0.190887683263143,0.000211515288472731,0.000174014136090254,0.0203377123173089,0.214814563153177,0.0732018246582922,0.27312426070329,0.0833785111912626,
