State,0,1,2,3,4,5,6,7,8,9,
Initial,0.0312553598420664,0.00366866666797988,0.201293654240576,0.338219870634939,0.0984783606083699,0.0377852594874833,0.0250509606597835,0.0562300059081843,0.0694804036908231,0.138537458259794,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.126897203395364,0.157152886338365,0.161190333090932,0.157544855362368,0.0243791806807896,0.0282425850570634,0.181141518970804,0.0227685555653938,0.000911226852808597,0.0497105546263353,
1,0.102181767795937,0.153408856065898,0.0281045282883286,0.0889408479255146,0.0226202653496697,0.129198634037633,0.066757563692939,0.0504460564849685,0.170076423384643,0.201213856593284,
2,0.0190953151671085,0.0137242553511464,0.120913459769834,0.0923950637235425,0.00486285250091451,0.0758594002673512,0.0476896246389548,0.0742085427221725,0.099103690871641,0.0183066407042485,
3,0.154855731320282,0.0576075619786064,0.0985838967974575,0.0735453522626461,0.214061359967658,0.128801935464008,0.0868985256051742,0.0767497957726729,0.0636551107846426,0.0169574762581155,
4,0.0103525043140592,0.124759311499202,0.00507604252704052,0.118890812167569,0.0320070624537206,0.174737800720616,0.144703606939615,0.11049597422742,0.06539220735281,0.152706114361353,
5,0.126274630900783,0.0784734706537734,0.153861795918694,0.139228843116162,0.0182092308453388,0.0811515183923156,0.0438791321937793,0.139938974032719,0.083449353511734,0.148804650029303,
6,0.20134845355672,0.0317348689644865,0.0647159674584396,0.0210583186041259,0.171322967249758,0.132981950402806,0.149752568962094,0.0225573752275437,0.170333450937867,0.127052177605842,
7,0.0621437228644816,0.130831065677406,0.141152196052427,0.139837819089335,0.17843872308512,0.0513559586615633,0.0951069616089833,0.170137112641549,0.170099812592593,0.0930023328541882,
8,0.0128749316070413,0.102073412575603,0.135742292197898,0.0227117172583855,0.220012571451177,0.183122019988831,0.0944010400721425,0.15042316661398,0.121151714004741,0.0236210699775236,
9,0.183975739078217,0.150234310895517,0.090659487898951,0.145846370490352,0.114085786415854,0.0145481970078112,0.089669457315519,0.182274446711584,0.0558270097065185,0.168625126989799,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.0331706528852634,0.15832956761485,0.0298728887596,0.0138635812536185,0.130599887205966,0.183703374601997,0.295587788019086,0.167956241759022,0.115242016840864,0.0876743798301571,
1,0.190729846116671,0.0130624213116936,0.127495481801271,0.513007189677657,0.189531207946825,0.191391926385806,0.189671117273391,0.015760068424098,0.264816689732258,0.0570991576871543,
2,0.0718243021159174,0.0252802454113094,0.177045124365396,0.077530490921694,0.125029577373667,0.0824586461062368,0.0358555108689501,0.248844487111665,0.0104350605929351,0.209316651455601,
3,0.120333530443466,0.0320384623652095,0.438741711952288,0.14003728133497,0.100818041836358,0.00719501208082155,0.0621455143830906,0.0586978417951076,0.0473397910322705,0.116356498402061,
4,0.175931199030037,0.239950572607635,0.0917507364215633,0.0669814157734983,0.131693687328144,0.21652772404588,0.223124295199048,0.251876646993847,0.28837911801834,0.29674025537144,
5,0.368252275997373,0.205697794057291,0.0417999129735783,0.0248630784555044,0.107131635390925,0.207205570704319,0.171119131298641,0.220065863323909,0.261898439580798,0.00497771239171499,
6,0.0397581934112674,0.325640936632021,0.0932941437262952,0.163716962583055,0.215195962918113,0.111517746074946,0.0224966429577973,0.036798850592349,0.0118888842025293,0.227835344861862,
