State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
Initial,0.0560758681735586,0.0529134119561901,0.141305456266804,0.0350358004155839,0.0022007856059058,0.0026547063431481,0.0144382138477577,0.00891772837512485,0.00954873068103197,0.00199429895098342,0.0785976801535715,0.27934625106306,0.0292765493509086,0.00432351161462512,0.0678831866796591,0.029760016693744,0.0218574118993937,0.0683923507993448,0.0188165548224036,0.0766614863072,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,0.0158351292853995,0.1001167030132,0.0901259526481522,0.0264418498227835,0.0336655946526949,0.0537917818550662,0.103386632996858,0.0788714284657441,0.0645725552810669,0.0641045696199696,0.0179304600113431,0.075875716429334,0.0696259624547394,0.0335764781836316,0.0248391465476426,0.0686053895874769,0.0185808998414384,0.0521919455086681,0.0130512831011431,0.01856338811455,
1,0.04828195630349,0.0105126906984584,0.0433125467984004,0.0286641755540231,0.0858835449396498,0.0646484825359392,0.0659906221003005,0.0395628041002401,0.0303606604319349,0.0345019415663625,0.0419387855738113,0.061725458876473,0.0260343269791819,0.0680200883902066,0.0094522769934592,0.0842706670612021,0.0847925280576137,0.0778652639941586,0.0473989177828215,0.0103871218491203,
2,0.0141368195098028,0.0720068987566601,0.0691343626576265,0.0185637051688477,0.0821495649091402,0.0336440613637984,0.0623163096258024,0.0536196099750817,0.0677286761508111,0.0236297895563338,0.00701982135992758,0.0274274262717389,0.0079791235583938,0.0517093385944214,0.0200739824468031,0.0411483197516217,0.0606178328414906,0.0170695882379498,0.00777594893123346,0.0735824696544461,
3,0.0680815503228132,0.0892006386410331,0.0499944186971269,0.0542890655394584,0.028985296163152,0.0295509554229903,0.0159538737243314,0.103482859926692,0.0145030772462559,0.0628053242474874,0.100043693684845,0.075449096710133,0.00268367730234599,0.07336758065446,0.103930617873761,0.0483686116555396,0.0490116650295112,0.0493963147304922,0.109839459954923,0.0937464464074778,
4,0.0613189890038573,0.0592275415230756,0.0249192068721042,0.0399931463815145,0.0971672757176042,0.00106907859527371,0.0730338781062403,0.0352538492475618,0.0275770718866635,0.0939195802275779,0.0508112930022513,0.0291622289598011,0.0893538128284745,0.0619827407078177,0.0705726339323777,0.0441521787644869,0.0499288026918903,0.0656738749073282,0.0312143495955709,0.0916785456774809,
5,0.0613632975831049,0.105428073388885,0.0922750355243014,0.0337045362303166,0.0316670403046888,0.0608132467508207,0.0198054375825806,0.0846407661169297,0.00569103547872783,0.0821648566935632,0.0954758802204248,0.0968289903183127,0.0232655792704924,0.0300358618869633,0.0262528192711048,0.0784575652911262,0.0774422725184984,0.073987458268382,0.0307665889492248,0.0150933450210818,
6,0.01201069978829,0.0394616130652187,0.0597564747832967,0.0370722961655801,0.0401029083719227,0.0465573300825316,0.0763456991540284,0.0380570170745595,0.0520583778635688,0.0137149010340906,0.0403333413291247,0.0275938743555978,0.107038183865909,0.0298204842134967,0.0195321182083293,0.0560312377534749,0.0680108711802798,0.0444225471542963,0.043308084989437,0.0595696082529774,
7,0.0572583927268685,0.0930384472062983,0.0704237187820241,0.119853124815822,0.0959225463475882,0.105649866679382,0.014143640967526,0.0458007571629546,0.093273068335257,0.0771428424378524,0.115074105665655,0.0448154497279644,0.0419582778661854,0.0754889643245823,0.0851149732205134,0.0318225643333254,0.0311387779284973,0.056837397759127,0.0736693741624145,0.0430097305639739,
8,0.045455209227005,0.0538156567047901,0.0196537915547713,0.0426611606466142,0.0588459069953314,0.0122190283251055,0.0230084149140142,0.09603654823043,0.0355979766970178,0.0603684721755405,0.102131087302609,0.0107854145548443,0.0493622303470667,0.0753351383987393,0.0245424886372357,0.0454739889791491,0.0332737423478353,0.0461695795883997,0.102818049369622,0.0145100621471734,
9,0.0528004897090881,0.125173659352418,0.0279334730880063,0.133133931712382,0.027063603177513,0.0569039063923029,0.112112637399046,0.0796359530672568,0.0935873385965329,0.0414326809812932,0.0810113116216613,0.107530745977222,0.0478589527761421,0.0844349672584436,0.0588150164655892,0.07073695203559,0.0668498670148932,0.0433266776946764,0.00908692883310616,0.073131502483709,
10,0.0682724353374693,0.0137937704528622,0.0226155276836009,0.0227005422964697,0.0315192477269204,0.0879746154953803,0.0127875286987693,0.00036125508397792,0.0137634492756428,0.0485467049017096,0.0976724303345428,0.0790047295934651,0.0526770844341104,0.0618556131682879,0.0371126932485064,0.0594246721615808,0.0391123733134397,0.0654271334721381,0.0704448773771777,0.100295332130562,
11,0.0607220158881445,0.0452903716490606,0.0660460916685832,0.0620927190560728,0.00643250698450256,0.0466890032742178,0.0673547697332254,0.0198188727618983,0.0203523778506207,0.0119243897139291,0.0343795238902262,0.0350953739670411,0.0836230688795796,0.033132327934998,0.0222525241755141,0.0487158879728238,0.0405755677696788,0.0226942926474364,0.0150581156301065,0.0524295015744442,
