State,0,1,2,3,4,5,6,7,8,9,
Initial,0.0172239229216172,0.023358405075615,0.262675493443847,0.0847105696483003,0.0283725230768529,0.205152567346694,0.26629801856637,0.0119731914855197,0.0650684308932744,0.035166877541911,
Transitions,0,1,2,3,4,5,6,7,8,9,
0,0.0843704399089988,0.047781570319287,0.168859994473548,0.186647288372176,0.188626459567875,0.0240944388190924,0.150896582390983,0.205516477040251,0.00723546393339368,0.0560533080174623,
1,0.181347637446513,0.191623685578127,0.0334792748067456,0.179610999871118,0.193584328839514,0.286985857209916,0.0611239216490782,0.113099935662496,0.168849985968772,0.117494615063675,
2,0.035953479492901,0.0265623045904136,0.0681657404195158,0.0692253756559004,0.0262528324543881,0.0300684874236074,0.0140875064435752,0.128344809586139,0.0587335430060308,0.0370597814098477,
3,0.038826176975497,0.0529185160901939,0.113911697134912,0.0319928786626564,0.00170856212800699,0.104428920072602,0.178314185303194,0.0944994235545343,0.0172524981227194,0.124898709762689,
4,0.0917444453216575,0.163028270187252,0.171725822421085,0.0270457191837171,0.210510725680591,0.0394706086706546,0.180726161163505,0.111967989870655,0.153861722103234,0.230232287311603,
5,0.0924747413863539,0.0594848991075809,0.114160178381649,0.049443982342981,0.117024435390109,0.0134889114803828,0.133557796220188,0.0209397488838263,0.111957108272253,0.101148397994783,
6,0.15295507086262,0.144902750628358,0.0726111988426118,0.123506578926273,0.126541793587776,0.19065077743203,0.0634729460849842,0.00884988894113104,0.0882702517275823,0.116867253522192,
7,0.119390984434825,0.137105467224715,0.0565100417880477,0.135878286341421,0.014090172894665,0.0771135771071968,0.011061769216202,0.158049286797939,0.161652779121941,0.0729436283538205,
8,0.14576155578387,0.171677655484363,0.0655638731543813,0.0325771072697178,0.0103290635405279,0.075974683019544,0.0457608088035696,0.0115305757453571,0.221279314261023,0.0888483982962697,
9,0.0571754683867652,0.00491488078970101,0.135012178577503,0.16407178337404,0.111331625916554,0.157723738764966,0.160998322724721,0.147201863917662,0.0109073334830565,0.054453620267658,
Emissions,0,1,2,3,4,5,6,7,8,9,
0,0.025572503871536,0.240256217073299,0.0590108778321543,0.135901857456223,0.119579708477651,0.0407521642180945,0.206866794083979,0.0765044695459551,0.159681954310092,0.0576566587800087,
1,0.10342392247572,0.041954409852617,0.323863101800762,0.0276094923207473,0.169933738939324,0.268709337641381,0.35136445702911,0.15261965504166,0.169045367595781,0.195282990318423,
2,0.164202999445025,0.0254527257507548,0.203833340510869,0.107306153277505,0.123053565531936,0.161780589683359,0.00993146096393177,0.24715920177147,0.0412502804017528,0.127356482362567,
3,0.0433994526002563,0.00279399031976671,0.29339709119487,0.149811468153863,0.102277775590967,0.0509609304233092,0.245598582223486,0.0335583993077869,0.14252388718946,0.0299030996373088,
4,0.310212183491252,0.268860991180849,0.0790729468103438,0.0868537146270339,0.101817056911524,0.317567228104965,0.0761439516414668,0.208124443463653,0.325566381623197,0.246091585495185,
5,0.290215558437774,0.176015654082393,0.00586465337669429,0.0550589217642457,0.349333278151262,0.0235764997731684,0.0675496170551454,0.0336810099849627,0.117195708527311,0.297404149370443,
6,0.062973379678433,0.244666011740324,0.0349579884743122,0.437458392400384,0.0340048763973453,0.13665325015572,0.0425451370028833,0.248352820884502,0.0447364203524137,0.046305034036061,
