State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
Initial,0.108723914507145,0.0339451559442433,0.00541851167929017,0.011131811332621,0.0598239683064437,0.000622388475797607,0.0135194069287383,0.00317241787583956,0.0363910667059397,0.00184827378623348,0.0880794386596325,0.00479739475906504,0.00137288089916012,0.100781096177737,0.0703243219611385,0.116494216085468,0.125951857613781,0.0544549806627318,0.095800409176819,0.0673464884621748,
Transitions,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,0.0692980994695842,0.0219020617500097,0.0819789898269432,0.00477789406727277,0.10116787342244,0.0283844064564653,0.0715151995998771,0.0355578070934212,0.0275029240925704,0.0987332740564013,0.0645106085508154,0.0368035500344364,0.0467379326492121,0.0210983288599508,0.0700356215909761,0.00572786597873219,0.0059870102637191,0.0842911285153355,0.0840551537371249,0.0210420909101255,
1,0.0757230170611692,0.0542567827829137,0.0811684812770949,0.079697420251496,0.0172521625282324,0.020117327062357,0.0335805410320822,0.00603351822542194,0.00908274275190814,0.0704425728815597,0.0513788800290577,0.0760549794091788,0.024402247874053,0.0394629777158238,0.0737352706888601,0.0263856804032153,0.0551773353387896,0.0211665410157821,0.0528171547155074,0.0557863543440409,
2,0.13959562152601,0.056188979495413,0.0963453724055897,0.0785557052594053,0.103125431718653,0.0119863943164648,0.0995780462312482,0.0634645195866118,0.0461943636700047,0.0199555631611362,0.00944177742263571,0.0849484794244853,0.0989932654392258,0.0900009786246802,0.113074576665305,0.142607976146137,0.0113216977332092,0.0763904678355677,0.0144315528439765,0.0994739173637015,
3,0.00760593828947602,0.087186867326319,0.00563113436805265,0.0291887156343995,0.0048631152749807,0.0042888485089606,0.0545815875367167,0.0343085677231885,0.0594272668058245,0.0187111283998923,0.112874975579724,0.0316817622749933,0.0149830518481645,0.0469179219491445,0.0444958947583165,0.11813061483991,0.0752627825244088,0.0552288212609655,0.0174401329143393,0.0847612107738527,
4,0.0144713664026966,0.0935962187929545,0.0651978566452555,0.0616792958098184,0.0790260189424033,0.101365779484123,0.0153219731227329,0.0647911305374235,0.0834572622395188,0.0104951932821996,0.0224551175858792,0.00728484644378458,0.0515119469383873,0.0411301946322305,0.040872139417354,0.0631783840490841,0.0244418986698157,0.0700188553957574,0.0287674276103029,0.0355049352587936,
5,0.0271914644605057,0.0506835616659891,0.0943580499254058,0.0927150977841595,0.16522270544912,0.0295552205840468,0.109383745982443,0.0938737260646786,0.0733147302974984,0.081998731152926,0.03723152644893,0.0546968094931809,0.0784108332706585,0.0343518808992243,0.0374002420115996,0.142341525161193,0.00940985524887433,0.0692011984495545,0.0905784913371805,0.0484300930834628,
6,0.0209806727813745,0.0181653280567703,0.0624609377775253,0.0486918731861476,0.0901009454823033,0.0692957423377499,0.0987100833614885,0.0920950014920384,0.000205195649590699,0.00803994874815811,0.00311777131689144,0.00235897015948976,0.0652494434590435,0.0561960584988381,0.0233474560511281,0.0613978863869297,0.11047435603128,0.101828852286074,0.0281064490217887,0.0816513777902837,
7,0.0674751420391009,0.0507352866620419,0.00336716516940226,0.0431725669354195,0.00727052798052217,0.0575203824903928,0.042860307726402,0.0213643923289592,0.0425710093754965,0.0268647978084958,0.108945561940972,0.0636578882478897,0.0265611582694852,0.043380583068621,0.00247474112981806,0.00738695963811414,0.000834075963166089,0.0351948182415548,0.0741158294197926,0.023735524354221,
